MGI	HMD	PhenoGeno
MGI:2153463	NA	MP:0001402,MP:0005633,MP:0005159,MP:0001262,MP:0001155,MP:0000194,MP:0003233,MP:0001147,MP:0005564,MP:0001925,MP:0003928,MP:0002286,MP:0005573,MP:0000598,MP:0002492,MP:0002608,MP:0004901,MP:0000220,MP:0004924,MP:0004852,MP:0009552,MP:0008259,MP:0001156,MP:0011886,MP:0003673,MP:0005343,MP:0002968,MP:0003131,MP:0005149,MP:0031287
MGI:1859216	NA	MP:0005345,MP:0001629,MP:0002169,MP:0001596,MP:0008500,MP:0008497,MP:0001360,MP:0001364,MP:0001633,MP:0002490,MP:0002144,MP:0000639,MP:0009142,MP:0000250,MP:0008432,MP:0008167,MP:0005523,MP:0004184,MP:0010053
MGI:1096347	NA	MP:0000778,MP:0000745,MP:0006009,MP:0008225,MP:0001513,MP:0009450,MP:0001406,MP:0008810,MP:0001879,MP:0002184,MP:0001064,MP:0010368,MP:0001061,MP:0001488,MP:0004082,MP:0001417,MP:0000808,MP:0001265,MP:0000579,MP:0001304,MP:0002961,MP:0004222,MP:0005567,MP:0010197,MP:0005419,MP:0011110,MP:0003861
MGI:2680221	NA	MP:0006243,MP:0001925,MP:0013279
MGI:1913843	NA	MP:0002169
MGI:96055	NA	MP:0001191,MP:0002495,MP:0008515,MP:0001862,MP:0012143,MP:0008518,MP:0001209,MP:0001861,MP:0003135,MP:0000549,MP:0008126,MP:0000952,MP:0003632,MP:0000706,MP:0031234,MP:0000783,MP:0010169,MP:0002490,MP:0001193,MP:0002499,MP:0020448,MP:0003730,MP:0012144,MP:0001954,MP:0008215,MP:0006043,MP:0001845,MP:0001846,MP:0001870,MP:0002182,MP:0008167,MP:0001844,MP:0010850,MP:0001325,MP:0010899,MP:0013435,MP:0002083,MP:0001262,MP:0010209,MP:0001189,MP:0002095,MP:0000578,MP:0004016,MP:0000696,MP:0008577,MP:0005010,MP:0003729,MP:0010124,MP:0000920,MP:0000704,MP:0000716,MP:0003207,MP:0011085,MP:0001327,MP:0002082,MP:0004978,MP:0001800,MP:0008250,MP:0008451,MP:0000691,MP:0000217,MP:0002461,MP:0001212,MP:0008207,MP:0002493,MP:0000322,MP:0008263,MP:0002439,MP:0008169,MP:0011110,MP:0005017,MP:0010844,MP:0008596,MP:0004045,MP:0009336,MP:0008080,MP:0002444,MP:0003644,MP:0008593,MP:0001806,MP:0002411,MP:0000063,MP:0000774,MP:0009278,MP:0004947,MP:0000418,MP:0000715,MP:0010847,MP:0008641,MP:0008450,MP:0002441,MP:0001175,MP:0004829,MP:0008211,MP:0003077,MP:0000703,MP:0008948,MP:0011130,MP:0003725,MP:0002491,MP:0001510,MP:0008097,MP:0008614,MP:0010838,MP:0003561,MP:0003201,MP:0005425,MP:0008586,MP:0004977,MP:0000218,MP:0008587,MP:0004833,MP:0001265,MP:0000808,MP:0001926,MP:0009789,MP:0000220,MP:0000934,MP:0002494,MP:0000219,MP:0000136,MP:0002145
MGI:96910	NA	MP:0002169
MGI:1917158	NA	MP:0002169
MGI:101921	NA	MP:0005562,MP:0001529,MP:0002591,MP:0005292,MP:0002075,MP:0005554,MP:0001399,MP:0010053
MGI:1921998	NA	MP:0002451,MP:0002412
MGI:2387609	NA	MP:0001312,MP:0011967,MP:0004434,MP:0011100,MP:0001513,MP:0004404,MP:0002764,MP:0005344,MP:0001399,MP:0004736,MP:0001967
MGI:1859730	NA	MP:0013502
MGI:1298398	NA	MP:0011091,MP:0002447,MP:0008866
MGI:2676846	NA	MP:0002169
MGI:1921094	NA	MP:0001399
MGI:2448526	NA	MP:0000218,MP:0001289,MP:0002792,MP:0001392,MP:0005013,MP:0010097,MP:0001697,MP:0011100,MP:0003961,MP:0010024,MP:0013292
MGI:96835	NA	MP:0001274,MP:0000411,MP:0002074,MP:0000402,MP:0003809,MP:0001510
MGI:2156052	NA	MP:0008536,MP:0014372,MP:0011001,MP:0014376,MP:0009431,MP:0011087,MP:0002169,MP:0004792,MP:0002805,MP:0001953,MP:0003313,MP:0009703,MP:0011100,MP:0011085,MP:0001970,MP:0002206,MP:0001505,MP:0003633,MP:0001575,MP:0004769,MP:0004753,MP:0011269,MP:0002910,MP:0001961,MP:0010746,MP:0002066
MGI:2146012	NA	MP:0001890,MP:0011090
MGI:1891693	NA	MP:0005641
MGI:1338890	NA	MP:0005633,MP:0005560,MP:0002736,MP:0005655,MP:0002644,MP:0003633,MP:0002702,MP:0001399,MP:0001489,MP:0001973
MGI:96965	NA	MP:0008515,MP:0003726,MP:0005551,MP:0008586,MP:0008247,MP:0004031,MP:0011965,MP:0008752,MP:0009763,MP:0003731,MP:0008584,MP:0030005,MP:0004021,MP:0003729,MP:0008553,MP:0001327,MP:0005673,MP:0005201,MP:0006413,MP:0031120,MP:0005018,MP:0008451,MP:0001326,MP:0008450,MP:0000691,MP:0002001,MP:0004022,MP:0005548,MP:0009549,MP:0009853,MP:0003728,MP:0002792,MP:0000496,MP:0001325,MP:0001144,MP:0008560,MP:0004804,MP:0005103,MP:0008735
MGI:1925498	NA	MP:0002339,MP:0000702,MP:0001417
MGI:1333760	NA	MP:0002111,MP:0002169,MP:0002075,MP:0005178
MGI:2449167	NA	MP:0001146
MGI:95925	NA	MP:0005043,MP:0020935,MP:0002410,MP:0002053
MGI:2449923	NA	MP:0011109,MP:0002792,MP:0001785,MP:0002169,MP:0000259,MP:0005602,MP:0004086,MP:0005039,MP:0001614
MGI:99924	NA	MP:0000013,MP:0003795,MP:0003960,MP:0003212,MP:0005455,MP:0002169,MP:0005293,MP:0002896,MP:0000063,MP:0002781,MP:0001260,MP:0004016,MP:0000062,MP:0010878,MP:0010124,MP:0010123,MP:0005669,MP:0002079,MP:0005645,MP:0005458,MP:0001261,MP:0003961,MP:0010024,MP:0001433,MP:0001259,MP:0003049,MP:0021191,MP:0009285,MP:0000008,MP:0003638,MP:0010025,MP:0004702
MGI:1932093	NA	MP:0003795,MP:0002412,MP:0000067,MP:0005501,MP:0002169,MP:0005399,MP:0004982,MP:0005076,MP:0000351,MP:0002724,MP:0000062,MP:0010878,MP:0001200,MP:0002463,MP:0000592,MP:0008396,MP:0009115,MP:0000130,MP:0003077,MP:0003109,MP:0010868
MGI:88461	NA	MP:0004087,MP:0000731,MP:0002841,MP:0001262,MP:0009403,MP:0003233,MP:0003851,MP:0005503,MP:0011874,MP:0000751,MP:0001258,MP:0030803,MP:0003068,MP:0013237,MP:0011633,MP:0010239,MP:0003961,MP:0000182,MP:0002106,MP:0009404,MP:0011643,MP:0004089,MP:0000702,MP:0010053
MGI:1928483	NA	MP:0008259,MP:0001289,MP:0002792,MP:0010097,MP:0011100,MP:0010067,MP:0001325,MP:0011965,MP:0002699
MGI:95688	NA	MP:0006433,MP:0001402,MP:0003795,MP:0002757,MP:0000164,MP:0001262,MP:0001513,MP:0030795,MP:0009674,MP:0000558,MP:0008915,MP:0002764,MP:0002772,MP:0001406,MP:0003073,MP:0002187,MP:0004635,MP:0011261,MP:0000554,MP:0000167,MP:0000556,MP:0000062,MP:0002109,MP:0002115,MP:0001417,MP:0008730,MP:0006279,MP:0003055,MP:0000547,MP:0002544,MP:0002765,MP:0000131,MP:0004351,MP:0005306,MP:0000559,MP:0005104,MP:0003189,MP:0008736,MP:0004686,MP:0000163,MP:0003072,MP:0004359,MP:0011504,MP:0008272,MP:0000550,MP:0002427,MP:0006280,MP:0000572,MP:0001922,MP:0001935,MP:0002543,MP:0003109,MP:0003419,MP:0000060,MP:0004634,MP:0005353,MP:0005016,MP:0004355,MP:0010053,MP:0003723,MP:0002110
MGI:1277150	NA	MP:0000223,MP:0002941
MGI:1929658	NA	MP:0001242,MP:0000688,MP:0001786,MP:0008565,MP:0008040,MP:0011091,MP:0002495,MP:0008596,MP:0002607,MP:0008713,MP:0008593,MP:0003717,MP:0008735,MP:0004971,MP:0003103,MP:0005012,MP:0008039,MP:0011101,MP:0009788,MP:0000416,MP:0003888,MP:0008553,MP:0011085,MP:0008555,MP:0004947,MP:0004952,MP:0001845,MP:0008641,MP:0008858,MP:0000220,MP:0001511,MP:0008705,MP:0002451,MP:0003009,MP:0001214,MP:0008560,MP:0002060,MP:0011099
MGI:5620180	NA	MP:0001625,MP:0010441,MP:0011250,MP:0006063,MP:0000477,MP:0010412,MP:0010420,MP:0000284,MP:0004133,MP:0000690,MP:0000644
MGI:3645856	NA	MP:0002092,MP:0009142
MGI:1926186	NA	MP:0002169
MGI:2656117	NA	MP:0002842
MGI:5437096	NA	MP:0000276,MP:0002625
MGI:5636631	NA	MP:0010751
MGI:1351351	NA	MP:0002905,MP:0001566,MP:0002083,MP:0030129,MP:0001262,MP:0000194,MP:0002896,MP:0000195,MP:0000063,MP:0003116,MP:0002075,MP:0002980,MP:0011100,MP:0000069,MP:0011085,MP:0001438,MP:0010092,MP:0004906,MP:0001265,MP:0001504,MP:0003197,MP:0002904,MP:0000198,MP:0001304,MP:0002608,MP:0001102,MP:0001429,MP:0001944,MP:0002902,MP:0003199,MP:0003195,MP:0001785,MP:0001732,MP:0003112,MP:0003114,MP:0000060,MP:0002986,MP:0013572,MP:0003493,MP:0003408,MP:0005202
MGI:3578184	NA	MP:0001730,MP:0011097,MP:0002231
MGI:95771	NA	MP:0001469,MP:0000689,MP:0002801,MP:0002799,MP:0002207,MP:0002062,MP:0002063
MGI:3583957	NA	MP:0002576,MP:0001262,MP:0030450,MP:0002577,MP:0002650
MGI:1890472	NA	MP:0008673,MP:0013956,MP:0008705,MP:0008663,MP:0008706,MP:0008560,MP:0013298,MP:0008566,MP:0008537,MP:0010180,MP:0008657,MP:0008661
MGI:87937	NA	MP:0001544,MP:0008872,MP:0011101
MGI:1917345	NA	MP:0001529,MP:0004924,MP:0002075,MP:0001399,MP:0010053,MP:0020870
MGI:99179	NA	MP:0008626,MP:0005011,MP:0008092,MP:0008608,MP:0008602,MP:0001952
MGI:1341851	NA	MP:0001399
MGI:2153466	NA	MP:0006042,MP:0009039
MGI:2676904	NA	MP:0003043,MP:0001663
MGI:1298397	NA	MP:0011452,MP:0011448
MGI:104532	NA	MP:0004502,MP:0005517,MP:0002169,MP:0003402,MP:0004001
MGI:1920929	NA	MP:0014052,MP:0005159,MP:0009431,MP:0005578,MP:0003698,MP:0009674,MP:0004259,MP:0001147,MP:0011101,MP:0002216,MP:0001925,MP:0009703,MP:0004200,MP:0001711,MP:0011086,MP:0002675,MP:0001932,MP:0011750,MP:0004901,MP:0008966,MP:0013248,MP:0004852,MP:0005169,MP:0002687,MP:0001156,MP:0001922,MP:0001146,MP:0001935,MP:0008261,MP:0001923
MGI:1914152	NA	MP:0002264,MP:0003984,MP:0011100,MP:0002339,MP:0002699,MP:0000709,MP:0000598,MP:0001304,MP:0002824,MP:0000691,MP:0010138,MP:0000703,MP:0000601,MP:0003229,MP:0001726,MP:0000689,MP:0001718,MP:0011097,MP:0002060,MP:0000702
MGI:105053	NA	MP:0006059,MP:0005621,MP:0006058
MGI:4834168	NA	MP:0000418,MP:0000416,MP:0002075
MGI:2447794	NA	MP:0006108,MP:0002151,MP:0020421,MP:0002135,MP:0003984,MP:0000266,MP:0011100,MP:0002339,MP:0001711,MP:0003720,MP:0003068,MP:0000598,MP:0001297,MP:0001700,MP:0001785,MP:0004258,MP:0013294,MP:0002884,MP:0000702
MGI:109622	NA	MP:0011091,MP:0003052,MP:0003229,MP:0001914,MP:0008816,MP:0010402,MP:0011109,MP:0009078,MP:0001787,MP:0010128,MP:0003505,MP:0000284,MP:0004004,MP:0003717,MP:0003402,MP:0002041,MP:0011108
MGI:98952	NA	MP:0010654,MP:0008067,MP:0004220,MP:0031330
MGI:1333833	NA	MP:0001924,MP:0005158,MP:0000488,MP:0009431,MP:0010802,MP:0013486,MP:0003306,MP:0001147,MP:0012167,MP:0008392,MP:0001925,MP:0002777,MP:0001258,MP:0001265,MP:0011086,MP:0001926,MP:0002675,MP:0008391,MP:0030978,MP:0004901,MP:0004852,MP:0002687,MP:0001156,MP:0003449,MP:0000496
MGI:3038382	NA	MP:0011091,MP:0011100
MGI:1101759	NA	MP:0001730,MP:0004618,MP:0001680,MP:0003886,MP:0011098,MP:0001696,MP:0004615,MP:0008277
MGI:99484	NA	MP:0004418,MP:0000564,MP:0004379,MP:0005501,MP:0010103,MP:0009343,MP:0008277,MP:0001201,MP:0001219,MP:0003704,MP:0000556,MP:0002796,MP:0002100,MP:0004546,MP:0008014,MP:0000592,MP:0009709,MP:0004726,MP:0003051,MP:0004620,MP:0002544,MP:0000547,MP:0000709,MP:0002691,MP:0009890,MP:0003935,MP:0001236,MP:0000111,MP:0004622,MP:0012279,MP:0001241,MP:0009583,MP:0030079,MP:0001230,MP:0020859,MP:0002116,MP:0002083,MP:0001216,MP:0003231,MP:0014321,MP:0002656,MP:0008146,MP:0004704,MP:0005300,MP:0000377,MP:0001198,MP:0001212,MP:0030197,MP:0002092,MP:0001196,MP:0002459,MP:0006269,MP:0000571,MP:0003142,MP:0009704,MP:0004384,MP:0002060,MP:0001120,MP:0005621,MP:0000088,MP:0003276,MP:0000098,MP:0000445,MP:0001147,MP:0005358,MP:0014105,MP:0002109,MP:0005193,MP:0030457,MP:0000477,MP:0009703,MP:0001200,MP:0011100,MP:0002339,MP:0009560,MP:0004947,MP:0004321,MP:0001676,MP:0005306,MP:0011089,MP:0001297,MP:0000703,MP:0003052,MP:0009888,MP:0001146,MP:0000438,MP:0001284,MP:0003050,MP:0004678,MP:0001310,MP:0011087,MP:0001882,MP:0009931,MP:0002085,MP:0005352,MP:0030266,MP:0001231,MP:0001239,MP:0008525,MP:0009504,MP:0005650,MP:0000432,MP:0001302,MP:0002111,MP:0000159,MP:0004322,MP:0000702,MP:0001222,MP:0001233,MP:0013129,MP:0004657,MP:0000435,MP:0005270,MP:0004448,MP:0005508,MP:0001240,MP:0000689,MP:0009506,MP:0001340,MP:0010864,MP:0001672,MP:0000060,MP:0010234,MP:0020137,MP:0003427
MGI:1923965	NA	MP:0005159,MP:0001146,MP:0005168,MP:0001925,MP:0006380,MP:0001930,MP:0002590,MP:0006379,MP:0001147,MP:0001926,MP:0005169
MGI:2145579	NA	MP:0008044,MP:0005070,MP:0005561,MP:0002574,MP:0013667,MP:0002942,MP:0005632,MP:0013699,MP:0031047,MP:0002875,MP:0008053,MP:0000195,MP:0002590,MP:0010766,MP:0020950,MP:0013672,MP:0001399
MGI:1923616	NA	MP:0006206,MP:0000198,MP:0011100,MP:0001417,MP:0003019
MGI:1918775	NA	MP:0001402,MP:0002169,MP:0002075,MP:0011101
MGI:2443327	NA	MP:0001402,MP:0013378,MP:0002757,MP:0002992,MP:0000186,MP:0010053,MP:0003871,MP:0001216,MP:0020421,MP:0000755,MP:0000921,MP:0002135,MP:0000414,MP:0030923,MP:0010137,MP:0000849,MP:0001195,MP:0000423,MP:0003313,MP:0000416,MP:0020380,MP:0030571,MP:0002063,MP:0001547,MP:0001463,MP:0009794,MP:0000418,MP:0002699,MP:0003068,MP:0000422,MP:0005404,MP:0001330,MP:0002804,MP:0001304,MP:0000691,MP:0003809,MP:0014327,MP:0000652,MP:0002092,MP:0002182,MP:0001146,MP:0005179,MP:0000689,MP:0000877,MP:0001148,MP:0003983,MP:0001325,MP:0001510,MP:0000367,MP:0002060,MP:0002991,MP:0001405
MGI:3053549	NA	MP:0011091
MGI:1913315	NA	MP:0013600,MP:0001925,MP:0008500,MP:0010166,MP:0002687
MGI:1913444	NA	MP:0004738
MGI:95886	NA	MP:0004599,MP:0013966,MP:0000819,MP:0004259,MP:0008023,MP:0010490,MP:0003632,MP:0000783,MP:0002836,MP:0001014,MP:0014021,MP:0001711,MP:0004269,MP:0010602,MP:0013992,MP:0014006,MP:0004268,MP:0010420,MP:0004686,MP:0013971,MP:0013969,MP:0013858,MP:0013967,MP:0013824,MP:0013877,MP:0002766,MP:0013871,MP:0013859,MP:0000443,MP:0014018,MP:0013936,MP:0013986,MP:0010123,MP:0003827,MP:0013836,MP:0006425,MP:0013996,MP:0000520,MP:0004666,MP:0013861,MP:0005031,MP:0001015,MP:0002858,MP:0000284,MP:0020493,MP:0004160,MP:0013835,MP:0008128,MP:0009820,MP:0013855,MP:0000282,MP:0000602,MP:0013834,MP:0000841,MP:0011100,MP:0003178,MP:0013985,MP:0004665,MP:0013840,MP:0000150,MP:0013848,MP:0008923,MP:0004607,MP:0003826,MP:0013977,MP:0002177,MP:0010418,MP:0010439,MP:0004110,MP:0002951,MP:0013968,MP:0014023,MP:0013876,MP:0013915,MP:0009770,MP:0002111,MP:0003686,MP:0002989,MP:0000137,MP:0002152,MP:0013278,MP:0013826,MP:0013864,MP:0000914,MP:0000151,MP:0000963,MP:0003232,MP:0005033,MP:0008803
MGI:2655198	NA	MP:0003406,MP:0005630,MP:0001672,MP:0001125,MP:0001926
MGI:1354945	NA	MP:0002169
MGI:1914487	NA	MP:0014052,MP:0005159,MP:0005627,MP:0004045,MP:0010948,MP:0004930,MP:0001147,MP:0008892,MP:0001925,MP:0006380,MP:0008058,MP:0009455,MP:0006379,MP:0003020,MP:0002675,MP:0013279,MP:0009230,MP:0008935,MP:0004852,MP:0020550,MP:0005169,MP:0002687,MP:0001156,MP:0001146,MP:0001935,MP:0001325,MP:0001923
MGI:109555	NA	MP:0002966,MP:0011100,MP:0001406,MP:0005567,MP:0005344
MGI:3798454	NA	MP:0000218,MP:0005013
MGI:3578516	NA	MP:0010123
MGI:2146207	NA	MP:0011088,MP:0001146,MP:0004738,MP:0001570,MP:0001925,MP:0009674,MP:0001147,MP:0008489,MP:0000189
MGI:1202715	NA	MP:0001289,MP:0011087,MP:0002169,MP:0010911,MP:0011028,MP:0000194,MP:0001953,MP:0000690,MP:0003717,MP:0004936,MP:0003231,MP:0002135,MP:0010856,MP:0003984,MP:0011024,MP:0000266,MP:0011363,MP:0011351,MP:0020491,MP:0000527,MP:0001116,MP:0012515,MP:0011100,MP:0005244,MP:0011290,MP:0000277,MP:0005652,MP:0011727,MP:0002652,MP:0001126,MP:0006032,MP:0001954,MP:0006382,MP:0000528,MP:0010981,MP:0011320,MP:0008727,MP:0001711,MP:0002989,MP:0008059,MP:0003068,MP:0001293,MP:0005325,MP:0001575,MP:0010985,MP:0002995,MP:0001297,MP:0003446,MP:0000530,MP:0003641,MP:0011038,MP:0001614,MP:0002092,MP:0001184,MP:0004756,MP:0010902,MP:0011760,MP:0001146,MP:0001785,MP:0000689,MP:0001939,MP:0003014,MP:0001148,MP:0004007,MP:0005326,MP:0010812,MP:0010976,MP:0000692,MP:0006419,MP:0011321,MP:0001178,MP:0009323,MP:0004505
MGI:1890378	NA	MP:0002169,MP:0011090,MP:0011098,MP:0030006,MP:0004852,MP:0001698
MGI:104808	NA	MP:0002412,MP:0003179,MP:0013279,MP:0000208,MP:0011100,MP:0002463,MP:0002451,MP:0008652,MP:0002968
MGI:109272	NA	MP:0001402,MP:0000189,MP:0001262,MP:0005293,MP:0001406,MP:0003270,MP:0000477,MP:0005220,MP:0009254,MP:0001505,MP:0009476,MP:0001393,MP:0008883,MP:0002891,MP:0002078,MP:0001732,MP:0011110,MP:0031155,MP:0011084,MP:0001405
MGI:1334257	NA	MP:0013438,MP:0011731
MGI:2429943	NA	MP:0002412,MP:0005553,MP:0008642,MP:0008658,MP:0008719,MP:0008636,MP:0008685
MGI:106643	NA	MP:0005560,MP:0001312,MP:0006243,MP:0011396,MP:0011471
MGI:88106	NA	MP:0001402,MP:0030736,MP:0005140,MP:0000818,MP:0009710,MP:0011087,MP:0002169,MP:0002272,MP:0002572,MP:0001953,MP:0005423,MP:0005620,MP:0001491,MP:0030732,MP:0002573,MP:0001260,MP:0001360,MP:0001441,MP:0013140,MP:0001488,MP:0005267,MP:0012006,MP:0001463,MP:0002972,MP:0001404,MP:0005402,MP:0002204,MP:0003459,MP:0010698,MP:0001363,MP:0001413,MP:0002065,MP:0001405
MGI:3688249	NA	MP:0000752,MP:0002066,MP:0000745,MP:0002269
MGI:1913504	NA	MP:0011100
MGI:2684893	NA	MP:0002169,MP:0006379
MGI:2672118	NA	MP:0011087,MP:0004678,MP:0001953,MP:0003231,MP:0002135,MP:0003984,MP:0009780,MP:0006395,MP:0002657,MP:0000440,MP:0003662,MP:0000062,MP:0000603,MP:0011100,MP:0003743,MP:0004200,MP:0000692,MP:0001711,MP:0030273,MP:0000547,MP:0003068,MP:0010082,MP:0001914,MP:0000691,MP:0004686,MP:0001175,MP:0000166,MP:0005508,MP:0001614,MP:0000428,MP:0000111,MP:0001785,MP:0001325,MP:0010146,MP:0004321,MP:0010902
MGI:2384589	NA	MP:0005633,MP:0005560,MP:0008806,MP:0000875,MP:0001303,MP:0001513,MP:0005293,MP:0001406,MP:0000063,MP:0000218,MP:0010124,MP:0001255,MP:0001925,MP:0003019,MP:0002079,MP:0013025,MP:0000880,MP:0001304,MP:0005011,MP:0004738,MP:0013279,MP:0013022,MP:0003961,MP:0000220,MP:0010067,MP:0010024,MP:0002599,MP:0000877,MP:0001325,MP:0002968,MP:0000876,MP:0008770,MP:0001405
MGI:3584036	NA	MP:0002875
MGI:88587	NA	MP:0005014,MP:0014052,MP:0000745,MP:0001402,MP:0006094,MP:0000230,MP:0005455,MP:0002631,MP:0008126,MP:0009444,MP:0004992,MP:0005305,MP:0008869,MP:0013141,MP:0002216,MP:0001925,MP:0002628,MP:0009697,MP:0006263,MP:0003511,MP:0014604,MP:0002808,MP:0013508,MP:0020519,MP:0008466,MP:0011750,MP:0003961,MP:0001870,MP:0010024,MP:0009364,MP:0000609,MP:0002965,MP:0008279,MP:0001363,MP:0020010,MP:0002078,MP:0031354,MP:0002211,MP:0001145,MP:0004984,MP:0004834,MP:0002962,MP:0000321,MP:0013507,MP:0000599,MP:0001121,MP:0031364,MP:0009516,MP:0005350,MP:0002572,MP:0021118,MP:0002781,MP:0002075,MP:0004016,MP:0004876,MP:0005181,MP:0000659,MP:0005156,MP:0003313,MP:0001751,MP:0004961,MP:0002675,MP:0004909,MP:0000691,MP:0008880,MP:0008258,MP:0000130,MP:0002493,MP:0003509,MP:0000322,MP:0031422,MP:0002687,MP:0001156,MP:0008210,MP:0031369,MP:0003797,MP:0002359,MP:0001750,MP:0005642,MP:0001134,MP:0001552,MP:0005505,MP:0001406,MP:0001152,MP:0009286,MP:0001260,MP:0005565,MP:0031368,MP:0005319,MP:0009363,MP:0005013,MP:0003572,MP:0001380,MP:0000603,MP:0001441,MP:0002966,MP:0001417,MP:0008431,MP:0001126,MP:0031361,MP:0031365,MP:0000613,MP:0009302,MP:0001261,MP:0001932,MP:0004901,MP:0004852,MP:0001922,MP:0005599,MP:0001859,MP:0003725,MP:0003607,MP:0009285,MP:0004184,MP:0002626,MP:0003356,MP:0000221,MP:0020411,MP:0005425,MP:0005293,MP:0002169,MP:0004905,MP:0002970,MP:0006362,MP:0008987,MP:0004958,MP:0000218,MP:0009856,MP:0001919,MP:0031628,MP:0006380,MP:0002777,MP:0001129,MP:0005178,MP:0008257,MP:0002118,MP:0001926,MP:0002079,MP:0005656,MP:0005331,MP:0004738,MP:0013279,MP:0001556,MP:0003529,MP:0003929,MP:0031650,MP:0003862,MP:0020550,MP:0005559,MP:0000693,MP:0002637,MP:0005124,MP:0000219,MP:0009296,MP:0004151,MP:0002566,MP:0005343,MP:0004771,MP:0010867,MP:0005016,MP:0005669
MGI:99912	NA	MP:0003763,MP:0001402,MP:0000754,MP:0000755,MP:0003982,MP:0000752,MP:0000751,MP:0002216,MP:0009543,MP:0000748,MP:0011086,MP:0000441,MP:0009406,MP:0001393,MP:0004325,MP:0009404,MP:0002175,MP:0000759,MP:0009414,MP:0001961,MP:0002880,MP:0000034,MP:0002066,MP:0004289,MP:0000032,MP:0002083,MP:0001516,MP:0001262,MP:0004273,MP:0003851,MP:0000921,MP:0008814,MP:0003084,MP:0004300,MP:0011967,MP:0000920,MP:0004405,MP:0001547,MP:0002932,MP:0020452,MP:0002493,MP:0001106,MP:0000747,MP:0000042,MP:0000743,MP:0001513,MP:0001406,MP:0005150,MP:0004272,MP:0000749,MP:0000160,MP:0004121,MP:0020380,MP:0011090,MP:0030798,MP:0004768,MP:0009420,MP:0005018,MP:0030979,MP:0003008,MP:0004363,MP:0004852,MP:0001146,MP:0000438,MP:0001732,MP:0031318,MP:0002622,MP:0009403,MP:0004716,MP:0005426,MP:0031204,MP:0006380,MP:0000069,MP:0013239,MP:0001265,MP:0004510,MP:0000711,MP:0005656,MP:0002106,MP:0001475,MP:0005092,MP:0002494,MP:0005124,MP:0000161,MP:0002566
MGI:2671312	NA	MP:0003400,MP:0001914,MP:0011098
MGI:3047697	NA	MP:0001680,MP:0000373,MP:0000585,MP:0001698,MP:0002075,MP:0002939
MGI:1915596	NA	MP:0002169,MP:0001764
MGI:2135671	NA	MP:0011110
MGI:88498	NA	MP:0002090,MP:0013366,MP:0001362,MP:0002083,MP:0014287,MP:0005551,MP:0002169,MP:0001364,MP:0002063,MP:0005449,MP:0001954,MP:0001958,MP:0008289,MP:0009776,MP:0001175,MP:0002665,MP:0003963,MP:0003953,MP:0010909,MP:0000640,MP:0001987
MGI:1194908	NA	MP:0002407,MP:0008499,MP:0002494
MGI:1337041	NA	MP:0011100
MGI:2443472	NA	MP:0001289,MP:0000062,MP:0002169,MP:0009142,MP:0001488,MP:0001363
MGI:2444505	NA	MP:0010767,MP:0001926,MP:0001392
MGI:96447	NA	MP:0005017,MP:0005460,MP:0002492,MP:0001790,MP:0002495,MP:0002490,MP:0002491,MP:0008497,MP:0002459
MGI:2384910	NA	MP:0003926,MP:0008511,MP:0008515,MP:0012143,MP:0010124,MP:0008518,MP:0005293,MP:0011100,MP:0003961,MP:0000063,MP:0010024,MP:0003728,MP:0012144,MP:0009356
MGI:3030548	NA	MP:0012014
MGI:2675296	NA	MP:0010053
MGI:1289263	NA	MP:0000519,MP:0000913,MP:0011254,MP:0001262,MP:0013907,MP:0004133,MP:0000690,MP:0004157,MP:0011249,MP:0013438,MP:0000694,MP:0011667,MP:0002183,MP:0000644,MP:0010808,MP:0008535,MP:0011250,MP:0006063,MP:0011100,MP:0004113,MP:0003178,MP:0000825,MP:0011085,MP:0008461,MP:0031515,MP:0001891,MP:0000598,MP:0002639,MP:0002741,MP:0011380,MP:0010412,MP:0011056,MP:0010420,MP:0010403,MP:0004275,MP:0010466,MP:0006061,MP:0008458,MP:0011252,MP:0008528,MP:0000273,MP:0011069,MP:0011668,MP:0011683,MP:0011649,MP:0000827,MP:0011110,MP:0000284,MP:0010418
MGI:1920198	NA	MP:0001415,MP:0002608,MP:0000947,MP:0005564,MP:0011396,MP:0003131,MP:0002968,MP:0004924,MP:0003019,MP:0008810,MP:0001399,MP:0020870
MGI:1341105	NA	MP:0008582,MP:0008515,MP:0005551,MP:0012143,MP:0008586,MP:0004021,MP:0008444,MP:0002864,MP:0003729,MP:0005253,MP:0001004,MP:0001327,MP:0008587,MP:0012144,MP:0031606,MP:0006069,MP:0008451,MP:0004022,MP:0008450,MP:0002792,MP:0008581
MGI:1346882	NA	MP:0002455,MP:0001800,MP:0004799,MP:0008705,MP:0008663,MP:0003009,MP:0008560,MP:0005348,MP:0008657,MP:0002376
MGI:1924050	NA	MP:0002161,MP:0010101,MP:0013600,MP:0001304,MP:0003179,MP:0008074,MP:0001262,MP:0001925,MP:0001303,MP:0003961,MP:0004647,MP:0004924,MP:0001258,MP:0001399,MP:0005015,MP:0002687
MGI:2442496	NA	MP:0011100
MGI:5437721	NA	MP:0002639,MP:0000276,MP:0010402,MP:0006130,MP:0008797,MP:0011674,MP:0002625
MGI:2679923	NA	MP:0011874,MP:0014586,MP:0005627,MP:0011100,MP:0020421,MP:0011095,MP:0005641,MP:0001698,MP:0003984,MP:0013292,MP:0002582
