MGI	HMD	PhenoGeno
MGI:1914502	NA	MP:0003061,MP:0002083,MP:0001851,MP:0005608,MP:0001262,MP:0002169,MP:0002753,MP:0003233,MP:0010553,MP:0010570,MP:0030567,MP:0000266,MP:0000278,MP:0003313,MP:0010499,MP:0004215,MP:0010506,MP:0005329,MP:0008022,MP:0031633,MP:0004094,MP:0011953,MP:0011086,MP:0003137,MP:0000274,MP:0001304,MP:0002406,MP:0002644,MP:0004567,MP:0010067,MP:0001297,MP:0010392,MP:0002795,MP:0003140,MP:0005562,MP:0001732,MP:0001320,MP:0006138,MP:0004062,MP:0011110,MP:0004090,MP:0008770,MP:0005333,MP:0010053,MP:0003141
MGI:88519	NA	MP:0000879,MP:0010251,MP:0001303,MP:0010254,MP:0031018,MP:0004759,MP:0010261,MP:0010256,MP:0011121,MP:0031239,MP:0005182,MP:0005185,MP:0002840,MP:0001129,MP:0001304,MP:0013508,MP:0031420,MP:0010263,MP:0014327,MP:0031381,MP:0001297,MP:0002682,MP:0003077,MP:0008406,MP:0001935,MP:0010257,MP:0001923,MP:0001306
MGI:2671406	NA	MP:0001265
MGI:87936	NA	MP:0008428,MP:0001488,MP:0003063
MGI:107709	NA	MP:0003019,MP:0005633,MP:0005560
MGI:3045328	NA	MP:0000692
MGI:2656842	NA	MP:0004920,MP:0004260,MP:0001716,MP:0011109,MP:0011088,MP:0011087,MP:0008770,MP:0004258,MP:0005031,MP:0004201,MP:0004921,MP:0004272,MP:0001712,MP:0006372
MGI:3815176	NA	MP:0001274
MGI:1349436	NA	MP:0008537
MGI:109577	NA	MP:0011091,MP:0011096
MGI:2146066	NA	MP:0001284
MGI:1354168	NA	MP:0000745,MP:0000754,MP:0005551,MP:0009403,MP:0001715,MP:0002730,MP:0001713,MP:0011231,MP:0001908,MP:0002118,MP:0001926,MP:0031606,MP:0005323,MP:0001393,MP:0001328,MP:0005112,MP:0002229,MP:0009413,MP:0001405
MGI:103297	NA	MP:0000745,MP:0006349,MP:0011214,MP:0010243,MP:0000371,MP:0001262,MP:0014549,MP:0001881,MP:0003066,MP:0001274,MP:0000794,MP:0001392,MP:0005408,MP:0000804,MP:0000798,MP:0011085,MP:0003065,MP:0001923,MP:0002082,MP:0011086,MP:0003952,MP:0000598,MP:0003046,MP:0002152,MP:0005011,MP:0001393,MP:0009618,MP:0001569,MP:0008540,MP:0002106,MP:0001511,MP:0001732,MP:0006350,MP:0000607,MP:0003224,MP:0003718,MP:0003067
MGI:3640786	NA	MP:0010808,MP:0002766,MP:0001785,MP:0000531,MP:0000650,MP:0000644
MGI:3522246	NA	MP:0000266,MP:0001823,MP:0004110,MP:0005294,MP:0004158,MP:0002925,MP:0006049,MP:0010413,MP:0004111,MP:0006061
MGI:1914208	NA	MP:0001730,MP:0003694,MP:0012058,MP:0011100,MP:0012129,MP:0011094,MP:0013292
MGI:2142534	NA	MP:0004924
MGI:102465	NA	MP:0003795,MP:0002941,MP:0000221,MP:0005560,MP:0005554,MP:0002591,MP:0001486,MP:0010506,MP:0001303,MP:0004222,MP:0005642,MP:0000195,MP:0002590,MP:0005344,MP:0001258,MP:0005333,MP:0005641,MP:0010053
MGI:1890659	NA	MP:0001402,MP:0005013,MP:0004738,MP:0013279,MP:0002098,MP:0013278,MP:0001284,MP:0001314,MP:0001325,MP:0001406
MGI:1916526	NA	MP:0001529,MP:0011100,MP:0013292,MP:0002075
MGI:102738	NA	MP:0002339,MP:0008883,MP:0000702,MP:0004842
MGI:96770	NA	MP:0000382,MP:0000125,MP:0001289,MP:0001199,MP:0030610,MP:0000809,MP:0000414,MP:0000629,MP:0003704,MP:0011100,MP:0004790,MP:0011085,MP:0000808,MP:0001265,MP:0000379,MP:0003931,MP:0002152,MP:0000377,MP:0009142,MP:0000220,MP:0000394,MP:0009097,MP:0013400,MP:0000094,MP:0004791,MP:0000908,MP:0000118,MP:0013785,MP:0008262,MP:0000814,MP:0002792,MP:0000428,MP:0000448,MP:0008843,MP:0001284,MP:0000364,MP:0000862
MGI:1891915	NA	MP:0000538,MP:0002169,MP:0001925
MGI:1202295	NA	MP:0002941,MP:0010124,MP:0010067,MP:0002111,MP:0010025
MGI:2442995	NA	MP:0001730,MP:0003694,MP:0001694,MP:0012431,MP:0014237,MP:0011094,MP:0003077
MGI:2671678	NA	MP:0001926
MGI:2151221	NA	MP:0003694,MP:0011100,MP:0012129,MP:0011094,MP:0012111,MP:0013292
MGI:1923257	NA	MP:0006108,MP:0002151,MP:0000288,MP:0003984,MP:0000266,MP:0003731,MP:0001415,MP:0000218,MP:0011100,MP:0001488,MP:0003720,MP:0013293,MP:0009142,MP:0010024,MP:0002080,MP:0001700,MP:0003232,MP:0001785,MP:0001691,MP:0002968
MGI:3045421	NA	MP:0030160,MP:0003795,MP:0002116,MP:0002083,MP:0001262,MP:0002993,MP:0030278,MP:0001406,MP:0002896,MP:0005503,MP:0005006,MP:0003930,MP:0004685,MP:0000160,MP:0000062,MP:0030110,MP:0002109,MP:0030382,MP:0004173,MP:0030417,MP:0003198,MP:0010522,MP:0005105,MP:0010123,MP:0030223,MP:0002932,MP:0001258,MP:0010941,MP:0001504,MP:0010933,MP:0008396,MP:0030222,MP:0003200,MP:0000559,MP:0008158,MP:0003189,MP:0030863,MP:0000079,MP:0000163,MP:0005504,MP:0030791,MP:0030865,MP:0000166,MP:0005508,MP:0030094,MP:0001922,MP:0003740,MP:0000438,MP:0003933,MP:0000135,MP:0001570,MP:0003109,MP:0001765,MP:0030841,MP:0010879,MP:0002968,MP:0030319,MP:0030310,MP:0009005,MP:0010053,MP:0001923,MP:0002110
MGI:2676921	NA	MP:0001415,MP:0001293,MP:0000111,MP:0004258,MP:0011110,MP:0003743,MP:0004953
MGI:1922484	NA	MP:0000266,MP:0001404,MP:0005070,MP:0000274,MP:0001272,MP:0005011,MP:0011110,MP:0003721,MP:0001314,MP:0001325,MP:0010579,MP:0008567
MGI:2183549	NA	MP:0010255,MP:0002169,MP:0001303,MP:0005545
MGI:1351654	NA	MP:0001156,MP:0009642,MP:0003830,MP:0004851,MP:0004109,MP:0011467,MP:0001762,MP:0009643,MP:0002988,MP:0001262,MP:0005556,MP:0004884,MP:0003378,MP:0004953,MP:0011941,MP:0011471,MP:0005565
MGI:1913521	NA	MP:0012765,MP:0013764,MP:0008075
MGI:1100886	NA	MP:0001005,MP:0014333,MP:0010097,MP:0008515,MP:0012143,MP:0008518,MP:0002169,MP:0008586,MP:0008584,MP:0004021,MP:0001006,MP:0008456,MP:0020816,MP:0001327,MP:0008587,MP:0005201,MP:0012144,MP:0001324,MP:0001326,MP:0004022,MP:0008450,MP:0008580,MP:0008519,MP:0002792,MP:0008511,MP:0008449,MP:0001325,MP:0008513,MP:0012029,MP:0005103
MGI:2681836	NA	MP:0002599,MP:0011874,MP:0011092,MP:0013293,MP:0011100,MP:0001406,MP:0010123,MP:0000702,MP:0013292
MGI:5490328	NA	MP:0001265,MP:0001523
MGI:96211	NA	MP:0010375,MP:0002136,MP:0004756,MP:0005325,MP:0003193,MP:0002703,MP:0000332,MP:0005558,MP:0009766,MP:0003917,MP:0011086
MGI:1890081	NA	MP:0001585,MP:0000688,MP:0004832,MP:0009009,MP:0001402,MP:0002083,MP:0005293,MP:0001861,MP:0002444,MP:0002833,MP:0000063,MP:0001125,MP:0012121,MP:0002640,MP:0001130,MP:0003667,MP:0011396,MP:0001751,MP:0001129,MP:0005068,MP:0002875,MP:0004810,MP:0001926,MP:0001489,MP:0003020,MP:0006043,MP:0008044,MP:0010308,MP:0009093,MP:0001846,MP:0001828,MP:0000691,MP:0009142,MP:0008874,MP:0001870,MP:0002590,MP:0010392,MP:0005348,MP:0008995,MP:0008000,MP:0002682,MP:0000693,MP:0005561,MP:0001927,MP:0003179,MP:0002722,MP:0004808,MP:0001577,MP:0001750,MP:0001859,MP:0003505,MP:0001325,MP:0009766,MP:0001194,MP:0000702,MP:0001923,MP:0031239
MGI:107184	NA	MP:0014259,MP:0003694,MP:0002757,MP:0011100,MP:0013292
MGI:1096360	NA	MP:0011405,MP:0002053,MP:0002083,MP:0000172,MP:0011353,MP:0009641,MP:0002705,MP:0011506,MP:0003544,MP:0005264,MP:0002828,MP:0002135,MP:0001263,MP:0011402,MP:0011453,MP:0011454,MP:0005602,MP:0003215,MP:0008061,MP:0011320,MP:0008140,MP:0011409,MP:0003068,MP:0005325,MP:0002871,MP:0005606,MP:0009050,MP:0005094,MP:0008138,MP:0011483,MP:0011534,MP:0004756,MP:0003606,MP:0011348,MP:0001785,MP:0011427,MP:0004970,MP:0004003,MP:0012194,MP:0005326,MP:0011753,MP:0002962
MGI:1918236	NA	MP:0001257
MGI:95705	NA	MP:0001242,MP:0001874,MP:0001199,MP:0011088,MP:0002083,MP:0000488,MP:0002495,MP:0011353,MP:0001262,MP:0000240,MP:0004514,MP:0004542,MP:0008288,MP:0002908,MP:0005264,MP:0005410,MP:0004543,MP:0003799,MP:0001239,MP:0000218,MP:0002874,MP:0005013,MP:0000208,MP:0004047,MP:0000416,MP:0008295,MP:0002463,MP:0002442,MP:0002875,MP:0002416,MP:0002674,MP:0005616,MP:0005584,MP:0011086,MP:0005161,MP:0008844,MP:0000379,MP:0010249,MP:0001153,MP:0002270,MP:0005325,MP:0002743,MP:0002871,MP:0000691,MP:0001429,MP:0002293,MP:0001179,MP:0011339,MP:0001212,MP:0000662,MP:0004841,MP:0008719,MP:0020180,MP:0008294,MP:0001156,MP:0008321,MP:0006269,MP:0001240,MP:0001236,MP:0000219,MP:0005478,MP:0001935,MP:0000496,MP:0001732,MP:0003710,MP:0002768,MP:0004760,MP:0013337,MP:0010899,MP:0005087
MGI:2442191	NA	MP:0005633,MP:0008499,MP:0005027,MP:0005560,MP:0008672,MP:0005628,MP:0010101,MP:0008496,MP:0004647,MP:0008663,MP:0001539,MP:0008074,MP:0008660,MP:0003345,MP:0005348,MP:0008567,MP:0005634,MP:0004648,MP:0008783,MP:0008705,MP:0002451,MP:0008560,MP:0008699,MP:0008661
MGI:104871	NA	MP:0011100
MGI:5560778	NA	MP:0002633,MP:0004133,MP:0010460,MP:0011667,MP:0000694,MP:0000562,MP:0004113,MP:0002625,MP:0002639,MP:0000276,MP:0004158,MP:0003675,MP:0005170,MP:0010412,MP:0003446,MP:0010466,MP:0000572,MP:0003924,MP:0000284
MGI:1345675	NA	MP:0002423,MP:0014118,MP:0008765
MGI:106209	NA	MP:0004153,MP:0001823,MP:0005017,MP:0001177,MP:0001242,MP:0003047,MP:0009429,MP:0009431,MP:0011087,MP:0001262,MP:0005090,MP:0003702,MP:0000558,MP:0009674,MP:0000352,MP:0002705,MP:0001953,MP:0001406,MP:0002764,MP:0002753,MP:0000063,MP:0002135,MP:0005150,MP:0000414,MP:0002075,MP:0000706,MP:0000160,MP:0002703,MP:0011100,MP:0011090,MP:0000334,MP:0008078,MP:0003207,MP:0008495,MP:0003123,MP:0000692,MP:0011086,MP:0008844,MP:0000131,MP:0002989,MP:0004023,MP:0000066,MP:0003786,MP:0002644,MP:0004154,MP:0011951,MP:0004756,MP:0005179,MP:0003109,MP:0002114,MP:0003419,MP:0000060,MP:0000183,MP:0005333,MP:0000189,MP:0003723
MGI:1921580	NA	MP:0005633,MP:0003960,MP:0004738,MP:0011396,MP:0005419,MP:0003019
MGI:3578200	NA	MP:0001730,MP:0011097,MP:0001701
MGI:105107	NA	MP:0009937,MP:0003638,MP:0003651,MP:0001765
MGI:3810683	NA	MP:0000373
MGI:105046	NA	MP:0005025,MP:0005095,MP:0010839,MP:0010833
MGI:2144755	NA	MP:0006108,MP:0002151,MP:0003717,MP:0001712,MP:0003984,MP:0000266,MP:0001697,MP:0011100,MP:0003720,MP:0001700,MP:0003864,MP:0003232,MP:0008784,MP:0003229,MP:0000786,MP:0001691,MP:0004258,MP:0013294,MP:0001672,MP:0011097,MP:0002884
MGI:3813582	NA	MP:0001274,MP:0000410
MGI:1933277	NA	MP:0014052,MP:0001153,MP:0005159,MP:0001146,MP:0011088,MP:0001436,MP:0001925,MP:0006380,MP:0011100,MP:0010024,MP:0008279,MP:0004852
MGI:3036270	NA	MP:0005621,MP:0002792,MP:0010097,MP:0001529,MP:0011100,MP:0002764,MP:0011965,MP:0002075
MGI:3036268	NA	MP:0002590,MP:0009141,MP:0001364
MGI:2681280	NA	MP:0000689,MP:0011239
MGI:1335106	NA	MP:0001823,MP:0001730,MP:0005028,MP:0011104,MP:0002663,MP:0001262,MP:0009641,MP:0002169,MP:0010018,MP:0000694,MP:0000266,MP:0001392,MP:0002718,MP:0010499,MP:0002703,MP:0000955,MP:0009703,MP:0009979,MP:0011090,MP:0011085,MP:0001547,MP:0008727,MP:0012028,MP:0004963,MP:0002152,MP:0004274,MP:0000961,MP:0000848,MP:0008025,MP:0000358,MP:0011186,MP:0006064,MP:0002188,MP:0001698,MP:0000703,MP:0004957,MP:0002754,MP:0002175,MP:0005277,MP:0002882,MP:0000689,MP:0000897,MP:0011094,MP:0011097,MP:0010899,MP:0010493
MGI:101790	NA	MP:0005560,MP:0002891,MP:0005659,MP:0002796,MP:0005292,MP:0003402,MP:0005668,MP:0030016,MP:0008844
MGI:2385089	NA	MP:0011493,MP:0000519,MP:0000516,MP:0011425,MP:0000536,MP:0002703
MGI:2142008	NA	MP:0005293
MGI:95402	NA	MP:0002447,MP:0002640,MP:0002874,MP:0002591,MP:0001577,MP:0001429,MP:0000208,MP:0001765,MP:0002875,MP:0002812,MP:0004952,MP:0008809,MP:0005641
MGI:95473	NA	MP:0005637,MP:0002151,MP:0001262,MP:0002825,MP:0001606,MP:0003717,MP:0002123,MP:0002640,MP:0008387,MP:0002591,MP:0000208,MP:0002875,MP:0008388,MP:0000432,MP:0004619,MP:0005584,MP:0001265,MP:0011086,MP:0000137,MP:0004609,MP:0010696,MP:0005176,MP:0005562,MP:0001577,MP:0000373,MP:0000585,MP:0005229,MP:0002938
MGI:2678716	NA	MP:0005178
MGI:101770	NA	MP:0001304,MP:0002840,MP:0001102,MP:0001488,MP:0004906,MP:0002092
MGI:2180585	NA	MP:0005014,MP:0002144,MP:0001800,MP:0005017,MP:0008177,MP:0008481,MP:0002495,MP:0008499,MP:0000689,MP:0008502,MP:0005596,MP:0002423,MP:0008483,MP:0008501,MP:0008896,MP:0002494
MGI:5049978	NA	MP:0000266,MP:0002151,MP:0000432
MGI:1891428	NA	MP:0008515,MP:0012143,MP:0004533,MP:0001522,MP:0010323,MP:0011040,MP:0004331,MP:0011039,MP:0004362,MP:0006359,MP:0004398,MP:0002857,MP:0012144,MP:0003825,MP:0001393,MP:0004492,MP:0004578,MP:0002855,MP:0001961,MP:0004737,MP:0004524,MP:0003949,MP:0001516,MP:0011062,MP:0004329,MP:0004021,MP:0004300,MP:0011967,MP:0010123,MP:0001399,MP:0001395,MP:0004742,MP:0004491,MP:0004527,MP:0003143,MP:0005191,MP:0005307,MP:0004303,MP:0001523,MP:0000042,MP:0003637,MP:0004532,MP:0002894,MP:0003308,MP:0011064,MP:0001405,MP:0004534,MP:0004521,MP:0005551,MP:0003144,MP:0001406,MP:0001386,MP:0004529,MP:0001394,MP:0004577,MP:0031122,MP:0001732,MP:0004324,MP:0002895,MP:0012029,MP:0002622,MP:0002169,MP:0001410,MP:0000043,MP:0011061,MP:0003151,MP:0006089,MP:0001265,MP:0005323,MP:0004813,MP:0004522,MP:0004022,MP:0004404,MP:0002644,MP:0001525,MP:0030962,MP:0030961,MP:0001764,MP:0004431,MP:0004399,MP:0005179,MP:0001967
MGI:1343961	NA	MP:0002492,MP:0002083,MP:0002404,MP:0010296,MP:0002020,MP:0012431,MP:0010279,MP:0014237,MP:0004208,MP:0010300,MP:0009222
MGI:1929076	NA	MP:0009347,MP:0010875
MGI:1350985	NA	MP:0005642,MP:0001175
MGI:1926024	NA	MP:0008892,MP:0002675,MP:0020869,MP:0009237,MP:0010124,MP:0009239,MP:0001925,MP:0001932,MP:0009838,MP:0031356,MP:0031438,MP:0013601,MP:0020451,MP:0009238,MP:0008545,MP:0009241,MP:0005565,MP:0002687
MGI:1277961	NA	MP:0011091,MP:0001232,MP:0010957,MP:0001262,MP:0002169,MP:0001243,MP:0002444,MP:0008814,MP:0006267,MP:0001231,MP:0000749,MP:0009473,MP:0003084,MP:0003799,MP:0000751,MP:0000278,MP:0001208,MP:0011100,MP:0011085,MP:0009827,MP:0005023,MP:0009402,MP:0003453,MP:0005404,MP:0001914,MP:0011708,MP:0000358,MP:0001212,MP:0009399,MP:0009404,MP:0020416,MP:0001792,MP:0011160,MP:0009414,MP:0001785,MP:0002655
MGI:3850508	NA	MP:0003921,MP:0005140,MP:0002795
MGI:95498	NA	MP:0002455,MP:0002412,MP:0008115,MP:0002531,MP:0001876,MP:0002454,MP:0003436,MP:0002451,MP:0002421,MP:0004828,MP:0002493,MP:0001798
MGI:1918101	NA	MP:0004953
MGI:1920951	NA	MP:0006068
MGI:1921799	NA	MP:0006358,MP:0001304,MP:0002169,MP:0001303,MP:0011098,MP:0011100,MP:0001258,MP:0003036
MGI:2681221	NA	MP:0002110
MGI:1344351	NA	MP:0002910,MP:0001968,MP:0002912,MP:0001491,MP:0002206,MP:0003632
MGI:1917312	NA	MP:0005389
MGI:2385612	NA	MP:0001402,MP:0004753,MP:0020357,MP:0008035
MGI:1916613	NA	MP:0002675,MP:0001922,MP:0001935,MP:0009647,MP:0031009
MGI:1345143	NA	MP:0001402,MP:0000188,MP:0001560,MP:0002757,MP:0001516,MP:0001262,MP:0008810,MP:0001360,MP:0001462,MP:0005156,MP:0001405,MP:0001417,MP:0006299,MP:0005668,MP:0005584,MP:0011940,MP:0005402,MP:0002942,MP:0005659,MP:0008907,MP:0012317,MP:0003961,MP:0001525,MP:0002590,MP:0002599,MP:0002891,MP:0005179,MP:0010379,MP:0002727
MGI:1915074	NA	MP:0005576,MP:0001314,MP:0012125,MP:0010378,MP:0001399
MGI:1330859	NA	MP:0012203,MP:0012206
MGI:1929648	NA	MP:0005028,MP:0001728,MP:0003694,MP:0000221,MP:0003693,MP:0001303,MP:0009142,MP:0011100,MP:0011185,MP:0005031,MP:0012102,MP:0011094,MP:0011184,MP:0013292
MGI:1914567	NA	MP:0005389
MGI:1914142	NA	MP:0000186,MP:0005179,MP:0010869,MP:0002942,MP:0005632,MP:0001406,MP:0000195,MP:0000183,MP:0005571
MGI:2387194	NA	MP:0013279
MGI:1347248	NA	MP:0001935
MGI:1343463	NA	MP:0004045,MP:0004024,MP:0003702,MP:0004499,MP:0003111,MP:0011096,MP:0004965,MP:0004046
MGI:1859274	NA	MP:0002754,MP:0011101,MP:0010428,MP:0001785,MP:0031634,MP:0002169,MP:0003393,MP:0002753,MP:0010725,MP:0000295,MP:0002795,MP:0003920,MP:0006065,MP:0021160,MP:0003141
MGI:2655109	NA	MP:0005344
MGI:1345171	NA	MP:0002144,MP:0008502,MP:0004977,MP:0002727
MGI:3046730	NA	MP:0001265
MGI:894315	NA	MP:0011109,MP:0001914,MP:0001935,MP:0005606,MP:0011090,MP:0009549,MP:0001265,MP:0011086,MP:0031120
MGI:1859547	NA	MP:0002169
MGI:1277113	NA	MP:0011886,MP:0011100,MP:0002059
MGI:1346063	NA	MP:0005087
MGI:1916160	NA	MP:0002397,MP:0009347,MP:0013618,MP:0013631,MP:0009346,MP:0011167,MP:0010878,MP:0010124,MP:0010875,MP:0005292,MP:0010961,MP:0001265,MP:0010932,MP:0031008,MP:0004148,MP:0003961,MP:0000130,MP:0001541,MP:0010968,MP:0020039,MP:0003797,MP:0004984,MP:0009269,MP:0011710,MP:0010872,MP:0009293,MP:0010868,MP:0010025
MGI:1349657	NA	MP:0011110,MP:0002092,MP:0002792,MP:0010097
MGI:97502	NA	MP:0005621,MP:0005238,MP:0002083,MP:0001262,MP:0002272,MP:0001745,MP:0001552,MP:0001953,MP:0005565,MP:0000160,MP:0002666,MP:0011972,MP:0003996,MP:0004994,MP:0009969,MP:0000692,MP:0000243,MP:0005404,MP:0000198,MP:0011891,MP:0000947,MP:0002176,MP:0010091,MP:0001764,MP:0002906,MP:0003997,MP:0005179,MP:0001732
MGI:1919020	NA	MP:0001823,MP:0002639,MP:0009887,MP:0000273,MP:0000276,MP:0000111,MP:0004158,MP:0011668,MP:0001697,MP:0010412,MP:0004113,MP:0011100,MP:0010418,MP:0001399,MP:0011667,MP:0010053,MP:0002625
MGI:1918039	NA	MP:0000266,MP:0002989,MP:0000137,MP:0001304,MP:0013242,MP:0000564,MP:0000111,MP:0001529,MP:0001672,MP:0001417,MP:0000367,MP:0005344,MP:0000576,MP:0002075,MP:0003718
MGI:96571	NA	MP:0005553,MP:0010097,MP:0000627,MP:0001385,MP:0001406,MP:0005287,MP:0005344,MP:0001290,MP:0001386,MP:0008028,MP:0001392,MP:0001313,MP:0002875,MP:0001302,MP:0001399,MP:0011086,MP:0003346,MP:0002293,MP:0010238,MP:0002092,MP:0003153,MP:0008259,MP:0005542,MP:0001523,MP:0002792,MP:0001529,MP:0001750,MP:0005419,MP:0006000,MP:0001314,MP:0005343,MP:0009505,MP:0013718,MP:0001923
MGI:1097157	NA	MP:0002169
MGI:2443320	NA	MP:0002079
MGI:97321	NA	MP:0000745,MP:0005140,MP:0003070,MP:0002083,MP:0001262,MP:0002169,MP:0001458,MP:0003921,MP:0002753,MP:0001406,MP:0001290,MP:0000968,MP:0000278,MP:0006055,MP:0001014,MP:0001968,MP:0005329,MP:0002652,MP:0001970,MP:0001038,MP:0001265,MP:0011086,MP:0014488,MP:0001008,MP:0003043,MP:0000961,MP:0012307,MP:0004077,MP:0002651,MP:0002795,MP:0008531,MP:0001973,MP:0002754,MP:0001785,MP:0001732,MP:0004003,MP:0001015,MP:0002073,MP:0001344,MP:0006408
MGI:1929655	NA	MP:0013293,MP:0011100,MP:0011097,MP:0005562
MGI:1924183	NA	MP:0002792,MP:0001312,MP:0010897,MP:0010097,MP:0001303,MP:0001325,MP:0002968,MP:0005344,MP:0011999
MGI:95574	NA	MP:0008515,MP:0003662,MP:0006359,MP:0000065,MP:0002216,MP:0001463,MP:0000547,MP:0008396,MP:0003961,MP:0021198,MP:0004686,MP:0010024,MP:0004985,MP:0002673,MP:0006325,MP:0000585,MP:0003009,MP:0008489,MP:0031239,MP:0002412,MP:0002083,MP:0001262,MP:0030006,MP:0001273,MP:0000440,MP:0010875,MP:0008553,MP:0003743,MP:0001399,MP:0002364,MP:0000131,MP:0011080,MP:0001156,MP:0030505,MP:0003797,MP:0004989,MP:0011110,MP:0003448,MP:0010868,MP:0002357,MP:0003723,MP:0011078,MP:0005017,MP:0000067,MP:0011088,MP:0008596,MP:0005551,MP:0009431,MP:0000121,MP:0000445,MP:0008593,MP:0030005,MP:0001364,MP:0000165,MP:0011090,MP:0001417,MP:0000715,MP:0005015,MP:0001914,MP:0000133,MP:0009339,MP:0006397,MP:0003194,MP:0002451,MP:0008560,MP:0000134,MP:0004214,MP:0002169,MP:0030610,MP:0004921,MP:0001501,MP:0004179,MP:0008453,MP:0001129,MP:0004200,MP:0001265,MP:0001404,MP:0005092,MP:0031650,MP:0000689,MP:0008705,MP:0002401,MP:0008661,MP:0008735
MGI:1921705	NA	MP:0002169
MGI:1913547	NA	MP:0002169
MGI:1924833	NA	MP:0030453,MP:0010883,MP:0003960,MP:0002264,MP:0001262,MP:0030101,MP:0002135,MP:0004149,MP:0013251,MP:0000218,MP:0013496,MP:0000062,MP:0002689,MP:0000527,MP:0003604,MP:0030494,MP:0030542,MP:0001417,MP:0000692,MP:0005278,MP:0002499,MP:0003917,MP:0011086,MP:0030463,MP:0002284,MP:0001127,MP:0002152,MP:0001293,MP:0003120,MP:0003961,MP:0030132,MP:0004551,MP:0003668,MP:0002081,MP:0002637,MP:0013623,MP:0002282,MP:0002818,MP:0003933,MP:0001577,MP:0011110,MP:0014143,MP:0001120,MP:0004148,MP:0010053
MGI:1933137	NA	MP:0005562,MP:0001364,MP:0001488,MP:0010053,MP:0005565
MGI:96224	NA	MP:0000628,MP:0002169,MP:0009873,MP:0006144,MP:0002842,MP:0000266,MP:0004502,MP:0030036,MP:0003743,MP:0000097,MP:0000630,MP:0000107,MP:0001883,MP:0002625,MP:0012080,MP:0000276,MP:0008725,MP:0003769,MP:0006143,MP:0000091,MP:0000662,MP:0001614,MP:0003985,MP:0011471,MP:0030034,MP:0000438,MP:0030062,MP:0000231,MP:0010234,MP:0010591,MP:0031232,MP:0003108,MP:0008772
MGI:1927204	NA	MP:0001406,MP:0011100,MP:0010087,MP:0008806
MGI:1353479	NA	MP:0009476,MP:0001858,MP:0005332,MP:0005165,MP:0008108,MP:0009763
MGI:88586	NA	MP:0001402,MP:0003795,MP:0010053,MP:0005553,MP:0000063,MP:0005565,MP:0008892,MP:0004179,MP:0010124,MP:0002834,MP:0005292,MP:0002780,MP:0011096,MP:0005178,MP:0002675,MP:0000198,MP:0004738,MP:0013279,MP:0003961,MP:0001556,MP:0010024,MP:0008995,MP:0001922,MP:0011385,MP:0009204,MP:0001529,MP:0002566,MP:0002968,MP:0009198
MGI:2145242	NA	MP:0005289,MP:0001199,MP:0005560,MP:0001262,MP:0002310,MP:0005479,MP:0008965,MP:0011092,MP:0005661,MP:0002575,MP:0011090,MP:0003213,MP:0001258,MP:0005668,MP:0002118,MP:0001399,MP:0001265,MP:0009133,MP:0005448,MP:0002644,MP:0009283,MP:0020523,MP:0003953,MP:0002891,MP:0002078,MP:0009116,MP:0005459,MP:0002727
MGI:1932134	NA	MP:0008582,MP:0004021,MP:0003729,MP:0008515,MP:0001326,MP:0004022,MP:0008450,MP:0008586,MP:0012143,MP:0003381,MP:0012671,MP:0012144,MP:0012029,MP:0008585,MP:0031606
MGI:99150	NA	MP:0011092,MP:0011109,MP:0011101,MP:0001694,MP:0001575,MP:0011087,MP:0002169,MP:0009703,MP:0000352,MP:0000914,MP:0001953,MP:0003717,MP:0001698
MGI:5568104	NA	MP:0004794
MGI:106025	NA	MP:0004042
MGI:1351328	NA	MP:0013293,MP:0001513,MP:0011100,MP:0013292
MGI:2444031	NA	MP:0011874,MP:0001726,MP:0001697,MP:0011100,MP:0013294,MP:0001672,MP:0002067,MP:0001417,MP:0002060,MP:0000702,MP:0003984
MGI:2159343	NA	MP:0012307
MGI:1914710	NA	MP:0001402,MP:0000745,MP:0002981,MP:0005560,MP:0000603,MP:0011049,MP:0005281,MP:0031116,MP:0005202
MGI:1097153	NA	MP:0011451,MP:0000223,MP:0001402,MP:0002757,MP:0001876,MP:0006058,MP:0001417,MP:0010378,MP:0002376
MGI:2143266	NA	MP:0005617,MP:0002941,MP:0005465,MP:0008700,MP:0002152,MP:0002169,MP:0009142,MP:0008049,MP:0002631,MP:0005348,MP:0001891,MP:0008566,MP:0002092,MP:0003638,MP:0004931,MP:0008687,MP:0005078,MP:0008661
MGI:2445125	NA	MP:0002495,MP:0009336,MP:0005553,MP:0008596,MP:0008647,MP:0010209,MP:0008500,MP:0008594,MP:0001798,MP:0000218,MP:0005013,MP:0008501,MP:0004762,MP:0008641,MP:0004801,MP:0002459,MP:0008561,MP:0002451,MP:0008681,MP:0008560,MP:0008566
MGI:1914872	NA	MP:0002764,MP:0010090
MGI:1921821	NA	MP:0010053,MP:0003058,MP:0013277,MP:0003562
MGI:1915826	NA	MP:0011100,MP:0011965,MP:0001510,MP:0011239,MP:0013292
MGI:105370	NA	MP:0005014,MP:0001800,MP:0001807,MP:0008498,MP:0008215,MP:0004978,MP:0002459
MGI:1916719	NA	MP:0010088
MGI:5476164	NA	MP:0004056,MP:0000284,MP:0010412
MGI:1289192	NA	MP:0000223,MP:0000219,MP:0003179,MP:0002591,MP:0000208,MP:0002606,MP:0003921,MP:0010067,MP:0002953,MP:0008935,MP:0005641,MP:0010053
