type	DRC150
none	0.00168862
none	0.00193209
none	0.00202582
none	0.0014266
none	0.00162228
none	0.00114603
none	0.00124028
none	0.00109864
none	0.00170793
none	0.00192745
none	0.00194623
none	0.00191025
none	0.00312915
none	0.00208973
none	0.00208896
none	0.00150559
none	0.00228611
none	0.00279753
none	0.00278047
none	0.00268531
none	0.00267855
none	0.00156804
none	0.00208634
none	0.00203341
none	0.00266797
none	0.00169985
none	0.00164331
none	0.00164087
none	0.0014478
none	0.00129004
none	0.00168374
none	0.00166496
none	0.00116816
none	0.00115318
none	0.00115386
none	0.0017856
none	0.00208228
none	0.00205016
none	0.00197429
none	0.00193642
none	0.00150739
none	0.00175018
none	0.00189944
none	0.00215221
none	0.0023449
none	0.00237755
none	0.00194021
none	0.00173754
none	0.00147223
none	0.00126615
none	0.00140604
none	0.00188789
none	0.001955
none	0.00197189
none	0.001891
none	0.0017412
none	0.00191583
none	0.00196717
none	0.00206258
none	0.00148659
none	0.00130863
none	0.00216282
none	0.00225892
none	0.00150291
none	0.00200325
none	0.00210871
none	0.00150762
none	0.00131477
none	0.00163916
none	0.00231493
none	0.00139766
none	0.00169485
none	0.00237457
none	0.00251704
none	0.00184172
none	0.00101438
none	0.00111603
none	0.00192126
none	0.00164822
none	0.00266051
none	0.00243424
none	0.00307958
none	0.00222562
none	0.00211316
none	0.00283754
none	0.00297926
none	0.00224256
none	0.00206083
none	0.00226706
none	0.00218674
none	0.00191371
none	0.00308151
none	0.00238395
none	0.00150873
none	0.00158304
none	0.00173345
none	0.00174126
none	0.00174862
none	0.00175362
none	0.00191913
none	0.00177651
none	0.00154852
none	0.00128048
none	0.00161525
none	0.00162753
none	0.00181591
none	0.00227678
none	0.00232551
none	0.00257016
none	0.00219697
none	0.00149666
none	0.00160279
none	0.00222441
none	0.00111043
none	0.00172411
none	0.00296334
none	0.00280235
none	0.00257683
none	0.00219279
none	0.00207515
none	0.00239281
none	0.00204919
none	0.0019845
none	0.00198344
none	0.00196833
none	0.00170759
none	0.000957568
none	0.00233779
none	0.00263915
none	0.00129859
none	0.00174894
none	0.00137109
none	0.00213463
none	0.00211947
none	0.00258887
none	0.00177869
none	0.00156341
none	0.00180241
none	0.00185013
none	0.00155561
none	0.00161645
none	0.00189619
none	0.00200859
none	0.00212235
none	0.00204432
none	0.00193689
none	0.00192591
none	0.00253149
none	0.00271914
none	0.00290691
none	0.00267528
none	0.00246182
none	0.00245208
none	0.00278074
none	0.00266761
none	0.00245729
none	0.00196334
none	0.00249965
none	0.00249336
none	0.00170434
none	0.00145003
none	0.00149027
none	0.00151734
none	0.0014787
none	0.00157411
none	0.00153892
none	0.00120722
none	0.0010775
none	0.0024283
none	0.00270237
none	0.00243201
none	0.00237065
none	0.00197214
none	0.00266399
none	0.00259434
none	0.00243764
none	0.0025
none	0.00177638
none	0.0016725
none	0.00149124
none	0.00121807
none	0.000973385
none	0.00168131
none	0.00239123
none	0.00240959
none	0.00238347
none	0.00137523
none	0.00165036
none	0.00144571
none	0.00171794
none	0.00170752
none	0.00226923
none	0.00231049
none	0.00199145
none	0.00173506
none	0.00169771
none	0.00163616
none	0.00159917
none	0.00146796
none	0.00131837
none	0.00120812
none	0.00179195
none	0.00197581
none	0.00208348
none	0.00260874
none	0.002812
none	0.00292051
none	0.00249037
none	0.00217994
none	0.00220699
none	0.00224699
none	0.00224352
none	0.002087
none	0.00194834
none	0.00190228
none	0.00228568
none	0.000998251
none	0.000878597
none	0.00128436
none	0.00185158
none	0.00135319
none	0.00123377
none	0.000844173
none	0.00125102
none	0.00173372
none	0.00224207
none	0.00198436
none	0.00124882
none	0.00101766
none	0.000907754
none	0.0017457
none	0.00223211
none	0.00159571
none	0.00229771
none	0.00244531
none	0.00228632
none	0.00163304
none	0.00152647
none	0.00180536
none	0.00180205
none	0.00222571
none	0.00122367
none	0.00100187
none	0.00256041
none	0.00168001
none	0.00110012
none	0.00621713
none	0.00133301
none	0.00143709
none	0.00106683
none	0.00134118
none	0.00101879
none	0.00122431
none	0.0018809
none	0.00173481
none	0.00175309
none	0.001501
none	0.00113496
none	0.0014374
none	0.001764
none	0.00175883
none	0.00157466
none	0.00124737
none	0.00119009
none	0.00129674
none	0.00140348
none	0.00153723
none	0.00119657
none	0.00108103
none	0.00125717
none	0.0018508
none	0.00109522
none	0.000863083
none	0.00123917
none	0.00096772
none	0.00106381
none	0.00119546
none	0.00129829
none	0.00124946
none	0.00162081
none	0.00153317
none	0.00121872
none	0.00131872
none	0.00137862
none	0.00137024
none	0.00134197
none	0.00144925
none	0.00159243
none	0.0016829
none	0.00183783
none	0.00201642
none	0.00160575
none	0.00146741
none	0.00154652
none	0.00203764
none	0.00203427
none	0.00126086
none	0.00118595
none	0.00143945
none	0.00157837
none	0.00142918
none	0.00281013
none	0.00203266
none	0.00114921
none	0.00156227
none	0.0012462
none	0.000985075
none	0.00159828
none	0.00182028
none	0.00168573
none	0.0014373
none	0.00162661
none	0.00182987
none	0.0019586
none	0.00237832
none	0.00242765
none	0.00243241
none	0.00211977
none	0.00289235
none	0.00267224
none	0.00238784
none	0.00192007
none	0.00130466
none	0.0013326
none	0.00175182
none	0.00186172
none	0.00214524
none	0.00215464
none	0.0027855
none	0.00164017
none	0.00130896
none	0.00250966
none	0.00216563
none	0.00229778
none	0.00230062
none	0.00194315
none	0.00195585
none	0.00194851
none	0.00251917
none	0.00255228
none	0.00252019
none	0.00247245
none	0.00244304
none	0.00234307
none	0.00244726
none	0.00177225
none	0.00140972
none	0.0014796
none	0.00295487
none	0.00160444
none	0.00143324
none	0.00232482
none	0.00157685
none	0.00130255
none	0.00137468
none	0.00230465
none	0.00185543
none	0.00156531
none	0.0016591
none	0.00102371
none	0.000910916
none	0.00128629
none	0.00132489
none	0.00111245
none	0.00117988
none	0.00140887
none	0.00165974
none	0.00198944
none	0.00219708
none	0.00229031
none	0.00229474
none	0.00225627
none	0.00204687
none	0.00185771
none	0.00360706
none	0.00529071
none	0.00664632
none	0.00527353
none	0.0047799
none	0.00429259
none	0.0040879
none	0.00263962
none	0.00193247
none	0.00158304
none	0.00153232
none	0.00180473
none	0.00193393
none	0.0013319
none	0.00124052
none	0.00137401
none	0.00157072
none	0.00122002
none	0.00108887
none	0.00112174
none	0.00130626
none	0.00165309
none	0.001996
none	0.00205682
none	0.00222399
none	0.00193215
none	0.00186722
none	0.00183203
none	0.00123383
none	0.00141706
none	0.00147854
none	0.00178211
none	0.00147848
none	0.00134227
none	0.00150733
none	0.0014972
none	0.00200291
none	0.0017452
none	0.00194032
none	0.00190702
none	0.00234896
none	0.0023273
none	0.00224623
none	0.00164341
none	0.00149371
none	0.00156249
none	0.00189028
none	0.00185983
none	0.00179385
none	0.00157703
none	0.00156872
none	0.00215537
none	0.0035495
none	0.00337609
none	0.00105302
none	0.00221662
none	0.0013797
none	0.00160125
none	0.00151073
none	0.00169477
none	0.00103817
none	0.00145959
none	0.00121573
none	0.00146351
none	0.00123431
none	0.000868718
none	0.00103878
none	0.000984844
none	0.00142175
none	0.00227289
none	0.000665846
none	0.00139181
none	0.00155348
none	0.00134219
none	0.00199258
none	0.00142056
none	0.00152201
none	0.00160126
none	0.00128542
none	0.00124621
none	0.00154986
none	0.000964884
none	0.0013768
none	0.00246041
none	0.00135057
none	0.000860814
none	0.00115274
none	0.00185893
none	0.0018364
none	0.00189885
none	0.00111835
none	0.00141902
none	0.00219755
none	0.00275593
none	0.00290428
none	0.00130597
none	0.00148378
none	0.00149033
none	0.00131579
none	0.00111893
none	0.00121707
none	0.00114067
none	0.00144022
none	0.00146601
none	0.00173352
none	0.00192921
none	0.00194361
none	0.00230524
none	0.00248849
none	0.00253778
none	0.00181683
none	0.00131727
none	0.0025276
none	0.00456859
none	0.00278585
none	0.00205819
none	0.00216895
none	0.00219737
none	0.0020473
none	0.00179557
none	0.00193638
none	0.00135285
none	0.00158345
none	0.00159722
none	0.00233806
none	0.00192677
none	0.00152419
none	0.00155748
none	0.00160734
none	0.00232532
none	0.00234803
none	0.00243396
none	0.00275058
none	0.00257542
none	0.0015262
none	0.00158235
none	0.00160974
none	0.00308872
none	0.00348732
none	0.00329585
none	0.00327957
none	0.00297677
none	0.00268485
none	0.00405835
none	0.00338701
none	0.00279575
none	0.00253971
none	0.00166532
none	0.00140032
none	0.00234971
none	0.00232417
none	0.00235922
none	0.00231149
none	0.00207046
none	0.00169533
none	0.00178034
none	0.00202066
none	0.00213121
none	0.00168663
none	0.0011973
none	0.00178716
none	0.00172082
none	0.00156032
none	0.00165636
none	0.00143221
none	0.00255596
none	0.00275425
none	0.00156167
none	0.00189067
none	0.00209648
none	0.00222154
none	0.00207427
none	0.00200648
none	0.00148788
none	0.00156521
none	0.00153907
none	0.00149537
none	0.00160366
none	0.00198253
none	0.00200225
none	0.00193957
none	0.00219265
none	0.00169114
none	0.002061
none	0.00209393
none	0.00218949
none	0.00213616
none	0.00186666
none	0.00165809
none	0.0013725
none	0.00130985
none	0.00228975
none	0.00273905
none	0.00202317
none	0.0020781
none	0.00210198
none	0.00204891
none	0.00248615
none	0.00220191
none	0.00170596
none	0.00220033
none	0.00136662
none	0.00150621
none	0.00154066
none	0.00142082
none	0.00125412
none	0.0015651
none	0.00215698
none	0.00192082
none	0.00166947
none	0.00145881
none	0.00126249
none	0.0016762
none	0.00176314
none	0.00138343
none	0.00130805
none	0.00155618
none	0.00163409
none	0.00164347
none	0.00101456
none	0.00190684
none	0.00216708
none	0.00248469
none	0.00249158
none	0.00308993
none	0.00328393
none	0.00386441
none	0.00375322
none	0.0036496
none	0.00365003
none	0.00353502
none	0.00247193
none	0.00159648
none	0.0019816
none	0.00242559
none	0.00270174
none	0.00263955
none	0.00183522
none	0.00204127
none	0.00201542
none	0.00132477
none	0.0016425
none	0.00164499
none	0.00154088
none	0.00181522
none	0.00270514
none	0.00280552
none	0.00227682
none	0.00137982
none	0.00163999
none	0.00186662
none	0.00236345
none	0.00271774
none	0.00348608
none	0.0039851
none	0.00303279
none	0.00126003
none	0.00168353
none	0.00166093
none	0.00178574
none	0.00188302
none	0.00145655
none	0.00130746
none	0.00199712
none	0.00115573
none	0.00174068
none	0.00149599
none	0.00198211
none	0.00170721
none	0.00202511
none	0.00129843
none	0.00180878
none	0.000861659
none	0.00148987
none	0.00155238
none	0.0014524
none	0.0015109
none	0.00197544
none	0.00196691
none	0.00198266
none	0.00160759
none	0.00151276
none	0.00192454
none	0.00242264
none	0.00246116
none	0.00237209
none	0.00188696
none	0.0018896
none	0.00144936
none	0.00151143
none	0.00157845
none	0.00144529
none	0.00125485
none	0.0019142
none	0.00219519
none	0.00218572
none	0.00215197
none	0.00170705
none	0.00127599
none	0.00134314
none	0.00137095
none	0.00185188
none	0.00197716
none	0.00193931
none	0.00187026
none	0.00163376
none	0.00155018
none	0.00171903
none	0.00190919
none	0.00191501
none	0.00144335
none	0.00233782
none	0.00140069
none	0.00147961
none	0.00156049
none	0.00179172
none	0.0019481
none	0.00162521
none	0.00172597
none	0.000962537
none	0.00202034
none	0.0021993
none	0.00143926
none	0.00168962
none	0.00166602
none	0.00169083
none	0.00229826
none	0.00217536
none	0.0017213
none	0.00138161
none	0.000861794
none	0.00153248
none	0.00174743
none	0.0021431
none	0.00236297
none	0.00101126
none	0.00201133
none	0.00220107
none	0.00163261
none	0.00154311
none	0.00146497
none	0.0012108
none	0.000978584
none	0.00102726
none	0.00220369
none	0.00131649
none	0.00138394
none	0.00119679
none	0.00215039
none	0.00170936
none	0.00163511
none	0.000993081
none	0.00177538
none	0.0015074
none	0.00175566
none	0.00174104
none	0.00382905
none	0.00419835
none	0.00118819
none	0.00140561
none	0.000993241
none	0.0017555
none	0.0017575
none	0.00152076
none	0.00147573
none	0.00161907
none	0.00128202
none	0.00108497
none	0.00106116
none	0.00137339
none	0.00163104
none	0.00153615
none	0.00158063
none	0.00234353
none	0.00154578
none	0.00136312
none	0.00123407
none	0.00122722
none	0.00171347
none	0.00158205
none	0.00163795
none	0.00117524
none	0.00126386
none	0.00102998
none	0.00120553
none	0.00146704
none	0.00178803
none	0.00186239
none	0.00188145
none	0.00187649
none	0.00193134
none	0.00209807
none	0.00203535
none	0.00233048
none	0.00286707
none	0.00282997
none	0.00199937
none	0.00179497
none	0.00140287
none	0.00261192
none	0.00190033
none	0.00204415
none	0.00198903
none	0.00202356
none	0.00197928
none	0.00189252
none	0.00225689
none	0.00121858
none	0.00209208
none	0.00207925
none	0.0024909
none	0.001822
none	0.00182456
none	0.0020933
none	0.00171755
none	0.00172649
none	0.0015491
none	0.0019795
none	0.00116118
none	0.00111142
none	0.000983735
none	0.00107307
none	0.0014881
none	0.00175246
none	0.00156428
none	0.00259845
none	0.00229277
none	0.00153222
none	0.0015177
none	0.00174176
none	0.00182425
none	0.00172369
none	0.0014637
none	0.000953919
none	0.000999268
none	0.00168654
none	0.00224004
none	0.00187618
none	0.00169186
none	0.00160465
none	0.00191008
none	0.00196137
none	0.00176175
none	0.00194992
none	0.00200079
none	0.00132544
none	0.00090695
none	0.00184271
none	0.00158163
none	0.00199128
none	0.00200975
none	0.000738591
none	0.000986822
none	0.00182092
none	0.00365081
none	0.00596647
none	0.000757976
none	0.00146851
none	0.0024119
none	0.0043393
none	0.0039657
none	0.00396396
none	0.00261663
none	0.000862953
none	0.00170867
none	0.00195211
none	0.00176176
none	0.00187498
none	0.00182825
none	0.00204285
none	0.00197847
none	0.00197219
none	0.00206546
none	0.000937429
none	0.00120711
none	0.00134959
none	0.00143099
none	0.0015073
none	0.00152615
none	0.00133007
none	0.00128996
none	0.00134845
none	0.00129769
none	0.00257986
none	0.00326924
none	0.00310674
none	0.00204786
none	0.00186216
none	0.00134225
none	0.00142644
none	0.00184538
none	0.00147011
none	0.00143935
none	0.0017813
none	0.00144951
none	0.0014149
none	0.00136754
none	0.00164488
none	0.00157531
none	0.00113495
none	0.00127343
none	0.00110482
none	0.000825954
none	0.00193231
none	0.00181927
none	0.00140933
none	0.00173199
none	0.00220519
none	0.00273653
none	0.00188416
none	0.00110726
none	0.00165988
none	0.00187287
none	0.00115461
none	0.00169172
none	0.00134444
none	0.00138228
none	0.00132054
none	0.00119873
none	0.00199573
none	0.00154142
none	0.00125188
none	0.000967822
none	0.000972348
none	0.00130603
none	0.00127209
none	0.000935605
none	0.00203493
none	0.00073658
none	0.00175984
none	0.00234634
none	0.0023222
none	0.00221018
none	0.0015054
none	0.00137847
none	0.00119424
none	0.0012105
none	0.00148027
none	0.00155507
none	0.00182551
none	0.0019604
none	0.00219629
none	0.00218587
none	0.00234265
none	0.00278199
none	0.00207766
none	0.00274527
none	0.00139046
none	0.00129938
none	0.00123536
none	0.00135642
none	0.00151797
none	0.00145762
none	0.00142931
none	0.00171449
none	0.00173462
none	0.00184162
none	0.00220471
none	0.0024427
none	0.00267611
none	0.00085376
none	0.000910766
none	0.00199702
none	0.00271721
none	0.00163108
none	0.00179009
none	0.00181098
none	0.00180445
none	0.00279491
none	0.00189311
none	0.00164294
none	0.00165136
none	0.000817793
none	0.00128902
none	0.00142122
none	0.00169308
none	0.00142119
none	0.00194674
none	0.00246474
none	0.0015735
none	0.00134784
none	0.00248254
none	0.00313057
none	0.00358471
none	0.00226492
none	0.00171592
none	0.0015828
none	0.00179245
none	0.00128083
none	0.00151252
none	0.00160235
none	0.00181231
none	0.00170949
none	0.00102104
none	0.0010828
none	0.00120926
none	0.00115083
none	0.00168003
none	0.00207295
none	0.00218612
none	0.00215524
none	0.00100366
none	0.00204007
none	0.00108309
none	0.00207168
none	0.00195902
none	0.00120144
none	0.00125033
none	0.00129544
none	0.00129258
none	0.00171433
none	0.00286591
none	0.00105514
none	0.00189503
none	0.00109908
none	0.00102948
none	0.0016493
none	0.00246499
none	0.00195484
none	0.00145761
none	0.00136542
none	0.00139179
none	0.000908048
none	0.0011126
none	0.00102388
none	0.000977304
none	0.000893822
none	0.00100808
none	0.00153978
none	0.00174505
none	0.0017818
none	0.00161165
none	0.00161294
none	0.00178723
none	0.00208327
none	0.00129637
none	0.00144577
none	0.00194627
none	0.00181738
none	0.00161169
none	0.000683676
none	0.000880918
none	0.00202956
none	0.00240676
none	0.00260023
none	0.00158408
none	0.00147036
none	0.00161233
none	0.00176319
none	0.00156543
none	0.0012729
none	0.00125731
none	0.00209638
none	0.00197241
none	0.00229142
none	0.00256554
none	0.00266525
none	0.00270178
none	0.00235827
none	0.00202412
none	0.00239447
none	0.00403808
none	0.00359487
none	0.00337115
none	0.00241166
none	0.00161525
none	0.00170001
none	0.00213263
none	0.00179483
none	0.00197801
none	0.000994187
none	0.00221247
none	0.0025641
none	0.00159001
none	0.00146524
none	0.00202393
none	0.0020409
none	0.00162981
none	0.00146371
none	0.00257759
none	0.0018865
none	0.00166997
none	0.00140532
none	0.0013847
none	0.00182655
none	0.00252496
none	0.0041549
none	0.00528185
none	0.00148799
none	0.00160535
none	0.00167712
none	0.00101394
none	0.00122357
none	0.00222053
none	0.00223703
none	0.00197906
none	0.00175346
none	0.00201205
none	0.0022311
none	0.00237033
none	0.00244919
none	0.00381237
none	0.00109708
none	0.00184066
none	0.00190178
none	0.00151644
none	0.00103517
none	0.00142616
none	0.000792073
none	0.00103443
none	0.000966506
none	0.00106809
none	0.00171746
none	0.00168849
none	0.00198648
none	0.00207278
none	0.00221244
none	0.00247364
none	0.0026396
none	0.00189265
none	0.00183646
none	0.00149754
none	0.0013881
none	0.00147731
none	0.00156128
none	0.0016614
none	0.00190851
none	0.00217378
none	0.00221071
none	0.00235489
none	0.00264004
none	0.0026301
none	0.00254557
none	0.00185519
none	0.00160403
none	0.00115577
none	0.00128963
none	0.00183775
none	0.00109182
none	0.00187728
none	0.00148757
none	0.00224842
none	0.00219124
none	0.00205667
none	0.00208864
none	0.00142357
none	0.00148861
none	0.00235827
none	0.00290087
none	0.00315623
none	0.00309003
none	0.00294364
none	0.00243384
none	0.00253212
none	0.00371358
none	0.00501706
none	0.00485664
none	0.005307
none	0.00499784
none	0.00399025
none	0.00376028
none	0.00300464
none	0.00103108
none	0.00170325
none	0.00165571
none	0.00159815
none	0.00119652
none	0.00150974
none	0.00136785
none	0.00114346
none	0.00086738
none	0.00145992
none	0.0013774
none	0.00183068
none	0.00185058
none	0.00178473
none	0.000426472
none	0.00227645
none	0.00143724
none	0.0010508
none	0.000958988
none	0.00128684
none	0.00137756
none	0.00159454
none	0.00164758
none	0.00128869
none	0.00142004
none	0.00132084
none	0.00111423
none	0.00145322
none	0.00158373
none	0.0013057
none	0.00112084
none	0.00110292
none	0.00183507
none	0.00191012
none	0.00171109
none	0.00167504
none	0.00138242
none	0.00134501
none	0.00124096
none	0.00136163
none	0.0013153
none	0.00170045
none	0.00172174
none	0.00170842
none	0.00169798
none	0.00122353
none	0.0020078
none	0.00190886
none	0.000985766
none	0.00149974
none	0.00125349
none	0.00139547
none	0.00176124
none	0.00158786
none	0.00120176
none	0.00188527
none	0.00186071
none	0.00168121
none	0.00185989
none	0.00154022
none	0.00140202
none	0.00159624
none	0.00100333
none	0.00142679
none	0.00170843
none	0.00173818
none	0.00142017
none	0.00230887
none	0.00208477
none	0.00168283
none	0.00168746
none	0.00165647
none	0.00155016
none	0.00111245
none	0.00110236
none	0.00137926
none	0.00145939
none	0.00175369
none	0.00184042
none	0.0017417
none	0.00167539
none	0.00168655
none	0.000866221
none	0.000830463
none	0.00195996
none	0.00187533
none	0.00159187
none	0.00168624
none	0.0012862
none	0.00139527
none	0.00135395
none	0.000818357
none	0.00148872
none	0.00154187
none	0.00140953
none	0.00127579
none	0.00200521
none	0.00131466
none	0.00219829
none	0.00211397
none	0.0016315
none	0.00155677
none	0.00252455
none	0.00144118
none	0.00165518
none	0.00214642
none	0.00204704
none	0.00199976
none	0.0020159
none	0.00206218
none	0.00206131
none	0.00108303
none	0.00134541
none	0.00120028
none	0.00109929
none	0.00175983
none	0.000948059
none	0.0015455
none	0.00178415
none	0.000861001
none	0.00203579
none	0.00191653
none	0.00173265
none	0.00227219
none	0.00136943
none	0.00116527
none	0.00196174
none	0.00163502
none	0.00192933
none	0.00125784
none	0.00104711
none	0.00171909
none	0.00146274
none	0.00179884
none	0.00216652
none	0.00215361
none	0.00182598
none	0.00167368
none	0.0013222
none	0.00130582
none	0.00275429
none	0.000894856
none	0.00183871
none	0.00181003
none	0.001881
none	0.00145069
none	0.00231528
none	0.00228808
none	0.00127779
none	0.00152032
none	0.00186653
none	0.00296551
none	0.0017104
none	0.00158536
none	0.00136661
none	0.0014371
none	0.00242525
none	0.00114244
none	0.00134044
none	0.00160826
none	0.00155596
none	0.0014735
none	0.00153355
none	0.00141891
none	0.00162816
none	0.00125136
none	0.00152298
none	0.00129001
none	0.00127245
none	0.000882042
none	0.00100211
none	0.00090876
none	0.00152586
none	0.000863961
none	0.00152351
none	0.0017741
none	0.00151995
none	0.00128052
none	0.00103794
none	0.000892969
none	0.0012012
none	0.00135417
none	0.0018718
none	0.00210932
none	0.0019752
none	0.00199553
none	0.00136872
none	0.00109102
none	0.000886591
none	0.000980304
none	0.00090068
none	0.000914366
none	0.00205814
none	0.00181776
none	0.0011264
none	0.00102418
none	0.00183155
none	0.00188495
none	0.00149985
none	0.00160094
none	0.0028111
none	0.00286113
none	0.00239588
none	0.00146699
none	0.00154919
none	0.00170601
none	0.00186149
none	0.00209492
none	0.0018518
none	0.00183136
none	0.00174875
none	0.0016106
none	0.0018723
none	0.00162248
none	0.00141463
none	0.00109923
none	0.00137105
none	0.00249941
none	0.00273914
none	0.00275268
none	0.00132358
none	0.00183814
none	0.00200497
none	0.00128713
none	0.00123002
none	0.00208395
none	0.00310115
none	0.00201569
none	0.00189413
none	0.0030224
none	0.00120958
none	0.00215132
none	0.00171093
none	0.0018661
none	0.00161608
none	0.00167633
none	0.00177269
none	0.00113662
none	0.00235036
none	0.0017976
none	0.00179106
none	0.0022418
none	0.00162264
none	0.00182116
none	0.0013167
none	0.00110096
none	0.00265073
none	0.000546635
none	0.00102333
none	0.0010722
none	0.0016039
none	0.00139051
none	0.00160337
none	0.00157676
none	0.00198755
none	0.00240352
none	0.00159826
none	0.00167913
none	0.00167984
none	0.0015415
none	0.0015504
none	0.00163494
none	0.00180371
none	0.00214343
none	0.00199214
none	0.0017863
none	0.00167931
none	0.00165853
none	0.001941
none	0.0018188
none	0.00162082
none	0.00182178
none	0.00138479
none	0.00125085
none	0.00120307
none	0.00118704
none	0.00136351
none	0.00138395
none	0.00177213
none	0.0018825
none	0.00191574
none	0.00184163
none	0.00192373
none	0.0019058
none	0.00173818
none	0.00164477
none	0.0016015
none	0.00213819
none	0.00194192
none	0.00205402
none	0.00201545
none	0.00175384
none	0.00171005
none	0.00226763
none	0.00194001
none	0.0027582
none	0.00171811
none	0.00174961
none	0.00170502
none	0.0020217
none	0.00223073
none	0.0015663
none	0.00136878
none	0.00149115
none	0.00195717
none	0.00259026
none	0.00239469
none	0.00238641
none	0.00239553
none	0.00235811
none	0.00282603
none	0.00324261
none	0.00161551
none	0.00143471
none	0.0018909
none	0.00137093
none	0.00128343
none	0.00205152
none	0.00220308
none	0.00167646
none	0.00138992
none	0.00128482
none	0.00193638
none	0.00173332
none	0.00171263
none	0.00174021
none	0.0017537
none	0.00169488
none	0.00156824
none	0.00178934
none	0.00185675
none	0.00185853
none	0.00177503
none	0.00176562
none	0.00199175
none	0.00145878
none	0.00188537
none	0.00229481
none	0.0021537
none	0.00205874
none	0.00237255
none	0.00192452
none	0.00202221
none	0.00162348
none	0.00214171
none	0.0015663
none	0.00108558
none	0.0012012
none	0.00176807
none	0.00175825
none	0.00155919
none	0.00159558
none	0.00153546
none	0.00137358
none	0.00135628
none	0.00118116
none	0.00106325
none	0.000916841
none	0.0015769
none	0.00157677
none	0.00168823
none	0.00197801
none	0.00174982
none	0.00161827
none	0.00168318
none	0.00218092
none	0.0018525
none	0.00215792
none	0.00165699
none	0.00169931
none	0.00219657
none	0.00199675
none	0.00227647
none	0.00185435
none	0.00135207
none	0.00154272
none	0.00182082
none	0.00122918
none	0.00167747
none	0.00118562
none	0.00165987
none	0.00130652
none	0.00128789
none	0.00120674
none	0.00148991
none	0.00146496
none	0.00212857
none	0.00225519
none	0.0021407
none	0.00197943
none	0.00196598
none	0.00219162
none	0.00120837
none	0.00129178
none	0.00196539
none	0.00279258
none	0.0019187
none	0.00214924
none	0.00178669
none	0.00149229
none	0.00118828
none	0.00179738
none	0.00211588
none	0.00151991
none	0.00171625
none	0.00237682
none	0.00271522
none	0.00300307
none	0.00262294
none	0.00304352
none	0.0029625
none	0.00187742
none	0.00179181
none	0.00173216
none	0.00250559
none	0.00166375
none	0.00156529
none	0.00167036
none	0.004166
none	0.0177726
none	0.0336762
none	0.0379503
none	0.0360625
none	0.0359994
none	0.0194691
none	0.0192271
none	0.0184941
none	0.00229968
none	0.00272122
none	0.00154911
none	0.00157936
none	0.00173831
none	0.0017471
none	0.00150561
none	0.00177577
none	0.00167558
none	0.00143972
none	0.00138143
none	0.0024033
none	0.00240754
none	0.00159868
none	0.00133868
none	0.00238677
none	0.00175591
none	0.00130786
none	0.00125097
none	0.0012586
none	0.001243
none	0.00123661
none	0.00114035
none	0.00144866
none	0.00171579
none	0.00175107
none	0.00167901
none	0.00163119
none	0.00165997
none	0.00196748
none	0.00218979
none	0.00207667
none	0.00218636
none	0.00241598
none	0.00217118
none	0.00172808
none	0.00154095
none	0.0010864
none	0.00141076
none	0.00128534
none	0.00127537
none	0.00172778
none	0.00231927
none	0.0022058
none	0.00184843
none	0.00186153
none	0.00204723
none	0.00234712
none	0.00235822
none	0.00299199
none	0.00310948
none	0.00226658
none	0.00138573
none	0.00145113
none	0.00129483
none	0.00136099
none	0.00136713
none	0.00155878
none	0.00164997
none	0.001679
none	0.0016961
none	0.00118297
none	0.00111505
none	0.00165987
none	0.0014328
none	0.0010452
none	0.0028498
none	0.00163369
none	0.00254594
none	0.00343849
none	0.00512092
none	0.00543809
none	0.00120924
none	0.0019462
none	0.00116903
none	0.00111584
none	0.00107342
none	0.00111264
none	0.00129446
none	0.00143806
none	0.00151483
none	0.00164167
none	0.00146202
none	0.00143057
none	0.00139474
none	0.00140049
none	0.00115361
none	0.00129778
none	0.00166512
none	0.00171185
none	0.00155157
none	0.00110335
none	0.00167015
none	0.00155386
none	0.00155314
none	0.00168887
none	0.00139369
none	0.00187134
none	0.00207774
none	0.00158766
none	0.00177827
none	0.00174881
none	0.00168823
none	0.0017662
none	0.00176023
none	0.0015817
none	0.00149991
none	0.00137346
none	0.00212125
none	0.00181592
none	0.000940494
none	0.0018493
none	0.00145244
none	0.00154458
none	0.00214782
none	0.00188228
none	0.00188125
none	0.00188073
none	0.00165705
none	0.00139518
none	0.00151223
none	0.00152679
none	0.00192268
none	0.000793962
none	0.00189697
none	0.00133179
none	0.00253
none	0.00242602
none	0.00172664
none	0.00170958
none	0.00175836
none	0.00189141
none	0.00154222
none	0.00206794
none	0.00164144
none	0.0013066
none	0.00141288
none	0.00167916
none	0.00182688
none	0.00196946
none	0.00167703
none	0.00136117
none	0.00232886
none	0.00177903
none	0.000782383
none	0.00260766
none	0.00225446
none	0.00212741
none	0.00170336
none	0.00153019
none	0.00167886
none	0.0022014
none	0.00238677
none	0.00166837
none	0.00169576
none	0.00264437
none	0.00210133
none	0.00277344
none	0.00248571
none	0.00107692
none	0.00149249
none	0.00158224
none	0.00154914
none	0.000596423
none	0.00165956
none	0.00123976
none	0.00182543
none	0.000869976
none	0.00215174
none	0.001868
none	0.00168764
none	0.00190619
none	0.00358003
none	0.00127834
none	0.00214328
none	0.00157493
none	0.00145989
none	0.00142692
none	0.00113409
none	0.00112679
none	0.00151341
none	0.00166852
none	0.00182103
none	0.00189435
none	0.00221574
none	0.00225061
none	0.00187765
none	0.00204581
