type	phastCons
high	0.09526439358281942
high	0.2060480790384192
high	0.1255410016742752
high	0.13456703
high	0.16155463452211744
high	0.23033295332953327
high	0.10766797316348876
high	0.10194748530782849
high	0.09410433912216606
high	0.08459874135280554
high	0.06325347086478415
high	0.04690851602023608
high	0.16018317999999995
high	0.11778134054193956
high	0.17887307
high	0.14302431816347938
high	0.13461830000000002
high	0.08575875
high	0.17755557752359463
high	0.07085296764388273
high	0.07607665
high	0.08936351256592921
high	0.12174863001731338
high	0.1480463423510858
high	0.13370368160210377
high	0.07612921325595973
high	0.07423054769452306
high	0.08402377026103044
high	0.1008597958090763
high	0.09903236586981393
high	0.2748336116471847
high	0.15471859311558694
high	0.12251379175580054
high	0.11423858
high	0.09066151707863371
high	0.12427500521019406
high	0.12748886978064267
high	0.12609797637923753
high	0.10430287930237699
high	0.18812895900442167
high	0.10662222000000002
high	0.15499254007459923
high	0.05033826999999999
high	0.07043412000000002
high	0.11827117724482313
high	0.06861408999999999
high	0.13250203738478342
high	0.10947205472054718
high	0.18400757264631937
high	0.13991952053078366
high	0.18940301999999995
high	0.08680396980150991
high	0.07651544849330749
high	0.32105675178099735
high	0.13295610840805
high	0.07858668999999999
high	0.07981994620484156
high	0.07610088397231904
high	0.06261078414662267
high	0.12298890385024246
high	0.13477204605130277
high	0.10551990837732901
high	0.14858959225658494
high	0.08715115093094415
high	0.11059625752177187
high	0.10851196861740453
high	0.10163451776649747
high	0.12402588970823981
high	0.14541212999999997
high	0.14029378074526005
high	0.10368353018252456
high	0.1535347151721532
high	0.11430484228132581
high	0.08743528105279258
high	0.1042908816728662
high	0.1574626634423123
high	0.11949828574865667
high	0.17101578169482112
high	0.2175667973281069
high	0.18882361372839898
high	0.16175080279863044
high	0.04522427884615385
high	0.047574375100466165
high	0.11270617926128478
high	0.14234357656423435
high	0.14771335146594136
high	0.09711497
high	0.12142695573044268
high	0.09733208
high	0.06978767835684496
high	0.08791267088962833
high	0.15370371000000002
high	0.08898979265070851
high	0.07619633447651805
high	0.059987020519179236
high	0.10985854457995446
high	0.10006994000000001
high	0.0878759192004082
high	0.05179115400818814
high	0.10635330786245725
high	0.20634056659433408
high	0.10426068478630425
high	0.08263246623209432
high	0.08643816628997739
high	0.05058755593907406
high	0.06413872404303227
high	0.056007719691212356
high	0.10200049319495891
high	0.07059041999999999
high	0.11946032999999999
high	0.0885734964161401
high	0.10828508270773043
high	0.14382649308844953
high	0.11486553999999999
high	0.09990887000000001
high	0.1027673779157662
high	0.07232789363868197
high	0.06095560281269121
high	0.07067627294908203
high	0.0760382376241272
high	0.09599212834718375
high	0.07096270630455508
high	0.11700309721651449
high	0.0572699100501063
high	0.06903291226518674
high	0.09865172517109785
high	0.08373550604287502
high	0.08636752888420707
high	0.07545003549335767
high	0.10621516333760048
high	0.11282544025202595
high	0.13496270988056283
high	0.11983386114269767
high	0.11390683702983997
high	0.13750188962494184
high	0.13410535788407205
high	0.09686018531620497
high	0.09820374189962115
high	0.1009193650028729
high	0.11997549218001789
high	0.10321234177424585
high	0.13918637111664126
high	0.06537208337549326
high	0.07911269247647056
high	0.08992712554535999
high	0.08321478909392994
high	0.07556104122082441
high	0.08735278647213528
high	0.1150382630610449
high	0.1296145031298122
high	0.10797371515097536
high	0.10773574193283436
high	0.1289167071017829
high	0.0948202511706004
high	0.07028084056131444
moderate	0.13357829945605498
moderate	0.07212860602012273
moderate	0.08687100194027164
moderate	0.08058503884261992
moderate	0.08254065735816436
moderate	0.08223507529849404
moderate	0.07324754776204992
moderate	0.17874468575402053
moderate	0.1269322913541729
moderate	0.0854735876599299
moderate	0.10025734742652573
moderate	0.07664446320356001
moderate	0.07102182434661204
moderate	0.08393745312734364
moderate	0.07265409916969917
moderate	0.08465441419100662
moderate	0.1286693699189024
moderate	0.14329303522953796
moderate	0.1750169837530027
moderate	0.13986823736912551
moderate	0.2137445
moderate	0.13466809327626894
moderate	0.15258761824763503
moderate	0.1515136224117418
moderate	0.15652459723531895
moderate	0.1084331576473412
moderate	0.12809378968313487
moderate	0.17716603109416257
moderate	0.1479758789603586
moderate	0.16230970167911754
moderate	0.16285760987748013
moderate	0.1133917012418296
moderate	0.09781932266371132
moderate	0.08780813190787068
moderate	0.06315211687895539
moderate	0.10137234368060012
moderate	0.11693218256687596
moderate	0.09009636710898672
moderate	0.09566667610402994
moderate	0.11520915758878611
moderate	0.12164635414583418
moderate	0.14234087
moderate	0.09869181584398172
moderate	0.12350736999999999
moderate	0.10251927989661286
moderate	0.07789423999999999
moderate	0.1015024674022066
moderate	0.07099976000719979
moderate	0.13765721399502034
moderate	0.06884773152268478
moderate	0.13990815645336965
moderate	0.18693391008651297
moderate	0.09614479687812688
moderate	0.10933685065510862
moderate	0.18291724629383743
moderate	0.1247760044064707
moderate	0.13193596672637672
moderate	0.13752160021507154
moderate	0.14181292211047866
moderate	0.13839576984099805
moderate	0.1415459916367217
moderate	0.1327915653709343
moderate	0.05689832
moderate	0.13146662734198478
moderate	0.11871126575364635
moderate	0.09964143000000002
moderate	0.1629422133774578
moderate	0.13631792555801445
moderate	0.13282602173978258
moderate	0.08649442663481886
moderate	0.07245764399781143
moderate	0.20312230089840635
moderate	0.14477012936799205
moderate	0.13848561126980163
moderate	0.15167864750532536
moderate	0.12667510595696674
moderate	0.13969397809081016
moderate	0.09265858726387395
moderate	0.07729131065116135
moderate	0.05367033991005954
moderate	0.0694980399352173
moderate	0.09727054656279013
moderate	0.11705115612673808
moderate	0.12358412550151783
moderate	0.145494702054098
moderate	0.13985180921875784
moderate	0.08161602575675513
moderate	0.10658194000000001
moderate	0.09671748484562956
moderate	0.11907069717211313
moderate	0.11420425887802367
moderate	0.08577318766292726
moderate	0.04854694176412767
moderate	0.04824544807752046
moderate	0.059385009999999995
moderate	0.07664713831054532
moderate	0.05649829
moderate	0.053114251332777425
moderate	0.062897666104485
moderate	0.06354563
moderate	0.11235145340196415
moderate	0.08986988644663299
moderate	0.111580909690178
moderate	0.0879178518458903
moderate	0.10686794552570307
moderate	0.07522257996985428
moderate	0.05695806288545144
moderate	0.09672491029350128
moderate	0.07432317642352312
moderate	0.09590641999999999
moderate	0.11126904883341834
moderate	0.12925658920929492
moderate	0.12573960603939602
moderate	0.06390821176856253
moderate	0.2443189835635373
moderate	0.10553045455934416
moderate	0.09185248262413119
moderate	0.08529774595491911
moderate	0.11484441999999999
moderate	0.0927205557612915
moderate	0.1245213331975612
moderate	0.07987573970431887
moderate	0.11507583988493791
moderate	0.07713370732585348
moderate	0.058131568676507386
moderate	0.06463649485741
moderate	0.059331192970598176
moderate	0.06615487464623938
moderate	0.09182948170518296
moderate	0.09772208384599228
moderate	0.08647603792809083
moderate	0.09391007000256553
moderate	0.08085357146428536
moderate	0.06287782999999998
moderate	0.0900311503115031
moderate	0.0681769638747123
moderate	0.05480319069181634
moderate	0.052776620231375845
moderate	0.25070191520334817
moderate	0.11701972980270198
moderate	0.08124629062233162
moderate	0.10815413705937384
moderate	0.04351731965360693
moderate	0.0702934252581544
moderate	0.30051781
moderate	0.12983443975460615
moderate	0.11141084875941316
moderate	0.11303533575970882
moderate	0.13766097814892758
moderate	0.06604037040370406
moderate	0.06759890164952999
moderate	0.07752168175911843
moderate	0.09303750924981502
moderate	0.15356690544412607
moderate	0.12684695831049783
moderate	0.12687566600235894
moderate	0.1403633882796745
moderate	0.10220395059258888
moderate	0.08731739952198565
moderate	0.0941641376369375
moderate	0.06954874451255488
moderate	0.19663332992431987
moderate	0.15260018
moderate	0.1690358366905177
moderate	0.08151929
moderate	0.07411509309441432
moderate	0.09252878000000002
moderate	0.08003931425367006
moderate	0.06426084950141449
moderate	0.10958337178741245
moderate	0.1678252811579095
moderate	0.13670650237232487
moderate	0.16912246376811596
moderate	0.10897167387310228
moderate	0.12714945255849305
moderate	0.10957583424165755
moderate	0.09735072833834307
moderate	0.1548405017379477
moderate	0.12472369684362121
moderate	0.15505182694238107
moderate	0.1484545354248576
moderate	0.1048112773728024
moderate	0.06914793840969718
moderate	0.09195858538390007
moderate	0.13974826636179624
moderate	0.16616769901085662
moderate	0.0729077627125433
moderate	0.07605727639387905
moderate	0.16307614771556853
moderate	0.08695401043314925
moderate	0.0978636618828731
moderate	0.0577936849695064
moderate	0.06381966879888516
moderate	0.1098141446211657
moderate	0.13169504511412725
moderate	0.11297170084897454
moderate	0.10328416908496865
moderate	0.09356258156484026
moderate	0.06842705642542751
moderate	0.07920586306731632
moderate	0.07515410796939084
moderate	0.08319758603456492
moderate	0.05669465181516645
moderate	0.06284432632535471
moderate	0.058097613660296255
moderate	0.12380585582432527
moderate	0.1576690133098669
moderate	0.08881527059012315
moderate	0.10151733813735124
moderate	0.24199219999999996
moderate	0.22927814000000002
moderate	0.13356321436785637
moderate	0.17517823900857257
moderate	0.1250393029414027
moderate	0.08123709969305219
moderate	0.05681483999999999
moderate	0.13534777
moderate	0.11445479731554364
moderate	0.12300294406280667
moderate	0.093475672055104
moderate	0.11527210632637959
moderate	0.127223674829869
moderate	0.12592151114421318
moderate	0.08902836395731366
moderate	0.06353932067472577
moderate	0.07366277372262774
