type	iHS
none	2.47
none	2.83
none	4.363
none	2.123
none	2.468
none	2.084
none	2.198
none	2.289
none	1.774
none	2.685
none	1.93
none	2.425
none	2.42
none	2.215
none	1.907
none	2.4
none	3.751
none	2.042
none	2.198
none	3.01
none	1.488
none	1.791
none	1.758
none	2.068
none	3.04
none	5.048
none	1.773
none	2.779
none	4.398
none	3.412
none	2.067
none	3.116
none	1.371
none	2.304
none	2.739
none	2.793
none	3.022
none	3.881
none	2.802
none	3.265
none	5.481
none	3.554
none	3.03
none	1.981
none	1.978
none	1.424
none	1.632
none	3.662
none	4.851
none	2.099
none	3.066
none	2.73
none	2.402
none	5.946
none	1.718
none	3.064
none	2.152
none	2.427
none	2.402
none	1.496
none	1.797
none	2.162
none	2.72
none	4.972
none	2.707
none	2.06
none	4.327
none	4.272
none	1.746
none	3.025
none	2.722
none	2.519
none	4.596
none	2.23
none	2.388
none	2.832
none	2.888
none	3.529
none	2.796
none	3.034
none	3.339
none	4.713
none	5.409
none	2.604
none	3.072
none	2.417
none	3.665
none	6.661
none	1.615
none	2.444
none	1.877
none	2.058
none	5.756
none	3.706
none	2.405
none	3.489
none	3.002
none	3.511
none	3.823
none	2.954
none	3.215
none	2.547
none	2.134
none	2.767
none	3.67
none	2.631
none	2.367
none	3.514
none	3.998
none	4.776
none	6.36
none	4.878
none	2.541
none	4.485
none	2.456
none	2.524
none	1.71
none	1.793
none	2.099
none	1.627
none	5.721
none	2.298
none	3.325
none	2.64
none	1.313
none	4.144
none	2.169
none	3.774
none	2.001
none	5.06
none	4.477
none	2.159
none	4.26
none	2.152
none	6.099
none	2.836
none	4.394
none	2.571
none	1.715
none	1.781
none	3.308
none	2.74
none	2.86
none	5.469
none	4.001
none	2.034
none	3.827
none	2.638
none	1.734
none	2.008
none	3.124
none	1.53
none	2.54
none	3.616
none	3.103
none	3.982
none	4.167
none	2.485
none	4.013
none	6.753
none	4.401
none	3.955
none	4.195
none	3.573
none	2.514
none	3.873
none	3.467
none	3.072
none	2.366
none	1.848
none	3.613
none	4.5
none	4.519
none	2.796
none	2.381
none	4.299
none	5.884
none	2.389
none	3.978
none	2.881
none	2.537
none	2.966
none	2.508
none	3.946
none	4.402
none	3.589
none	3.765
none	2.45
none	2.746
none	5.409
none	3.253
none	2.537
none	3.725
none	3.186
none	2.01
none	2.814
none	2.618
none	3.426
none	2.194
none	5.74
none	2.065
none	2.222
none	3.089
none	4.488
none	1.587
none	3.333
none	2.26
none	2.457
none	2.879
none	3.269
none	3.172
none	4.317
none	4.475
none	1.954
none	2.787
none	2.657
none	2.211
none	2.162
none	3.698
none	3.211
none	1.602
none	2.066
none	4.977
none	3.683
none	3.551
none	2.93
none	2.953
none	6.234
none	2.212
none	3.052
none	1.498
none	2.03
none	2.946
none	3.611
none	2.957
none	4.082
none	2.007
none	3.501
none	2.562
none	3.537
none	3.157
none	2.885
none	5.376
none	6.363
none	4.553
none	3.952
none	2.544
none	1.443
none	3.104
none	2.539
none	2.129
none	6.168
none	3.078
none	2.488
none	1.953
none	2.041
none	2.307
none	5.606
none	3.635
none	3.964
none	2.95
none	3.436
none	2.772
none	1.28
none	1.545
none	2.414
none	2.697
none	2.363
none	3.284
none	4.16
none	3.573
none	4.904
none	1.944
none	2.447
none	2.191
none	1.506
none	2.788
none	3.234
none	2.802
none	1.518
none	2.837
none	4.843
none	4.227
none	3.561
none	2.615
none	3.952
none	2.341
none	2.847
none	2.055
none	2.459
none	1.986
none	1.81
none	1.747
none	2.577
none	2.099
none	2.897
none	2.803
none	4.629
none	3.387
none	3.659
none	4.262
none	2.971
none	5.63
none	2.566
none	3.768
none	4.235
none	2.974
none	5.288
none	3.248
none	4.178
none	1.976
none	4.257
none	2.967
none	5.317
none	1.706
none	4.27
none	3.707
none	2.318
none	2.533
none	4.834
none	2.234
none	2.508
none	2.376
none	2.786
none	3.164
none	2.228
none	5.544
none	4.265
none	2.851
none	6.334
none	2.19
none	3.675
none	5.427
none	2.57
none	1.871
none	2.667
none	2.117
none	1.658
none	1.949
none	1.611
none	4.797
none	3.999
none	2.148
none	1.969
none	4.053
none	2.133
none	2.215
none	1.776
none	3.138
none	1.839
none	1.337
none	2.223
none	3.165
none	2.127
none	5.717
none	3.593
none	1.751
none	2.797
none	4.146
none	2.19
none	3.172
none	5.56
none	2.215
none	3.55
none	2.538
none	2.625
none	3.142
none	2.512
none	2.293
none	2.92
none	4.06
none	2.258
none	4.043
none	3.862
none	2.813
none	4.908
none	6.428
none	2.584
none	3.49
none	4.072
none	4.248
none	3.172
none	1.559
none	2.754
none	2.184
none	4.649
none	2.958
none	4.39
none	2.976
none	2.679
none	2.555
none	2.236
none	5.268
none	2.047
none	2.274
none	3.039
none	4.909
none	3.025
none	4.046
none	3.472
none	2.434
none	2.456
none	3.945
none	4.034
none	2.976
none	3.288
none	3.814
none	3.738
none	3.162
none	3.741
none	3.131
none	5.851
none	4.801
none	4.624
none	3.02
none	3.893
none	3.201
none	3.14
none	3.876
none	2.975
none	3.081
none	2.251
none	2.365
none	1.764
none	1.886
none	2.342
none	2.814
none	2.815
none	2.786
none	2.569
none	2.66
none	2.967
none	4.827
none	2.128
none	4.559
none	2.172
none	3.3
none	2.407
none	2.52
none	5.934
none	1.82
none	1.941
none	2.506
none	2.026
none	3.509
none	3.672
none	2.757
none	1.923
none	5.102
none	3.842
none	5.366
none	3.838
none	2.121
none	3.41
none	3.722
none	5.689
none	3.056
none	3.736
none	3.096
none	2.453
none	1.656
none	2.747
none	3.429
none	2.595
none	3.838
none	2.437
none	3.25
none	2.655
none	2.411
none	5.82
none	3.917
none	2.159
none	2.376
none	2.188
none	2.918
none	1.404
none	4.626
none	5.157
none	2.799
none	4.909
none	4.651
none	4.024
none	2.837
none	2.172
none	4.0
none	4.118
none	2.536
none	5.048
none	1.804
none	1.768
none	3.067
none	2.775
none	3.575
none	2.539
none	1.722
none	2.75
none	5.245
none	4.509
none	1.547
none	3.411
none	2.466
none	2.542
none	4.088
none	2.563
none	2.778
none	2.898
none	1.601
none	2.773
none	3.685
none	4.393
none	4.151
none	2.406
none	2.155
none	4.186
none	3.483
none	2.527
none	2.751
none	2.288
none	2.723
none	2.533
none	3.926
none	2.149
none	2.625
none	1.964
none	1.984
none	3.917
none	2.916
none	1.693
none	2.706
none	3.115
none	2.678
none	2.853
none	1.958
none	3.533
none	2.454
none	4.059
none	4.872
none	3.347
none	2.61
none	2.275
none	2.891
none	3.006
none	6.142
none	1.624
none	3.526
none	1.421
none	2.03
none	3.247
none	2.511
none	2.71
none	2.242
none	2.332
none	3.323
none	2.155
none	2.485
none	4.483
none	1.621
none	2.342
none	2.499
none	3.63
none	2.029
none	2.114
none	2.537
none	2.268
none	3.686
none	2.629
none	2.116
none	3.828
none	2.258
none	1.933
none	1.631
none	2.429
none	1.251
none	1.937
none	2.234
none	2.63
none	1.876
none	2.391
none	3.91
none	1.658
none	1.257
none	1.622
none	1.277
none	2.522
none	2.755
none	5.337
none	1.573
none	4.542
none	1.391
none	1.712
none	2.669
none	3.376
none	2.714
none	2.81
none	3.458
none	2.524
none	3.009
none	4.428
none	5.065
none	1.307
none	4.624
none	2.075
none	2.335
none	2.213
none	2.621
none	2.318
none	2.979
none	2.368
none	2.523
none	3.483
none	5.83
none	2.699
none	3.003
none	5.056
none	4.859
none	4.26
none	1.646
none	4.496
none	2.244
none	2.683
none	2.727
none	2.97
none	1.925
none	2.906
none	2.731
none	2.586
none	1.631
none	0.874
none	2.187
none	2.069
none	4.022
none	1.916
none	1.901
none	1.65
none	2.417
none	2.038
none	2.254
none	4.887
none	2.779
none	1.818
none	4.243
none	5.282
none	4.178
none	2.438
none	2.397
none	1.918
none	2.215
none	3.493
none	2.323
none	1.729
none	2.729
none	3.794
none	3.028
none	2.67
none	1.81
none	4.962
none	2.004
none	3.499
none	2.501
none	4.097
none	1.581
none	1.259
none	4.03
none	2.779
none	2.118
none	2.336
none	2.399
none	1.177
none	5.597
none	3.458
none	1.776
none	3.311
none	1.391
none	1.383
none	3.711
none	3.152
none	2.066
none	3.444
none	2.622
none	1.328
none	1.892
none	3.939
none	2.45
none	3.888
none	2.521
none	3.961
none	5.684
none	2.985
none	3.711
none	2.6
none	4.249
none	2.441
none	3.348
none	2.992
none	4.829
none	2.368
none	5.628
none	3.024
none	5.919
none	4.418
none	3.433
none	5.627
none	3.451
none	6.049
none	4.073
none	2.269
none	2.048
none	1.46
none	2.443
none	2.343
none	2.553
none	1.986
none	5.256
none	2.38
none	3.286
none	2.019
none	4.105
none	3.945
none	4.572
none	3.066
none	2.328
none	4.358
none	2.121
none	3.593
none	2.452
none	2.762
none	3.847
none	2.226
none	3.657
none	3.018
none	4.534
none	4.036
none	1.544
none	2.885
none	1.617
none	4.051
none	2.688
none	6.743
none	1.792
none	2.65
none	2.511
none	3.342
none	2.519
none	1.181
none	4.843
none	2.306
none	2.12
none	2.697
none	2.111
none	3.496
none	6.158
none	2.88
none	3.838
none	4.059
none	2.059
none	1.43
none	2.592
none	1.452
none	4.212
none	4.873
none	3.315
none	3.25
none	2.308
none	5.423
none	3.039
none	2.597
none	4.194
none	2.057
none	1.73
none	2.085
none	6.469
none	1.811
none	3.568
none	2.684
none	2.694
none	4.075
none	3.07
none	5.743
none	2.271
none	2.046
none	1.624
none	5.265
none	3.713
none	2.245
none	2.675
none	3.464
none	2.764
none	2.175
none	2.593
none	3.377
none	2.269
none	5.497
none	3.358
none	2.571
none	3.116
none	2.264
none	3.549
none	4.647
none	1.879
none	6.224
none	3.234
none	2.623
none	2.543
none	3.311
none	3.383
none	2.089
none	3.439
none	2.745
none	3.267
none	1.923
none	2.54
none	2.22
none	1.14
none	3.272
none	2.557
none	4.549
none	4.375
none	1.957
none	1.898
none	3.396
none	5.032
none	3.766
none	1.96
none	4.256
none	4.708
none	4.53
none	1.967
none	0.866
none	2.055
none	2.278
none	3.221
none	2.328
none	2.824
none	2.868
none	4.277
none	3.05
none	3.044
none	2.619
none	2.619
none	2.276
none	1.422
none	2.472
none	1.447
none	5.016
none	2.462
none	3.55
none	2.21
none	2.18
none	3.651
none	4.229
none	3.475
none	2.338
none	3.418
none	2.864
none	1.201
none	1.57
none	4.046
none	4.426
none	3.15
none	4.29
none	3.06
none	2.192
none	2.166
none	3.692
none	4.296
none	2.673
none	5.288
none	1.567
none	5.062
none	2.099
none	3.768
none	2.921
none	1.542
none	1.847
none	2.347
none	4.588
none	1.511
none	2.143
none	1.731
none	4.003
none	4.647
none	3.399
none	1.721
none	3.757
none	4.951
none	4.734
none	3.43
none	4.214
none	2.459
none	3.747
none	2.755
none	3.968
none	2.583
none	1.844
none	4.682
none	5.528
none	3.608
none	1.577
none	2.356
none	5.835
none	3.037
none	4.927
none	2.253
none	1.891
none	3.808
none	2.52
none	1.412
none	2.541
none	1.628
none	5.516
none	5.17
none	3.381
none	3.999
none	4.048
none	3.149
none	3.371
none	2.103
none	3.661
none	2.68
none	3.107
none	3.631
none	3.24
none	4.104
none	2.077
none	4.488
none	3.097
none	3.157
none	1.768
none	1.937
none	2.862
none	2.862
none	2.055
none	3.478
none	3.928
none	1.754
none	3.304
none	2.379
none	4.069
none	2.776
none	4.224
none	1.81
none	2.331
none	4.954
none	2.791
none	2.405
none	3.742
none	1.763
none	3.157
none	1.885
none	3.282
none	3.105
none	4.449
none	1.687
none	2.608
none	2.957
none	2.393
none	2.004
none	1.597
none	3.799
none	2.245
none	2.666
none	2.717
none	3.638
none	4.475
none	2.318
none	2.685
none	3.405
none	4.485
none	2.666
none	2.407
none	2.79
none	4.713
none	4.449
none	1.805
none	2.354
none	1.599
none	3.721
none	1.901
none	3.504
none	4.479
none	2.258
none	2.508
none	2.009
none	2.418
none	3.326
none	3.867
none	1.206
none	4.82
none	1.825
none	2.73
none	1.75
none	1.71
none	5.176
none	3.408
none	2.374
none	2.806
none	2.902
none	1.814
none	2.184
none	2.18
none	2.111
none	2.083
none	1.866
none	2.427
none	1.982
none	3.902
none	3.631
none	1.869
none	2.033
none	2.754
none	3.718
none	8.756
none	2.313
none	2.194
none	6.116
none	4.151
none	1.829
none	4.615
none	1.429
none	4.665
none	2.412
none	1.888
none	1.954
none	2.654
none	5.675
none	2.223
none	2.712
none	4.352
none	1.88
none	1.375
none	2.907
none	2.939
none	4.769
none	2.156
none	1.702
none	1.503
none	2.376
none	1.642
none	3.42
none	1.936
none	1.751
none	3.052
none	2.146
none	2.001
none	2.725
none	4.217
none	1.659
none	2.073
none	2.91
none	3.557
none	1.534
none	3.357
none	2.715
none	2.742
none	2.339
none	2.368
none	2.824
none	3.491
none	3.075
none	2.49
none	2.725
none	2.324
none	3.273
none	1.428
none	6.319
none	2.145
none	3.086
none	3.848
none	2.181
none	2.578
none	2.057
none	3.104
none	2.704
none	3.068
none	2.678
none	3.952
none	4.214
none	4.123
none	3.808
none	4.586
none	5.746
none	2.577
none	3.122
none	3.798
none	1.967
none	3.402
none	3.734
none	2.392
none	4.024
none	3.797
none	3.114
none	2.387
none	3.379
none	3.133
none	3.153
none	5.178
none	5.262
none	4.912
none	2.84
none	4.081
none	1.81
none	1.818
none	3.322
none	1.857
none	1.884
none	2.495
none	2.402
none	2.329
none	3.567
none	2.762
none	4.244
none	2.135
none	2.232
none	4.279
none	5.528
none	2.254
none	1.77
none	2.333
none	2.97
none	2.529
none	4.023
none	1.928
none	1.818
none	2.173
none	1.287
none	1.778
none	1.807
none	5.056
none	4.735
none	2.68
none	2.148
none	1.37
none	5.465
none	2.108
none	2.539
none	5.983
none	2.062
none	2.339
none	2.659
none	5.558
none	4.023
none	5.361
none	1.847
none	2.626
none	2.023
none	2.7
none	3.262
none	2.866
none	3.818
none	3.397
none	3.842
none	2.873
none	1.502
none	2.242
none	4.257
none	3.76
none	5.162
none	2.042
none	1.447
none	5.314
none	4.738
none	2.049
none	2.217
none	1.595
none	2.197
none	2.325
none	2.848
none	2.328
none	1.954
none	4.758
none	2.067
none	3.034
none	3.322
none	2.16
none	2.102
none	2.904
none	2.774
none	2.188
none	2.17
none	2.448
none	4.048
none	3.133
none	3.529
none	4.938
none	2.375
none	2.176
none	2.883
none	2.384
none	1.371
none	1.854
none	3.312
none	1.543
none	2.133
none	2.282
none	2.256
none	1.898
none	2.578
none	2.262
none	2.417
none	5.455
none	3.807
none	2.291
none	2.146
none	2.431
none	2.808
none	1.831
none	1.632
none	4.002
none	3.434
none	2.083
none	3.568
none	2.726
none	3.462
none	2.284
none	2.951
none	2.635
none	3.008
none	2.177
none	2.958
none	2.662
none	1.237
none	4.32
none	3.51
none	2.717
none	2.458
none	5.207
none	2.088
none	1.77
none	2.59
none	2.887
none	1.882
none	1.884
none	4.898
none	3.857
none	1.918
none	2.191
none	2.417
none	1.738
none	2.902
none	1.68
none	2.208
none	5.18
none	2.733
none	2.102
none	2.579
none	2.864
none	3.016
none	2.119
none	2.768
none	3.33
none	3.065
none	3.035
none	0.927
none	4.933
none	1.535
none	2.619
none	1.803
none	3.0
none	2.524
none	2.117
none	2.114
none	4.355
none	2.603
none	2.531
none	2.526
none	2.28
none	2.788
none	1.251
none	4.2
none	1.646
none	1.925
none	2.881
none	2.654
none	1.426
none	1.358
none	4.462
none	2.202
none	1.329
none	2.107
none	2.968
none	2.281
none	2.445
none	2.923
none	1.412
none	3.376
none	2.058
none	4.993
none	3.045
none	6.832
none	2.243
none	5.021
none	1.759
none	4.728
none	2.67
none	2.812
none	2.525
none	2.85
none	1.546
none	2.356
none	2.812
none	1.621
none	4.436
none	1.487
none	2.172
none	3.571
none	1.613
none	2.353
none	2.924
none	4.268
none	2.266
none	1.781
none	1.589
none	2.082
none	4.158
none	2.907
none	2.452
none	2.486
none	3.11
none	2.837
none	4.24
none	1.261
none	1.86
none	4.845
none	1.757
none	4.117
none	2.833
none	2.055
none	3.381
none	2.022
none	2.39
none	1.955
none	3.424
none	2.488
none	2.489
none	1.92
none	3.221
none	2.501
none	2.218
none	4.116
none	3.09
none	2.798
none	2.742
none	5.413
none	1.969
none	2.215
none	2.531
none	2.272
none	2.519
none	3.323
none	1.973
none	1.701
none	3.295
none	3.871
none	4.061
none	1.831
none	3.019
none	2.28
none	2.549
none	2.158
none	5.245
none	1.954
none	2.49
none	2.343
none	3.439
none	3.662
none	2.954
none	2.82
none	1.923
none	2.423
none	2.428
none	4.451
none	2.4
none	2.359
none	2.653
none	2.152
none	2.175
none	1.502
none	1.766
none	2.181
none	2.157
none	2.361
none	2.337
none	5.243
none	2.416
none	2.66
none	3.757
none	2.408
none	2.141
none	2.206
none	4.381
none	2.597
none	4.143
none	2.891
none	2.042
none	5.257
none	2.609
none	3.379
none	2.371
none	4.19
none	2.877
none	3.246
none	3.16
none	3.767
none	4.704
none	2.371
none	3.635
none	2.562
none	3.185
none	8.034
none	5.732
none	1.96
none	2.586
none	2.527
none	2.756
none	2.077
none	2.608
none	2.811
none	4.626
none	2.062
none	1.877
none	2.356
none	1.693
none	4.062
none	3.78
none	6.004
none	2.493
none	7.518
none	2.372
none	5.279
none	2.32
none	2.014
none	2.718
none	3.915
none	1.98
none	1.907
none	2.442
none	2.194
none	2.631
none	2.153
none	3.929
none	4.321
none	2.505
none	2.796
none	3.305
none	7.301
none	2.203
none	3.109
none	4.635
none	2.426
none	3.143
none	3.335
none	2.206
none	3.859
none	1.726
none	1.782
none	6.007
none	3.627
none	2.314
none	2.701
none	2.355
none	3.657
none	2.409
none	2.903
none	2.011
none	1.823
none	1.893
none	1.569
none	4.118
none	2.651
none	2.123
none	3.016
none	2.592
none	5.749
none	6.43
none	2.876
none	2.342
none	2.375
none	3.159
none	1.69
none	2.483
none	5.754
none	2.11
none	2.784
none	1.99
none	2.616
none	1.324
none	2.112
none	2.301
none	3.474
none	2.453
none	2.605
none	2.665
none	2.096
none	3.066
none	2.647
none	2.738
none	4.788
none	2.577
none	2.978
none	2.773
none	2.085
none	4.28
none	2.093
none	3.821
none	2.227
none	2.264
none	2.388
none	2.931
none	2.257
none	1.25
none	3.135
none	3.178
none	3.205
none	4.134
none	2.099
none	2.461
none	2.869
none	2.748
none	2.27
none	5.667
none	2.963
none	3.757
none	4.976
none	1.71
none	2.19
none	2.846
none	2.082
none	2.713
none	1.85
none	5.203
none	1.606
none	2.18
none	5.084
none	4.372
none	2.764
none	2.377
none	6.482
none	2.59
none	2.732
none	3.752
none	1.393
none	2.849
none	4.808
none	2.365
none	3.006
none	2.284
none	2.587
none	5.738
none	2.87
none	2.596
none	1.607
none	1.546
none	2.506
none	2.717
none	2.208
none	2.195
none	3.86
none	2.83
none	2.855
none	2.256
none	2.319
none	2.127
none	2.443
none	3.587
none	1.93
none	2.475
none	3.331
none	2.075
none	2.06
none	2.551
none	5.622
none	2.692
none	5.369
none	3.314
none	3.442
none	1.648
none	2.473
none	3.083
none	3.476
none	3.067
none	2.703
none	4.36
none	2.642
none	3.373
none	3.528
none	4.354
none	2.936
none	3.493
none	2.104
none	2.963
none	3.19
none	3.384
none	3.465
none	2.957
none	4.761
none	2.203
none	3.163
none	3.167
none	4.577
none	3.148
none	2.627
none	5.216
none	4.252
none	4.691
none	3.161
none	2.947
none	2.182
none	4.608
none	2.323
none	2.868
none	2.375
none	4.047
none	6.292
none	2.552
none	3.82
none	2.114
none	0.947
none	5.426
none	2.324
none	2.606
none	5.146
none	1.988
none	2.63
none	3.768
none	5.005
none	2.03
none	2.596
none	3.471
none	2.889
none	2.76
none	2.926
none	2.868
none	2.169
none	1.978
none	2.61
none	4.171
none	4.804
none	2.82
none	4.831
none	2.299
none	3.194
none	4.795
none	4.048
none	2.258
none	2.361
none	1.298
none	1.972
none	1.482
none	2.239
none	2.119
none	1.967
none	4.476
none	3.017
none	3.038
none	3.11
none	3.252
none	3.064
none	2.716
none	1.911
none	1.828
none	3.631
none	1.966
none	2.325
none	3.838
none	2.096
none	5.202
none	2.342
none	3.968
none	3.018
none	2.521
none	5.626
none	2.128
none	2.578
none	3.514
none	1.821
none	3.649
none	3.665
none	2.565
none	2.262
none	4.545
none	3.326
none	2.111
none	5.02
none	1.683
none	3.869
none	2.025
none	2.862
none	3.03
none	3.286
none	3.791
none	3.399
none	3.351
none	4.734
none	1.95
none	1.686
none	2.936
none	1.723
none	1.752
none	3.695
none	2.322
none	2.321
none	2.073
none	2.151
none	2.942
none	2.932
none	3.16
none	3.368
none	2.247
none	3.031
none	2.34
none	3.022
none	2.638
none	2.368
none	5.206
none	2.887
none	3.445
none	3.016
none	2.593
none	1.77
none	3.856
none	2.057
none	2.103
none	2.365
none	2.308
none	3.778
none	3.285
none	2.754
none	3.008
none	2.85
none	2.45
none	3.16
none	2.785
none	4.021
none	2.697
none	2.702
none	4.064
none	4.968
none	4.565
none	4.579
none	3.605
none	3.828
none	2.408
none	4.014
none	2.861
none	3.968
none	3.013
none	1.888
none	3.199
none	4.199
none	3.681
none	2.696
none	2.378
none	2.494
none	2.257
none	2.516
none	4.092
none	2.091
none	1.585
none	2.532
none	4.231
none	5.054
none	1.294
none	1.579
none	2.807
none	2.516
none	2.084
none	2.849
none	2.558
none	3.294
none	3.998
none	2.516
none	2.518
none	2.971
none	2.207
none	5.182
none	2.417
none	2.215
none	2.354
none	2.044
none	4.268
none	2.33
none	2.829
none	3.026
none	3.308
none	1.538
none	1.935
none	3.032
none	5.32
none	1.608
none	5.769
none	1.673
none	2.717
none	2.597
none	3.687
none	1.938
none	2.465
none	2.046
none	1.943
none	2.844
none	2.723
none	2.142
none	4.384
none	2.804
none	2.329
none	4.358
none	2.086
none	2.08
none	3.763
none	1.516
none	2.466
none	2.48
none	4.77
none	1.532
none	2.684
none	3.836
none	2.759
none	2.064
none	4.184
none	4.007
none	2.655
none	3.485
none	2.345
none	5.372
none	4.086
none	1.476
none	3.672
none	3.351
none	2.539
none	5.965
none	1.889
none	3.814
none	1.703
none	2.599
none	2.542
none	5.868
none	3.962
none	2.211
none	4.272
none	1.939
none	1.722
none	4.242
none	3.641
none	1.878
none	4.244
none	2.58
none	4.97
none	2.88
none	3.45
none	2.473
none	3.466
none	4.375
none	2.945
none	2.573
none	3.629
none	2.969
none	4.208
none	2.746
none	4.077
none	2.375
none	3.958
none	3.46
none	2.484
none	3.992
none	3.29
none	4.351
none	3.113
none	3.264
none	4.908
none	2.748
none	2.354
none	4.15
none	2.579
none	2.775
none	4.107
none	2.674
none	2.527
none	4.148
none	1.567
none	2.035
none	2.393
none	5.728
none	1.946
none	3.219
none	1.747
none	1.279
none	2.927
none	3.205
none	1.899
none	2.012
none	3.231
none	1.766
none	3.689
none	3.234
none	2.275
none	3.012
none	2.001
none	2.308
none	2.116
none	3.488
none	1.852
none	1.652
none	2.102
none	4.688
none	3.123
none	2.057
none	2.128
none	3.696
none	3.137
none	3.683
none	2.01
none	2.126
none	2.21
none	3.045
none	2.53
none	3.607
none	2.114
none	4.412
none	2.653
none	2.864
none	2.84
none	2.932
none	3.029
none	2.391
none	4.441
none	1.843
none	1.51
none	2.9
none	3.227
none	2.766
none	2.564
none	2.204
none	3.37
none	4.888
none	4.112
none	5.176
none	2.099
none	1.781
none	1.933
none	2.819
none	1.672
none	2.197
none	1.862
none	2.521
none	4.139
none	2.032
none	5.031
none	2.268
none	3.316
none	3.317
none	2.067
none	2.164
none	1.716
none	2.295
none	2.591
none	3.096
none	2.801
none	2.217
none	4.945
none	2.267
none	4.619
none	5.535
none	3.103
none	3.385
none	2.495
none	4.689
