"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"HALLMARK uv response dn (n=144)","HALLMARK uv response dn (n=144)","28/325","144/4383",0.194444444444444,2.62230769230769,5.60150349070959,1.42743867051726e-06,6.99444948553459e-05,6.01026808638848e-05,"CAV1/VAV2/ATP2B1/ATXN1/PIK3R3/SMAD7/SMAD3/SLC22A18/EFEMP1/MAP2K5/MAPK14/NEK7/DDAH1/SYNE1/PEX14/KALRN/ZMIZ1/BCKDHB/BDNF/COL11A1/NR3C1/ITGB3/LDLR/MET/PRKCA/PRKCE/PPARG/RUNX1",28
