gene_name	DRC150
DAZAP2	0.00191055
DAZL	0.00136609
DBF4P1	0.00203535
DBH	0.00182262
DBIP1	0.00194597
DBNDD1	0.00479858
DBNL	0.0015798
DBP	0.00295123
DBX1	0.00126628
DBX2	0.0016077
DCAF10	0.00265789
DCAF13	0.0019389
DCAF13P1	0.00100825
DCAF15	0.00114249
DCAF5	0.00193252
DCAF6	0.00163385
DCAF8	0.000895603
DCAKD	0.00467073
DCBLD1	0.00180217
DCC	0.00252455
DCDC1	0.00154652
DCDC2	0.00238102
DCDC2C	0.00135822
DCHS1	0.0013179
DCHS2	0.0017107
DCK	0.00080463
DCLK1	0.00165488
DCLK2	0.00162255
DCLK3	0.00177247
DCLRE1A	0.00149078
DCLRE1C	0.00169798
DCLRE1CP1	0.00227812
DCN	0.00163149
DCP1A	0.00233295
DCP1B	0.00140142
DCP2	0.00170074
DCPS	0.00165012
DCST2	0.00185221
DCT	0.00150857
DCTD	0.00124895
DCTN1	0.0012425
DCTN4	0.00196577
DCTN6	0.00141434
DDAH1	0.00162844
DDC	0.00143496
DDC8	0.00198682
DDHD1	0.00149368
DDHD2	0.00108156
DDIT4	0.00170434
DDO	0.00169674
DDR1	0.0123163
DDR2	0.00119186
DDX1	0.00175736
DDX10	0.00148108
DDX11	0.0010978
DDX12P	0.00175412
DDX18	0.00205418
DDX20	0.0015177
DDX24	0.00170461
DDX31	0.00170176
DDX39A	0.00105139
DDX39AP1	0.00137964
DDX4	0.00166406
DDX41	0.00166509
DDX42	0.00137756
DDX46	0.00190481
DDX50	0.00268041
DDX56	0.00134868
DDX58	0.00171317
DDX59	0.00141254
DDX60	0.00159818
DDX60L	0.00163254
DDX6P1	0.00794762
DDX6P2	0.00185583
DEAF1	0.00110216
DEC1	0.00226725
DECR1	0.0016918
DEF8	0.00488581
DEFA10P	0.00093884
DEFA3	0.000866372
DEFA4	0.000974699
DEFA6	0.000986058
DEFA7P	0.00079101
DEFA8P	0.000931879
DEFB1	0.00100552
DEFB103A	0.000771091
DEFB110	0.00194776
DEFB125	0.00199081
DEFB127	0.0022485
DEFB129	0.00251197
DEFB132	0.00256474
DEFB133	0.00184693
DEFB134	0.00369293
DEFB136	0.00378029
DEFB4B	0.000646562
DEGS2	0.00173326
DEK	0.001705
DENND1A	0.00177004
DENND1B	0.00159417
DENND1C	0.00153884
DENND2A	0.00154115
DENND2D	0.00155333
DENND3	0.00154298
DENND4C	0.00150863
DENND5A	0.00172379
DENND5B	0.00242169
DENND6B	0.00215891
DEPDC1	0.00173041
DEPDC5	0.00173511
DEPTOR	0.00141664
DERA	0.000886459
DERL1	0.00161491
DERL2	0.00165482
DERL3	0.00218462
DES	0.00142791
DESI2	0.00134721
DET1	0.00248278
DEXI	0.00133968
DFFA	0.00237163
DFFB	0.000699021
DFNA5	0.0017816
DFNB31	0.00133203
DGAT1	0.00190265
DGCR14	0.00225305
DGCR2	0.00268756
DGCR5	0.00296665
DGCR6	0.00273664
DGCR8	0.00129873
DGKA	0.00164034
DGKB	0.00278261
DGKD	0.00136117
DGKE	0.00106618
DGKG	0.00154561
DGKH	0.00189315
DGKI	0.00126725
DGKQ	0.00148814
DGUOK	0.00191143
DGUOK-AS1	0.00190661
DHCR24	0.00233322
DHDH	0.0019079
DHFR	0.00246377
DHODH	0.00337115
DHRS12	0.0017154
DHRS2	0.00125661
DHRS3	0.00127276
DHRS4-AS1	0.0018063
DHRS4L2	0.0018063
DHRS7B	0.00156056
DHRS7C	0.00252432
DHTKD1	0.00259798
DHX15	0.00120672
DHX29	0.00158214
DHX34	0.00115133
DHX35	0.00195864
DHX36	0.00220151
DHX37	0.00117329
DHX57	0.00165755
DHX58	0.00285031
DHX9	0.00112958
DIAPH1	0.0023016
DIAPH3	0.00166485
DIAPH3-AS1	0.00153796
DICER1	0.00139333
DIDO1	0.00171679
DIO1	0.00156846
DIO2	0.00119135
DIO2-AS1	0.00117667
DIO3	0.00176726
DIO3OS	0.00171872
DIP2A	0.00110454
DIP2B	0.00273701
DIP2C	0.00211159
DIRAS1	0.00110651
DIRAS2	0.00166345
DIRC1	0.00222804
DIRC3	0.00146114
DIS3L2	0.00167439
DIS3L2P1	0.00164705
DISC1	0.00170573
DISC1-IT1	0.00129686
DISC1FP1	0.0040879
DISP1	0.00134535
DIXDC1	0.00156693
DKFZP434A062	0.00253207
DKFZP434E1119	0.00115564
DKFZP667F0711	0.00101438
DKFZP761J1410	0.00196882
DKK1	0.00213986
DKK2	0.00139743
DKK3	0.0012311
DLC1	0.00175314
DLD	0.00152073
DLEC1	0.00193692
DLEC1P1	0.00227826
DLEU1	0.00219519
DLEU2	0.00194911
DLEU7	0.00202224
DLEU7-AS1	0.00170705
DLG1	0.00127357
DLG1-AS1	0.00128558
DLG2	0.00209332
DLG4	0.00181367
DLG5	0.00148863
DLGAP1	0.00179863
DLGAP1-AS3	0.0014806
DLGAP1-AS4	0.00179863
DLGAP1-AS5	0.00107732
DLGAP2	0.00265407
DLGAP3	0.00185359
DLGAP4	0.00254692
DLK1	0.00195891
DLK2	0.00185057
DLL4	0.00153325
DLX1	0.00215493
DLX3	0.000944823
DLX4	0.000984045
DLX5	0.00111748
DLX6-AS1	0.00109447
DMBT1	0.00244531
DMBX1	0.00232026
DMGDH	0.00217563
DMKN	0.00143533
DMRT1	0.00201489
DMRT2	0.00153887
DMRT3	0.00154121
DMRTA1	0.00199891
DMTN	0.00131222
DMXL1	0.00190363
DMXL2	0.00167489
DNA2	0.00259302
DNAAF1	0.00160768
DNAH1	0.00319126
DNAH10	0.00303279
DNAH11	0.00250815
DNAH12	0.00219156
DNAH14	0.00176157
DNAH17	0.00295661
DNAH2	0.00336373
DNAH3	0.00173815
DNAH5	0.00121976
DNAH6	0.0011525
DNAH7	0.00106449
DNAH8	0.00270181
DNAH9	0.00126237
DNAI1	0.00165076
DNAI2	0.00145331
DNAJA1	0.0011631
DNAJA1P1	0.00187026
DNAJA1P2	0.00167885
DNAJB11	0.00135547
DNAJB13	0.0022995
DNAJB6	0.00135048
DNAJB8	0.00210917
DNAJB8-AS1	0.00206856
DNAJC1	0.00174862
DNAJC10	0.00143738
DNAJC11	0.00166551
DNAJC12	0.00244575
DNAJC13	0.00168391
DNAJC15	0.000879778
DNAJC16	0.0017626
DNAJC21	0.00173427
DNAJC25	0.00238862
DNAJC25-GNG10	0.00238862
DNAJC27-AS1	0.0016942
DNAJC5	0.00268369
DNAJC5B	0.00104911
DNAJC6	0.00215723
DNAJC8P1	0.0016365
DNAL1	0.00229832
DNAL4	0.00141344
DNASE1	0.00105455
DNASE2B	0.00184514
DND1P1	0.00534028
DNER	0.00143777
DNHD1	0.00119844
DNM1	0.00134835
DNM1L	0.00285425
DNM1P46	0.00201346
DNM2	0.0015709
DNM3	0.00208665
DNMBP	0.00169771
DNMT1	0.00160664
DNMT3A	0.00159049
DNMT3B	0.00242074
DNMT3L	0.00206079
DNTT	0.00200214
DNTTIP2	0.00174525
DOC2B	0.00299242
DOCK1	0.00258206
DOCK10	0.00184328
DOCK2	0.00206696
DOCK3	0.00299113
DOCK4	0.0015111
DOCK5	0.00174902
DOCK6	0.00231382
DOCK7	0.00166875
DOCK8	0.00291924
DOCK9	0.00184761
DOCK9-AS2	0.00206621
DOHH	0.00254855
DOK2	0.00153074
DOK4	0.00205868
DOK5	0.00123388
DOK6	0.0019599
DOK7	0.00154587
DOPEY1	0.00199519
DOPEY2	0.000847818
DOT1L	0.000727636
DPCR1	0.0124446
DPEP1	0.00487627
DPF1	0.00146699
DPF3	0.00208419
DPH1	0.0016158
DPH6	0.00102432
DPH6-AS1	0.000904808
DPH7	0.000555216
DPP10	0.00196946
DPP4	0.00123661
DPP6	0.00181206
DPP9	0.00126261
DPPA2	0.00148571
DPPA2P4	0.00256795
DPPA3	0.0018048
DPPA3P3	0.00135343
DPPA5P1	0.00140936
DPRX	0.00140696
DPT	0.00155007
DPY19L1	0.00176833
DPY19L1P1	0.00208919
DPY19L2	0.0025105
DPY19L2P1	0.00176971
DPY19L3	0.000914366
DPY19L4	0.00215482
DPYD	0.00186157
DPYD-AS1	0.00175933
DPYD-IT1	0.00126435
DPYS	0.00239595
DPYSL2	0.0017408
DPYSL3	0.00133384
DPYSL5	0.00201173
DRAM1	0.00151636
DRAM2	0.00152524
DRAXIN	0.00115726
DRC1	0.00190748
DRD1	0.00101314
DRD2	0.00159162
DRD3	0.0011735
DRG1	0.0017473
DRGX	0.00266175
DROSHA	0.00147364
DSC1	0.00189807
DSC2	0.00173174
DSC3	0.00174151
DSCAM	0.00179084
DSCAM-IT1	0.00108056
DSCAML1	0.0022289
DSCR4	0.000937392
DSE	0.00201764
DSEL	0.00166744
DSG1	0.00192093
DSG2	0.00206146
DSG3	0.0020177
DSG4	0.00186868
DSP	0.00172873
DSPP	0.00275204
DST	0.00151613
DSTN	0.00252016
DSTNP5	0.00116604
DTD1	0.00156585
DTHD1	0.00207258
DTL	0.00147831
DTNA	0.0013872
DTNB	0.00140011
DTNBP1	0.00123341
DTWD2	0.00194574
DTX1	0.00220607
DTX2P1	0.00195441
DTX2P1-UPK3BP1-PMS2P11	0.00195441
DTX4	0.00130466
DUOX1	0.00262725
DUOX2	0.00270468
DUOXA1	0.0027157
DUOXA2	0.0027157
DUS3L	0.00136939
DUSP10	0.00189944
DUSP12	0.00145939
DUSP13	0.00157411
DUSP15	0.00204581
DUSP16	0.00204949
DUSP18	0.00145528
DUSP19	0.00108215
DUSP22	0.00178531
DUSP23	0.00116806
DUSP27	0.00191367
DUSP28	0.00161548
DUSP5	0.00167507
DUSP5P2	0.000945489
DUSP6	0.00204766
DUSP8	0.00154228
DUXA	0.00223226
DVL1	0.000897083
DYM	0.00174966
DYNC1H1	0.00170013
DYNC1I1	0.00166488
DYNC1I2P1	0.00182416
DYNC1LI1	0.00118115
DYNC1LI2	0.00209638
DYNC2H1	0.00209464
DYNC2LI1	0.00195426
DYNLL1P1	0.00115289
DYRK1A	0.00134241
DYRK1B	0.00164775
DYRK2	0.00142302
DYRK3	0.00228611
DYRK4	0.00152201
DYSF	0.00227647
DYTN	0.00164277
DYX1C1	0.00156568
DYX1C1-CCPG1	0.00157531
DZANK1	0.00155834
DZIP1	0.00172241
DZIP1L	0.00167994
E2F2	0.00134447
E2F3	0.00163169
E2F6	0.00216911
E2F7	0.00201788
E2F8	0.00113924
E4F1	0.00151252
EAPP	0.00145922
EBF1	0.00146673
EBF2	0.00176488
EBF3	0.000662701
EBF4	0.0014037
EBNA1BP2	0.00240847
EBPL	0.00188768
ECE1	0.00157068
ECE2	0.00186269
ECEL1	0.00147271
ECEL1P2	0.00166214
ECEL1P3	0.00167703
ECHDC1	0.00118518
ECHDC3	0.0017261
ECHS1	0.00156079
ECT2	0.000895707
ECT2L	0.00275203
EDAR	0.0018625
EDARADD	0.00213452
EDDM3A	0.00130775
EDDM3B	0.00137257
EDEM1	0.00134274
EDEM2	0.00252533
EDEM3	0.00130298
EDIL3	0.00205082
EDN1	0.00206192
EDN3	0.00164081
EDNRA	0.00253527
EDNRB-AS1	0.00157095
EEA1	0.00241325
EEF1A1P11	0.00219712
EEF1A1P12	0.00165508
EEF1A1P16	0.00113313
EEF1A1P20	0.00233236
EEF1A1P21	0.00167936
EEF1A1P22	0.00132506
EEF1A1P26	0.00242606
EEF1A1P27	0.0015655
EEF1A1P28	0.00213014
EEF1A1P36	0.00323432
EEF1A1P38	0.000682302
EEF1A1P42	0.0015602
EEF1A1P5	0.00302437
EEF1A2	0.00217773
EEF1B2P5	0.00190476
EEF1D	0.00295019
EEF1DP3	0.00133333
EEF1E1	0.00163853
EEF1E1-BLOC1S5	0.00163853
EEF1GP2	0.00163438
EEF1GP3	0.00132271
EEF1GP6	0.00117277
EEF2	0.000766307
EEF2K	0.000985473
EEFSEC	0.00211945
EEPD1	0.00103203
EFCAB1	0.000524941
EFCAB11	0.00227276
EFCAB14	0.00268134
EFCAB14-AS1	0.00268134
EFCAB2	0.00134796
EFCAB3	0.00122393
EFCAB4B	0.000915717
EFCAB5	0.00248644
EFCAB6	0.00172729
EFCAB8	0.00264211
EFEMP1	0.00199175
EFHB	0.00161104
EFHC1	0.0017001
EFHD1	0.00133837
EFHD2	0.00157866
EFNA2	0.00214271
EFNA5	0.00156621
EFNB2	0.00198035
EFR3A	0.00185306
EFS	0.00159927
EFTUD1	0.00135642
EFTUD1P2	0.0017615
EGF	0.00197462
EGFEM1P	0.00103586
EGFLAM	0.00090395
EGFR	0.0018138
EGFR-AS1	0.0018138
EGLN1	0.00184044
EGLN2	0.0017379
EGLN3	0.00168555
EGLN3-AS1	0.00117719
EGR2	0.00210353
EGR3	0.00164754
EGR4	0.00189105
EHBP1	0.00155919
EHD2	0.00167291
EHD3	0.00154981
EHD4	0.00120367
EHF	0.00271198
EHHADH	0.00218716
EHHADH-AS1	0.00209926
EHMT1	0.000811092
EI24P4	0.00124386
EIF1AXP1	0.00248499
EIF1B	0.00145078
EIF2AK1	0.00243456
EIF2AK2	0.00237056
EIF2AK4	0.00131326
EIF2AP4	0.00167257
EIF2B5	0.00201047
EIF2D	0.00210986
EIF2S2P3	0.00231124
EIF3B	0.00181854
EIF3D	0.000963587
EIF3E	0.00164706
EIF3F	0.00142889
EIF3H	0.00148791
EIF3IP1	0.00151137
EIF3KP2	0.00167236
EIF3M	0.00159411
EIF4A1P13	0.00167637
EIF4A1P3	0.00172924
EIF4A1P6	0.00100504
EIF4A1P7	0.00180878
EIF4B	0.00328307
EIF4BP3	0.00164582
EIF4BP4	0.00113056
EIF4BP8	0.00158229
EIF4E	0.00207467
EIF4E2	0.00117425
EIF4E3	0.00103887
EIF4EBP2	0.00192017
EIF4G1	0.00175142
EIF4G2	0.001181
EIF4G3	0.00154716
EIF4HP1	0.00252356
EIF5A	0.00219072
EIF5B	0.00222239
ELAC2	0.00211784
ELANE	0.00141164
ELAVL1	0.00152032
ELAVL2	0.00125886
ELAVL4	0.0013786
ELF1	0.00246116
ELF2	0.00124096
ELF5	0.00167707
ELFN1	0.00306589
ELFN2	0.00233064
ELK1P1	0.00127395
ELK3	0.00180786
ELK4	0.00207184
ELL	0.00150193
ELL2	0.00120491
ELL2P2	0.00273433
ELL2P3	0.00209584
ELMO1	0.00170447
ELMO2	0.00147507
ELMO2P1	0.000818666
ELMOD1	0.00209877
ELMOD2	0.0012856
ELMSAN1	0.00242257
ELN	0.00147843
ELOF1	0.0015939
ELOVL2	0.00101731
ELOVL4	0.00256818
ELOVL5	0.000870105
ELOVL6	0.00179882
ELOVL7	0.00163224
ELP2	0.00179394
ELP3	0.0017589
ELP4	0.00159141
ELSPBP1	0.00163335
ELTD1	0.00123576
EMC3	0.00115718
EMC8	0.00146034
EMCN	0.00195269
EMCN-IT2	0.00182731
EMG1	0.00232098
EMID1	0.00161454
EMILIN2	0.00278155
EML1	0.00196137
EML2	0.00126504
EML4	0.00115768
EML5	0.001027
EML6	0.00179727
EMP1	0.0022245
EMP2	0.00219354
EMR1	0.00226453
EMR2	0.00161472
EMR3	0.00147024
EMR4P	0.00228808
EMX2OS	0.00124598
EN1	0.00171234
EN2	0.00106176
ENAH	0.00154542
ENAM	0.00104278
ENC1	0.000985404
ENDOD1	0.00152951
ENDOU	0.00192677
ENDOV	0.00184707
ENG	0.00225076
ENGASE	0.00172064
ENKUR	0.00161192
ENO1	0.00171511
ENOPH1	0.00185276
ENOSF1	0.00168121
ENOX1	0.00110471
ENPEP	0.00200723
ENPP1	0.00306792
ENPP2	0.00196467
ENPP3	0.001734
ENPP4	0.00112186
ENPP5	0.0010654
ENPP6	0.00175843
ENPP7	0.00110517
ENPP7P11	0.00106285
ENPP7P2	0.00192615
ENPP7P4	0.00245343
ENPP7P5	0.00344487
ENPP7P9	0.00274695
ENSAP3	0.00164863
ENTHD1	0.000851448
ENTPD1-AS1	0.00171794
ENTPD2	0.00105804
ENTPD4	0.00107034
ENTPD5	0.00276892
EOGT	0.00191161
EOMES	0.00175169
EP300	0.00129259
EP400	0.00204081
EP400NL	0.00215971
EPAS1	0.00193638
EPB41	0.00158385
EPB41L1	0.00222762
EPB41L2	0.0022119
EPB41L3	0.0017295
EPB41L4A	0.00216804
EPB41L4B	0.00153586
EPC1	0.00226514
EPC2	0.00116015
EPCAM	0.00158223
EPDR1	0.00241971
EPG5	0.00155509
EPHA1	0.0015057
EPHA1-AS1	0.00161373
EPHA10	0.00187735
EPHA2	0.00236467
EPHA3	0.00199748
EPHA4	0.00149855
EPHA5	0.00187572
EPHA6	0.00194516
EPHA7	0.00238616
EPHA8	0.00158356
EPHB1	0.00227974
EPHB2	0.00169297
EPHB3	0.00171909
EPHB4	0.00290041
EPHB6	0.00123412
EPHX1	0.00139132
EPHX2	0.00211547
EPM2A	0.00171467
EPN2	0.00112605
EPN3	0.00164518
EPO	0.00282794
EPPIN	0.00265112
EPPIN-WFDC6	0.00265112
EPPK1	0.00267464
EPRS	0.00150739
EPS15	0.00115687
EPS15L1	0.00092478
EPS15P1	0.00121995
EPS8	0.000799099
EPS8L2	0.00110198
EPS8L3	0.00179425
EPSTI1	0.00142776
EPT1	0.00191672
EPX	0.00153144
EPYC	0.00165809
ERAP1	0.00169998
ERAP2	0.0016086
ERBB2IP	0.00155119
ERBB4	0.00211358
ERC1	0.00163365
ERC2	0.00195572
ERCC1	0.00153582
ERCC2	0.00151241
ERCC4	0.00119732
ERCC5	0.00193938
ERCC6	0.00222908
ERCC6L2	0.00147539
EREG	0.00124386
ERG	0.00120318
ERGIC1	0.0014262
ERI1	0.00159737
ERI2	0.001803
ERI3	0.00206368
ERICH1	0.00138826
ERICH1-AS1	0.00156612
ERMARD	0.00128724
ERMN	0.00106439
ERMP1	0.00150334
ERN1	0.00149103
ERN2	0.00122294
ERO1L	0.00160754
ERO1LB	0.00159151
ERP27	0.00142031
ERP44	0.00101176
ERRFI1	0.00150093
ERV3-1	0.00302717
ERVFRD-1	0.000891855
ERVK13-1	0.00181231
ERVK3-1	0.00168797
ERVMER34-1	0.00105252
ERVMER61-1	0.00142305
ERVV-2	0.00123773
ESD	0.00140748
ESF1	0.00143068
ESM1	0.00151432
ESPN	0.00204627
ESPNL	0.00181637
ESR1	0.00156984
ESR2	0.002908
ESRP1	0.00218097
ESRRAP2	0.00117258
ESRRB	0.00157022
ESRRG	0.00116816
ESYT2	0.00203604
ESYT3	0.00181215
ETAA1	0.00177629
ETFB	0.00187021
ETFDH	0.002188
ETHE1	0.0014619
ETNK2	0.00195882
ETNPPL	0.00151214
ETS1	0.00145959
ETS2	0.00140996
ETV1	0.00208213
ETV3	0.00156152
ETV3L	0.00160551
ETV5	0.00137986
ETV6	0.00258015
ETV7	0.00169102
EVA1A	0.00164925
EVA1C	0.00191361
EVC	0.0021
EVC2	0.00236772
EVI5	0.00192574
EVL	0.00168813
EVPL	0.00175808
EVX1	0.00250456
EVX2	0.00128534
EXD1	0.00152615
EXO1	0.00101446
EXOC1	0.00180362
EXOC2	0.00188809
EXOC3L2	0.00128375
EXOC3L4	0.0018821
EXOC4	0.0016505
EXOC5P1	0.00161373
EXOC6	0.00235745
EXOC6B	0.00131873
EXOC7P1	0.00121257
EXOG	0.00234133
EXOGP1	0.00173717
EXOSC2	0.00129933
EXOSC3P2	0.00127779
EXOSC7	0.00172802
EXPH5	0.00180213
EXT1	0.00189499
EXT2	0.00107961
EXTL2P1	0.00155159
EXTL3	0.0017005
EYA1	0.00160187
EYA2	0.00178081
EYA3	0.00159505
EYA4	0.00208036
EYS	0.00259747
EZH2	0.00136615
EZR-AS1	0.00171943
F10	0.00119018
F11	0.0017582
F11-AS1	0.00176441
F13A1	0.00142454
F13B	0.00171909
F2RL2	0.0014524
F3	0.00124909
F5	0.00187666
F7	0.00119679
FA2H	0.00158017
FABP3P2	0.00188938
FABP5	0.00107301
FABP5P1	0.00156049
FABP6	0.00126559
FABP7	0.00145544
FADD	0.001783
FADS1	0.00191751
FADS2	0.00191751
FAF1	0.00131146
FAF2	0.00200862
FAF2P1	0.00199274
FAH	0.00250103
FAIM2	0.00237581
FAIM3	0.00279753
FAM101A	0.00297382
FAM101B	0.00220478
FAM102A	0.00136524
FAM102B	0.00153657
FAM104A	0.00130148
FAM105A	0.000832603
FAM107A	0.00228781
FAM107B	0.00203925
FAM110A	0.00150798
FAM110B	0.00190172
FAM110C	0.00159892
FAM110D	0.00252995
FAM114A1	0.0101277
FAM114A2	0.00153219
FAM115C	0.00170683
FAM115D	0.00170683
FAM117A	0.00100478
FAM118A	0.0013623
FAM118B	0.00162009
FAM120AOS	0.00225639
FAM120B	0.00269189
FAM124A	0.0016654
FAM124B	0.00162533
FAM126A	0.00244865
FAM126B	0.00139609
FAM129A	0.0013625
FAM129B	0.00205195
FAM129C	0.00124013
FAM131B	0.00141061
FAM131C	0.0023484
FAM133DP	0.00106453
FAM134B	0.000941951
FAM134C	0.00309003
FAM135A	0.00141578
FAM135B	0.00188038
FAM136BP	0.0011652
FAM13A	0.00137721
FAM13B	0.00200597
FAM13C	0.00162295
FAM149A	0.00189325
FAM149B1P1	0.000963426
FAM150A	0.00134038
FAM151B	0.00238043
FAM153A	0.00164449
FAM154A	0.00230419
FAM155A	0.00146497
FAM155A-IT1	0.00118815
FAM157B	0.00186363
FAM159A	0.00111749
FAM159B	0.00198468
FAM160A1	0.00158581
FAM160A2	0.00122606
FAM160B1	0.00186434
FAM162B	0.00181535
FAM163A	0.00187827
FAM163B	0.00187451
FAM167A	0.00150696
FAM168A	0.00174107
FAM169B	0.00138783
FAM170B-AS1	0.00233779
FAM171A1	0.00188493
FAM172A	0.000889355
FAM173B	0.00112027
FAM174B	0.00221254
FAM177B	0.0018653
FAM179A	0.00213001
FAM180A	0.00125336
FAM181A	0.00175233
FAM181A-AS1	0.00196634
FAM182B	0.00218561
FAM183B	0.00204841
FAM184A	0.00223243
FAM184B	0.00189231
FAM185A	0.00229913
FAM185BP	0.0017583
FAM187B	0.00128837
FAM188A	0.00183149
FAM188B	0.00166884
FAM188B2	0.00132015
FAM189A1	0.00148324
FAM189A2	0.00156615
FAM194A	0.00118742
FAM194B	0.00176757
FAM196A	0.0016787
FAM196B	0.00196336
FAM198B	0.00133353
FAM19A1	0.00157281
FAM19A2	0.00151349
FAM19A3	0.00192018
FAM19A4	0.00187542
FAM19A5	0.00522494
FAM201A	0.00176714
FAM201B	0.00223399
FAM204A	0.00151752
FAM205A	0.0019024
FAM205B	0.00187361
FAM207A	0.00189769
FAM207CP	0.0012789
FAM208B	0.00188822
FAM209B	0.00190482
FAM20A	0.00166314
FAM20B	0.0015834
FAM20C	0.000780927
FAM210A	0.00164159
FAM210B	0.00229034
FAM211A	0.00198648
FAM211B	0.0016661
FAM214A	0.00136754
FAM214B	0.0018577
FAM216B	0.00158902
FAM218BP	0.00116166
FAM21B	0.0011155
FAM220A	0.00219665
FAM220CP	0.0016346
FAM222A	0.00231918
FAM222A-AS1	0.00231918
FAM225A	0.00152072
FAM225B	0.00150264
FAM227A	0.0013427
FAM227B	0.00142644
FAM228A	0.00192373
FAM230A	0.00172777
FAM24B	0.00179376
FAM25G	0.000873629
FAM3B	0.0023854
FAM3C	0.00168407
FAM3D	0.00180795
FAM41C	0.00164604
FAM43B	0.00207498
FAM45A	0.00223747
FAM46A	0.00268668
FAM46B	0.00157798
FAM46C	0.00209982
FAM47E	0.00324634
FAM47E-STBD1	0.00323184
FAM49A	0.00167811
FAM49B	0.00145503
FAM53A	0.00325462
FAM57B	0.00166998
FAM58BP	0.00197676
FAM60A	0.00209753
FAM64A	0.00194544
FAM65B	0.00262176
FAM65C	0.0017904
FAM66A	0.00226295
FAM66D	0.00319169
FAM69A	0.0019828
FAM69B	0.00156055
FAM69C	0.00142169
FAM71E2	0.00166403
FAM71F2	0.00165151
FAM78A	0.0012074
FAM78B	0.00106075
FAM81A	0.00249381
FAM81B	0.00127173
FAM83A	0.0020014
FAM83B	0.002608
FAM83F	0.00101658
FAM83G	0.00136345
FAM83H	0.00283594
FAM84A	0.00186209
FAM84B	0.00181919
FAM86A	0.00195648
FAM86B1	0.00279854
FAM86B3P	0.00197525
FAM86EP	0.00272451
FAM86FP	0.00337908
FAM86GP	0.00158586
FAM86LP	0.00176151
FAM87A	0.00148002
FAM89A	0.00207978
FAM8A3P	0.00175248
FAM90A1	0.00326419
FAM90A18P	0.000652213
FAM90A27P	0.00137758
FAM90A28P	0.00166594
FAM91A1	0.00131575
FAM92B	0.00240231
FAM98B	0.00192467
FAM99A	0.00149242
FAM99B	0.00147033
FAN1	0.00116866
FANCA	0.00528185
FANCC	0.00119416
FANCD2P2	0.00247789
FANCE	0.00236185
FANCF	0.00109967
FANCI	0.00146906
FANCM	0.000719778
FANK1	0.00158224
FAP	0.00114035
FAR1	0.00140251
FAR1P1	0.00153634
FAR2	0.00249855
FARP1	0.0016009
FARP1-AS1	0.00145775
FARP2	0.00176972
FARS2	0.00165727
FARSB	0.00167348
FARSBP1	0.00104787
FAS	0.00148484
FASLG	0.00125818
FASN	0.00178133
FAT1	0.00194306
FAT2	0.0017896
FAT3	0.00194566
FAT4	0.00207368
FAUP1	0.00124788
FAXC	0.00162772
FBLIM1	0.00173651
FBLN1	0.00136845
FBLN2	0.00175166
FBLN5	0.00183305
FBLN7	0.00271522
FBN1	0.00186216
FBN2	0.00172803
FBN3	0.00213671
FBP1	0.00150123
FBP2	0.00159332
FBRSL1	0.00158272
FBXL13	0.00241571
FBXL14	0.00116509
FBXL17	0.0018811
FBXL18	0.00240647
FBXL2	0.00165525
FBXL21	0.00120819
FBXL3	0.00102142
FBXL4	0.00157437
FBXL7	0.000938608
FBXO10	0.00229922
FBXO11	0.00187152
FBXO15	0.00138678
FBXO16	0.00203032
FBXO17	0.00164276
FBXO18	0.00186296
FBXO2	0.0013962
FBXO21	0.00197994
FBXO25	0.00137507
FBXO27	0.00170601
FBXO28	0.00243357
FBXO31	0.00181516
FBXO32	0.00265233
FBXO39	0.00220545
FBXO40	0.00243258
FBXO41	0.00178406
FBXO42	0.00248447
FBXO45	0.00128719
FBXO6	0.00115534
FBXO7	0.00121195
FBXW11	0.000869331
FBXW7	0.00133666
FBXW8	0.00148543
FCAMR	0.00278047
FCAR	0.00315859
FCER2	0.000920186
FCF1P10	0.00139966
FCGBP	0.00164264
FCGR1A	0.00168686
FCGR2A	0.00152112
FCGR2B	0.00155332
FCGR2C	0.0015429
FCGR3A	0.0015429
FCGRT	0.00139337
FCHO1	0.00090208
FCHO2	0.00101951
FCHSD2	0.0014192
FCN1	0.00204417
FCN2	0.00209528
FCN3	0.00132981
FCRL2	0.00186969
FCRL5	0.0019295
FCRL6	0.00111606
FCRLA	0.00157069
FDCSP	0.00157303
FDFT1	0.00343888
FDPSP1	0.00133474
FDPSP6	0.00163001
FDX1	0.00147854
FECH	0.00152024
FECHP1	0.00153132
FEM1A	0.00145947
FEM1AP2	0.00210071
FEM1AP3	0.00154759
FEM1AP4	0.00245263
FENDRR	0.00118004
FER	0.00129303
FER1L5	0.00142612
FER1L6	0.0021702
FER1L6-AS1	0.0021702
FER1L6-AS2	0.00216959
FERMT1	0.00174784
FERMT2	0.001541
FETUB	0.00142433
FEZ1	0.00172449
FEZ2	0.00195717
FEZF1	0.00133693
FEZF2	0.00142905
FFAR2	0.00131893
FFAR3	0.00123911
FFAR4	0.00180183
FGA	0.00129484
FGD2	0.00183379
FGD3	0.00255003
FGD4	0.00274801
FGD5	0.0011411
FGD5-AS1	0.0011411
FGF1	0.0014054
FGF10	0.0012335
FGF12	0.00167789
FGF12-AS1	0.00152081
FGF14	0.00149284
FGF14-IT1	0.00139176
FGF17	0.00141539
FGF18	0.00206275
FGF19	0.0010337
FGF2	0.00199339
FGF20	0.000754104
FGF21	0.00271508
FGF22	0.000862386
