gene_name	DRC150
PCDHA9	0.00298489
PCDHB1	0.00283323
PCDHB9	0.00286783
PCDHGA1	0.00234199
PCDHGA2	0.00234199
PCDHGA3	0.00234199
PCDHGA4	0.00234199
PCDHGA5	0.00234199
PCDHGA6	0.00234199
PCDHGA7	0.00234199
PCDHGA8	0.00234199
PCDHGB1	0.00234199
PCDHGB2	0.00234199
PCDHGB3	0.00234199
PCDHGB4	0.00234199
PCDP1	0.00137239
PCED1B	0.00229008
PCF11	0.00135649
PCGEM1	0.00120089
PCGF3	0.00110461
PCGF5	0.000973385
PCK1	0.00109084
PCK2	0.00318797
PCLO	0.00203616
PCM1	0.00283632
PCMT1	0.002088
PCMTD1	0.00152525
PCMTD2	0.00249745
PCNPP2	0.00146949
PCNT	0.00114248
PCNX	0.00173125
PCNXL2	0.00205072
PCNXL4	0.00184969
PCOLCE2	0.00158418
PCP2	0.0012352
PCP4	0.00116417
PCP4L1	0.00147761
PCSK2	0.00167041
PCSK4	0.00121576
PCSK5	0.00238162
PCSK6	0.00225712
PCSK7	0.00231203
PCSK9	0.00179512
PCTP	0.00116269
PCYOX1	0.00160191
PCYOX1L	0.00140525
PCYT1A	0.00140753
PDCD1	0.00116953
PDCD1LG2	0.00163417
PDCD2	0.00271369
PDCD5	0.00171443
PDCD6IP	0.00155125
PDCD7	0.00166201
PDCL	0.00188587
PDE10A	0.00208312
PDE11A	0.00236078
PDE1A	0.00171833
PDE1B	0.0024762
PDE1C	0.00136557
PDE2A	0.00175269
PDE3A	0.00157385
PDE4A	0.00175056
PDE4B	0.001803
PDE4D	0.00170853
PDE4DIP	0.00219291
PDE5A	0.00325023
PDE6A	0.00237175
PDE6C	0.00130183
PDE6H	0.001557
PDE7A	0.00106842
PDE7B	0.00129076
PDE8A	0.00186453
PDE8B	0.00240562
PDE9A	0.00273269
PDGFA	0.000410361
PDGFB	0.0015021
PDGFC	0.0012381
PDGFD	0.00261722
PDGFRA	0.00160907
PDGFRB	0.00140219
PDGFRL	0.0024238
PDHA2	0.00146031
PDHX	0.00281013
PDIA4	0.00172766
PDIA5	0.00162802
PDIA6	0.00247798
PDILT	0.00286591
PDK1	0.00172808
PDK2	0.00112868
PDK4	0.00173563
PDLIM1	0.00196596
PDLIM2	0.00122746
PDLIM3	0.00154739
PDLIM4	0.00456515
PDLIM5	0.00157619
PDLIM7	0.00181787
PDP1	0.00219298
PDPN	0.00191014
PDRG1	0.00218661
PDS5A	0.00244338
PDS5B	0.00148629
PDSS1	0.00218296
PDSS2	0.0017588
PDX1	0.00113149
PDX1-AS1	0.00120395
PDXDC2P	0.00239447
PDXK	0.00205351
PDYN	0.00141658
PDZD2	0.00237767
PDZD7	0.00116533
PDZD8	0.000889649
PDZK1	0.00299269
PDZRN3	0.00158966
PDZRN4	0.00217851
PEAK1	0.00188716
PEBP4	0.00164957
PECR	0.00124286
PEG3	0.00113066
PELI2	0.00130652
PELP1	0.00208001
PEMT	0.00247364
PEPD	0.0011264
PER2	0.00185027
PER3	0.00154819
PERP	0.00141942
PES1P1	0.00236654
PES1P2	0.00122641
PEX1	0.0015914
PEX11G	0.00152953
PEX12P1	0.00162883
PEX14	0.0023039
PEX16	0.00171254
PEX19	0.000895603
PEX26	0.00268469
PEX5	0.00187127
PEX5L	0.00120207
PEX5L-AS2	0.00116966
PEX7	0.0018582
PFDN1	0.00264488
PFDN4	0.000934147
PFKFB3	0.00158976
PFKL	0.00202865
PFKP	0.00178014
PFN1P1	0.00185434
PFN1P9	0.00117382
PGAM1	0.00171457
PGAM1P1	0.00129917
PGAM1P13	0.00208317
PGAM1P2	0.00162422
PGAM1P5	0.00208883
PGAM2	0.0015798
PGAM3P	0.00173206
PGAM4P2	0.00227152
PGAM5P1	0.00104637
PGAP1	0.00165146
PGAP2	0.0018809
PGBD2	0.00151597
PGBD4	0.00170015
PGBD4P5	0.00241659
PGBD5	0.00187084
PGC	0.00258697
PGD	0.00238176
PGK1P2	0.00160826
PGLYRP4	0.00182562
PGM1	0.00163553
PGM2	0.00323026
PGM5	0.00150291
PGPEP1	0.00150638
PGPEP1L	0.00161847
PGR	0.00103715
PGS1	0.000804242
PHACTR1	0.00204474
PHACTR2	0.00180763
PHACTR3	0.00187024
PHACTR4	0.00177219
PHAX	0.000892022
PHB2P1	0.00172979
PHBP14	0.0011705
PHBP3	0.00145461
PHC2	0.00124726
PHC3	0.00158013
PHF1	0.00541118
PHF12	0.00186008
PHF14	0.00171572
PHF15	0.0019274
PHF17	0.002245
PHF2	0.00226141
PHF21A	0.00175989
PHF21B	0.00252085
PHF23	0.0020163
PHF2P2	0.00142876
PHF3	0.00184992
PHGDH	0.00173386
PHIP	0.00210795
PHKB	0.000924097
PHKBP1	0.00121941
PHKG1P4	0.00243723
PHLDA1	0.00257312
PHLDB2	0.00220257
PHLPP1	0.00153186
PHRF1	0.00110012
PHTF1	0.00125835
PHTF2	0.00175316
PHYH	0.00240847
PHYHIP	0.0011064
PHYHIPL	0.00149712
PHYKPL	0.00224411
PI16	0.00178219
PI3	0.0016325
PI4K2A	0.00166012
PI4K2B	0.00136887
PI4KA	0.00161232
PIAS1	0.00121291
PIBF1	0.00137461
PICALM	0.00231923
PICK1	0.00250998
PID1	0.00113808
PIEZO1	0.00253403
PIEZO1P1	0.0015958
PIEZO1P2	0.00140817
PIEZO2	0.00275275
PIGC	0.00173542
PIGCP2	0.00148306
PIGG	0.000782318
PIGH	0.00248028
PIGK	0.00241003
PIGL	0.00205623
PIGM	0.00134817
PIGN	0.00237349
PIGPP4	0.000786059
PIGT	0.00216413
PIGX	0.00138358
PIGZ	0.00123741
PIK3AP1	0.00179011
PIK3C2A	0.00106381
PIK3C2B	0.00188808
PIK3C2G	0.0025313
PIK3C3	0.00119586
PIK3CA	0.00132467
PIK3CB	0.00186625
PIK3CD	0.0022402
PIK3CG	0.0013962
PIK3R1	0.00126592
PIK3R4	0.00164328
PIK3R5	0.00190402
PIK3R6	0.00186959
PIKFYVE	0.00187296
PIM1	0.00168871
PIM3	0.00154915
PINK1	0.00207633
PINK1-AS	0.00207633
PINX1	0.0015161
PIP4K2A	0.00185396
PIP5K1B	0.00167615
PIP5K1C	0.0014077
PIP5K1P2	0.00288764
PIPOX	0.00217378
PIRT	0.000980529
PITPNA	0.00077381
PITPNC1	0.00196512
PITPNM3	0.00221653
PITRM1	0.00139815
PITX2	0.00158229
PIWIL1	0.00146274
PIWIL2	0.00115532
PIWIL3	0.00136773
PIWIL4	0.00185303
PJA2	0.000901116
PKD1	0.00118589
PKD1L1	0.00136833
PKD1L2	0.00120343
PKD2	0.00336013
PKD2L1	0.00159917
PKDCC	0.00106555
PKHD1	0.00232685
PKHD1L1	0.00175298
PKIA	0.00131411
PKIB	0.0017811
PKIG	0.00119557
PKMP4	0.00143539
PKMP5	0.00102467
PKMYT1	0.00160234
PKN1	0.00106141
PKN2	0.00248669
PKNOX1	0.00255589
PKNOX2	0.00161006
PKP1	0.00199609
PKP2	0.00356496
PKP4	0.00170975
PLA1A	0.00278083
PLA2G12AP2	0.00197407
PLA2G12B	0.0012586
PLA2G16	0.00171927
PLA2G1B	0.00190945
PLA2G2A	0.00184645
PLA2G2C	0.00196445
PLA2G2D	0.00188126
PLA2G2E	0.00164201
PLA2G2F	0.00195279
PLA2G3	0.00166655
PLA2G4A	0.00118592
PLA2G4C	0.00151094
PLA2G4D	0.0013886
PLA2G4E	0.00139033
PLA2G4F	0.00129314
PLA2G5	0.00187128
PLA2G6	0.002526
PLA2G7	0.0013466
PLA2R1	0.00130786
PLAC1L	0.00159851
PLAC4	0.00233849
PLAC8	0.00168748
PLAC9	0.00245467
PLAGL1	0.00149997
PLAUR	0.00184889
PLB1	0.0018069
PLBD1	0.00138964
PLBD2	0.00149048
PLCB1	0.00271886
PLCB2	0.00125105
PLCB4	0.00166049
PLCD1	0.00192988
PLCD3	0.00477801
PLCD4	0.00188125
PLCE1	0.00165036
PLCG2	0.00202393
PLCH1	0.00232865
PLCH2	0.00202275
PLCL1	0.0019462
PLCL2	0.00156865
PLCXD2	0.00218379
PLCXD3	0.00145731
PLCZ1	0.00255085
PLD1	0.00125349
PLD2	0.00170785
PLD3	0.00177905
PLD5	0.00175038
PLEC	0.00231309
PLEK	0.0018525
PLEK2	0.0022842
PLEKHA1	0.00196871
PLEKHA2	0.00135072
PLEKHA4	0.00160322
PLEKHA5	0.00177438
PLEKHA6	0.00192745
PLEKHA7	0.00105364
PLEKHA8P1	0.00169192
PLEKHB2	0.000914892
PLEKHD1	0.00197626
PLEKHF2	0.00181078
PLEKHG1	0.00216387
PLEKHG2	0.00208493
PLEKHG3	0.00279537
PLEKHG4	0.0019412
PLEKHG4B	0.00165341
PLEKHG5	0.00208926
PLEKHG6	0.00148281
PLEKHH1	0.00256327
PLEKHH2	0.00199142
PLEKHM3	0.00207774
PLEKHN1	0.00163491
PLEKHO2	0.00168533
PLEKHS1	0.00170391
PLG	0.0020531
PLGLA	0.00166457
PLGRKT	0.00136309
PLIN2	0.00225436
PLIN3	0.00134452
PLIN4	0.000960379
PLK1S1	0.00142692
PLK2	0.00139653
PLK5	0.00130541
PLLP	0.00305177
PLOD1	0.00310271
PLOD2	0.0020361
PLSCR1	0.0016399
PLSCR2	0.00160651
PLSCR4	0.00185952
PLSCR5	0.00155674
PLVAP	0.00152586
PLXDC1	0.00205393
PLXDC2	0.00164328
PLXNA1	0.00134506
PLXNA2	0.00240459
PLXNA4	0.0019125
PLXNB2	0.00195369
PLXNC1	0.00221355
PLXND1	0.00198576
PM20D1	0.00208896
PMAIP1	0.000671346
PMCH	0.00125412
PMCHL1	0.00249818
PMEPA1	0.00231546
PMFBP1	0.00319125
PML	0.00214127
PMM2	0.00112536
PMM2P1	0.00198901
PMP22	0.00168963
PMPCA	0.00245007
PMS2	0.0024038
PMVK	0.00176868
PNISR	0.00170982
PNLDC1	0.00210725
PNLIP	0.000928999
PNLIPRP1	0.00119769
PNLIPRP3	0.000915888
PNMAL1	0.00163103
PNMAL2	0.00170129
PNN	0.00168402
PNO1	0.00218092
PNOC	0.00179285
PNP	0.00112491
PNPLA1	0.00199134
PNPLA3	0.00163336
PNPLA5	0.00171374
PNPLA6	0.00132853
PNPLA7	0.000518112
PNPLA8	0.0021015
PNPT1	0.00195202
PNPT1P2	0.00129032
POC1A	0.00266919
POC1B	0.00212522
POC5	0.00222981
PODXL	0.00120204
PODXL2	0.00222816
POGLUT1	0.00277552
POGZ	0.0015725
POLA2	0.00194851
POLB	0.000742068
POLD1	0.00253317
POLD2P1	0.00122567
POLD3	0.00194421
POLDIP2	0.0016614
POLE	0.00166093
POLE4	0.00121144
POLH	0.00141317
POLN	0.00247247
POLQ	0.00225212
POLR1B	0.00285231
POLR1D	0.0013508
POLR2A	0.00379129
POLR2B	0.00164461
POLR2E	0.00212833
POLR2G	0.00230674
POLR2KP2	0.00157845
POLR2M	0.00139955
POLR3A	0.00144534
POLR3B	0.00133086
POLR3GL	0.00302817
POLR3K	0.00313057
POLR3KP1	0.00163376
POLR3KP2	0.00128001
POLRMT	0.000843694
POLRMTP1	0.00143724
POM121L12	0.00229445
POM121L13P	0.00246263
POM121L3P	0.00152503
POMC	0.00164477
POMGNT2	0.0016271
POMP	0.00207645
POMT2	0.00172209
PON1	0.00151964
PON2	0.0015301
PON3	0.00151964
POP1	0.00125377
POP4	0.00136872
POPDC2	0.00288846
POR	0.00197718
POSTN	0.00172595
POTEC	0.00211552
POTEF	0.0011953
POTEH	0.00201535
POTEKP	0.00136966
POU1F1	0.00129459
POU2AF1	0.00178211
POU2F1	0.000621211
POU2F2	0.00108925
POU2F3	0.0035495
POU3F1	0.00139289
POU3F2	0.00158838
POU4F2	0.00160274
POU5F1P2	0.00168024
POU5F1P3	0.00284865
POU6F1	0.00209811
POU6F2	0.00214215
PP13004	0.00125866
PP2D1	0.00171085
PPA1	0.00191947
PPA2	0.00160592
PPAN	0.00160217
PPAN-P2RY11	0.00160217
PPAP2A	0.00159678
PPAP2B	0.00100895
PPAP2C	0.00215499
PPAPDC1A	0.00168596
PPAPDC2	0.00216612
PPAPDC3	0.00136466
PPARA	0.00091118
PPARD	0.00236537
PPARG	0.00168895
PPARGC1A	0.00229267
PPARGC1B	0.0023958
PPATP1	0.00132037
PPCDC	0.00221018
PPEF2	0.00267725
PPFIA1	0.00168499
PPFIA2	0.00261346
PPFIA3	0.00191726
PPFIA4	0.00118916
PPFIBP1	0.00173352
PPFIBP2	0.00237962
PPHLN1	0.00169999
PPIAP1	0.00136461
PPIAP17	0.00210882
PPIAP19	0.00190277
PPIAP21	0.0014952
PPIAP22	0.00175498
PPIAP23	0.000763413
PPIAP24	0.00177577
PPIAP27	0.00143248
PPIAP28	0.00178132
PPIAP31	0.00246397
PPIAP7	0.00149328
PPIE	0.00203938
PPIEL	0.00218319
PPIF	0.000919464
PPIL2	0.0017348
PPIL4	0.0019964
PPIP5K2	0.00243891
PPL	0.00207295
PPM1A	0.00188145
PPM1AP1	0.00248186
PPM1B	0.00195061
PPM1E	0.00185058
PPM1H	0.00171781
PPM1K	0.00265536
PPM1L	0.00189429
PPP1CB	0.00195393
PPP1CC	0.00249158
PPP1R10P1	0.000937443
PPP1R11P1	0.00173843
PPP1R12A	0.000722336
PPP1R12B	0.00128916
PPP1R12C	0.000817927
PPP1R13B	0.00164458
PPP1R14C	0.00259954
PPP1R16A	0.00125399
PPP1R16B	0.00200935
PPP1R17	0.00167678
PPP1R1AP2	0.000558251
PPP1R1C	0.0015939
PPP1R21	0.00167786
PPP1R26	0.00184754
PPP1R26-AS1	0.00161249
PPP1R2P1	0.00788921
PPP1R2P4	0.00179698
PPP1R36	0.00280202
PPP1R37	0.00132203
PPP1R3A	0.00212903
PPP1R3C	0.00184394
PPP1R3G	0.00111459
PPP1R42	0.000927857
PPP1R7	0.00162202
PPP1R9A	0.00134114
PPP1R9B	0.00116687
PPP2R1A	0.0013258
PPP2R2A	0.00141581
PPP2R2B	0.00130877
PPP2R2C	0.0018152
PPP2R2D	0.00135119
PPP2R3A	0.00140946
PPP2R4	0.00170874
PPP2R5A	0.00163044
PPP2R5B	0.00180321
PPP2R5C	0.00185312
PPP2R5E	0.00240047
PPP3CA	0.00207734
PPP3CC	0.00112584
PPP4R1L	0.000936623
PPP4R2	0.00231441
PPP4R4	0.00163558
PPP5C	0.00133416
PPP5D1	0.00176838
PPP6R1	0.00157331
PPP6R2	0.00214842
PPP6R3	0.00129687
PQLC2	0.00202239
PRAM1	0.00153394
PRAME	0.00196721
PRAMEF1	0.000989603
PRAMEF19	0.00155251
PRAMEF20	0.00160927
PRAMEF26	0.000969157
PRAMEF4	0.00094776
PRAMENP	0.0020893
PRB1	0.0012974
PRB2	0.00127678
PRB3	0.00147082
PRB4	0.00143152
PRC1	0.00240172
PRCC	0.00149824
PRCD	0.00169798
PRCP	0.00150402
PRDM1	0.00245761
PRDM10	0.00189033
PRDM11	0.0017916
PRDM12	0.00126159
PRDM13	0.00180886
PRDM14	0.0014103
PRDM15	0.00134951
PRDM16	0.00162567
PRDM2	0.00146298
PRDM5	0.00253662
PRDM6	0.00196869
PRDM7	0.00430922
PRDM8	0.0012071
PRDM9	0.00138924
PRDX2P4	0.00122567
PRDX3P3	0.00106681
PRDX4P1	0.00170227
PRELID2	0.00164
PRELP	0.000808257
PREP	0.00249726
PREPL	0.00197074
PREX1	0.00236187
PREX2	0.00151414
PRF1	0.00173661
PRG3	0.00216688
PRICKLE1	0.00158963
PRICKLE2	0.00168267
PRICKLE2-AS3	0.00126134
PRIM2	0.00264176
PRIMA1	0.00224004
PRIMPOL	0.000907942
PRKAA1	0.0018947
PRKAA2	0.00103008
PRKAB2	0.00205025
PRKACA	0.00120867
PRKACB	0.0012706
PRKACG	0.00161331
PRKAG2	0.00223977
PRKAG2-AS1	0.00124966
PRKAG3	0.00179234
PRKAR1B	0.000927204
PRKAR2B	0.00141024
PRKCA	0.0010354
PRKCB	0.00160747
PRKCD	0.00281778
PRKCDBP	0.00109632
PRKCE	0.00168712
PRKCG	0.00136775
PRKCH	0.0026073
PRKCI	0.00157317
PRKCQ	0.00104467
PRKCQ-AS1	0.00111603
PRKCSH	0.00143324
PRKCZ	0.00170006
PRKD1	0.00157151
PRKD2	0.00197989
PRKD3	0.00238641
PRKDC	0.000357959
PRKG1	0.00210849
PRKG1-AS1	0.00210849
PRKG2	0.00134559
PRKRA	0.00299199
PRKRIP1	0.0018946
PRKRIR	0.00128629
PRKRIRP3	0.00214767
PRKRIRP4	0.0019779
PRKRIRP8	0.00110973
PRKRIRP9	0.00118595
PRL	0.00198457
PRLR	0.00215638
PRMT10	0.00217928
PRMT2	0.00111328
PRMT3	0.00129304
PRMT6	0.0014933
PRMT8	0.00133325
PRND	0.00096005
PRNP	0.000984074
PRNT	0.00105658
PRODH	0.00286945
PRODH2	0.00156777
PROK1	0.00183742
PROK2	0.00083635
PROKR1	0.00143457
PROKR2	0.00308622
PROM1	0.00158103
PROP1	0.00233301
PROSC	0.000781413
PROSER1	0.00184279
PROSER2	0.0017131
PROSER2-AS1	0.00182427
PROX1	0.00168374
PROX1-AS1	0.00122031
PRPF18	0.00196329
PRPF19	0.00176417
PRPF19P1	0.00238169
PRPF31	0.000939504
PRPF38AP1	0.00173666
PRPF38AP2	0.00221736
PRPF40A	0.00165931
PRPF40B	0.00208665
PRPF4B	0.000722953
PRPF6	0.00270356
PRPF8	0.000860264
PRPS1L1	0.00141888
PRPSAP1	0.00170842
PRPSAP2	0.00291351
PRR12	0.00139985
PRR16	0.00158049
PRR18	0.00178101
PRR20A	0.00241083
PRR21	0.0015741
PRR23A	0.00188163
PRR25	0.00161139
PRR4	0.00154536
PRR5	0.00223595
PRR5-ARHGAP8	0.00293039
PRR5L	0.00156227
PRR7-AS1	0.00190943
PRR9	0.00204986
PRRC1	0.00108533
PRRC2B	0.00160244
PRRC2C	0.00178939
PRRT4	0.00174185
PRRX1	0.00291525
PRRX2	0.00179752
PRSS21	0.00172007
PRSS23	0.00202626
PRSS27	0.00152898
PRSS29P	0.0015383
PRSS30P	0.00175738
PRSS33	0.00158047
PRSS38	0.00172704
PRSS41	0.0016439
PRSS48	0.00164724
PRSS50	0.00268789
PRSS51	0.00127323
PRSS55	0.00121413
PRSS56	0.00132321
PRSS57	0.0011272
PRSS58	0.00175667
PRTFDC1	0.00162753
PRTG	0.00149695
PRTN3	0.00146274
PRUNE2	0.00191561
PRX	0.0018518
PSAP	0.00253801
PSAPL1	0.00119259
PSAT1	0.00156611
PSAT1P2	0.00151751
PSAT1P3	0.00103465
PSAT1P4	0.00174407
PSCA	0.00208641
PSD2	0.00240072
PSD3	0.00244961
PSD4	0.00242447
PSEN1	0.00207925
PSEN2	0.00188789
PSG1	0.00114264
PSG11	0.00129314
PSG3	0.000988687
PSG9	0.00141074
PSKH1	0.00229142
PSKH2	0.00228096
PSMA1	0.000985103
PSMA6P3	0.00124922
PSMA6P4	0.00136076
PSMA7	0.0019416
PSMA8	0.00167539
PSMB1	0.00266574
PSMB11	0.00110982
PSMB3	0.00224842
PSMB5	0.00113794
PSMB7	0.00155242
PSMB8	0.00777333
PSMC1	0.00159429
PSMC1P11	0.00152182
PSMC1P12	0.00235844
PSMC1P2	0.00249092
PSMC1P4	0.00169501
PSMC1P5	0.00160043
PSMC1P6	0.00143962
PSMC1P8	0.00139291
PSMD10P2	0.00129427
PSMD11	0.00140119
PSMD12	0.00106659
PSMD13	0.00162021
PSMD14	0.00123564
PSMD3	0.00197955
PSMD4	0.0015354
PSME2	0.00368538
PSME2P2	0.00128142
PSME4	0.00156824
PSMF1	0.00123684
PSMG3-AS1	0.00304551
PSMG4	0.00133145
PSORS1C1	0.0176345
PSPC1	0.00129513
PSPC1P1	0.00154823
PSPH	0.00219165
PSPHP1	0.00209891
PSRC1	0.00196188
PSTPIP2	0.00158031
PTAR1	0.00184214
PTBP1	0.00134849
PTBP2	0.00213831
PTBP3	0.00151319
PTCD3	0.00180712
PTCH1	0.0013771
PTCH2	0.00173454
PTCHD2	0.00159601
PTCHD3	0.00280132
PTCHD3P1	0.00145475
PTCHD4	0.00129945
PTDSS1	0.00188701
PTDSS2	0.00105364
PTEN	0.00234835
PTER	0.00149754
PTGDR	0.00237972
PTGER2	0.0017524
PTGER3	0.00266573
PTGES	0.00189933
PTGES2	0.00132175
PTGES3	0.00234971
PTGES3P1	0.00286101
PTGES3P5	0.00150845
PTGFR	0.00179944
PTGFRN	0.00168489
PTGIR	0.00183814
PTGIS	0.00212016
PTGR1	0.00244418
PTGS1	0.00175322
PTH2	0.0017503
PTH2R	0.0018283
PTHLH	0.00184122
PTK2	0.00154325
PTK2B	0.00198741
PTK6	0.00205391
PTMAP5	0.00220078
PTMAP6	0.00149939
PTMS	0.0017022
PTN	0.00125633
PTP4A1P4	0.0025026
PTP4A2	0.000950956
PTP4A3	0.00140739
PTPDC1	0.00167464
PTPLA	0.00191371
PTPLAD1	0.00120203
PTPLAD2	0.00177051
PTPLB	0.00175146
PTPN1	0.0013616
PTPN12	0.00149108
PTPN13	0.00202595
PTPN14	0.00158515
PTPN2	0.00142017
PTPN20B	0.000956941
PTPN3	0.00095529
PTPN4	0.00125233
PTPN5	0.00140728
PTPN6	0.00235898
PTPN7	0.00120383
PTPRA	0.00100528
PTPRB	0.00161801
PTPRC	0.00134304
PTPRD	0.00170655
PTPRE	0.00168647
PTPRF	0.00195133
PTPRG	0.00195921
PTPRG-AS1	0.00148913
PTPRH	0.00141766
PTPRJ	0.00242765
PTPRK	0.00136134
PTPRM	0.00113578
PTPRN2	0.0022624
PTPRO	0.000863932
PTPRQ	0.00182254
PTPRR	0.00148788
PTPRS	0.001881
PTPRT	0.00165428
PTPRU	0.00156303
PTPRVP	0.00122301
PTPRZ1	0.00130705
PTTG1	0.00164613
PTTG1IP	0.00112681
PTX4	0.00179245
PUF60	0.0028051
PUM1	0.00127748
PUM2	0.00161563
PURG	0.00159056
PUS10	0.00108558
PUS7	0.00126089
PVALB	0.000746901
PVR	0.00211838
PVRL1	0.00165237
PVRL2	0.00267238
PVRL3	0.00153324
PVT1	0.00164819
PWP1	0.00164347
PWRN1	0.0013401
PWRN2	0.00142092
PWRN3	0.00145211
PWRN4	0.00125673
PWWP2A	0.00117085
PWWP2AP1	0.00142929
PWWP2B	0.00257233
PXDC1	0.00121366
PXDN	0.00161058
PXDNL	0.00148844
PXK	0.00236231
PYDC2	0.00213431
PYGL	0.00114934
PYGO1	0.00156773
PYHIN1	0.00220104
PYROXD1	0.00302841
PYROXD2	0.00176215
PYURF	0.00111113
PZP	0.00171574
QDPR	0.00162651
QKI	0.00161585
QPCT	0.00239553
QPRT	0.0022358
QRFPR	0.00188563
QRICH2	0.00171934
QRSL1P1	0.00116383
QSOX1	0.00179723
QSOX2	0.00151161
QTRTD1	0.00110639
R3HCC1	0.00104477
R3HCC1L	0.00231049
R3HDM2	0.00220307
R3HDM2P2	0.00141856
R3HDM4	0.00152047
R3HDML	0.00161221
RAB10	0.00174334
RAB11A	0.00115461
RAB11AP1	0.0011918
RAB11AP2	0.00149203
RAB11B	0.00151403
RAB11FIP2	0.00164117
RAB11FIP3	0.00263598
RAB11FIP4	0.00254557
RAB11FIP5	0.00148684
RAB12	0.00112737
RAB17	0.00249911
RAB18	0.00272199
RAB19	0.00142206
RAB1A	0.00137358
RAB20	0.00217417
RAB22A	0.000913311
RAB23	0.00233571
RAB27A	0.00164861
RAB27B	0.00207528
RAB28	0.00063743
RAB2A	0.00182173
RAB30-AS1	0.00143185
RAB31	0.00169136
RAB32	0.0012693
RAB37	0.00113908
RAB38	0.00237054
RAB39A	0.00193215
RAB3B	0.00114981
RAB3C	0.00163386
RAB3D	0.00218653
RAB3GAP2	0.00146408
RAB3IL1	0.0021286
RAB3IP	0.00225588
RAB40B	0.0011661
RAB43	0.00182837
RAB44	0.00172545
RAB4A	0.00134852
RAB4B-EGLN2	0.0017379
RAB5C	0.00290087
RAB5CP2	0.0015432
RAB6A	0.00217305
RAB6B	0.00130818
RAB7A	0.00187279
RAB7L1	0.00212226
RAB8A	0.00103861
RABEP1	0.00176498
RABEPKP1	0.00110763
RABGAP1	0.00173962
RABGAP1L	0.0013483
RABL6	0.00132277
RAC2	0.00106729
RACGAP1	0.00268852
RAD18	0.0014742
RAD21L1	0.00135276
RAD23B	0.00156885
RAD23BP2	0.00170243
RAD50	0.00344791
RAD51AP2	0.00164714
RAD51B	0.00207906
RAD51D	0.00145077
RAD51L3-RFFL	0.00145077
RAD52	0.00102989
RAD54B	0.00220273
RADIL	0.00178222
RAET1E-AS1	0.00212502
RAET1G	0.00212502
RAET1K	0.00257535
RAG1	0.000849973
RAG2	0.000849973
RAI14	0.00209944
RALA	0.00179355
RALB	0.00124378
RALBP1	0.00192913
RALGAPA1	0.00147573
RALGAPA2	0.00157493
RALGAPB	0.00205611
RALGDS	0.00302157
RALGPS1	0.00162925
RALGPS2	0.00185918
RALY	0.00266009
RALYL	0.0018265
RAMP1	0.00200725
RAMP3	0.00126329
RANBP17	0.0012077
RANBP3	0.00112747
RANBP3L	0.00281371
RANBP9	0.000896056
RANP6	0.00154554
RANP7	0.00205221
RAP1A	0.00143173
RAP1B	0.00129929
RAP1GAP	0.0015022
RAP1GAP2	0.00164049
RAP1GDS1	0.00197154
RAP2B	0.00238337
RAP2CP1	0.00210258
RAPGEF1	0.00176475
RAPGEF2	0.00193297
RAPGEF4	0.00149606
RAPGEF4-AS1	0.0016949
RAPGEF5	0.00201984
RAPGEF6	0.00465131
RAPH1	0.00163203
RAPSN	0.00237832
RARB	0.00128827
RARG	0.00277331
RARRES3	0.00176227
RARS	0.00196126
RARS2	0.00282656
RASA1	0.00127334
RASA2	0.00119702
RASA3	0.0020068
RASA4DP	0.00222694
RASAL1	0.00171596
RASAL2	0.00179263
RASAL2-AS1	0.00178423
RASAL3	0.00127823
RASD2	0.00135442
RASEF	0.00192122
RASGEF1B	0.00240825
RASGEF1C	0.00163185
RASGRF1	0.00227549
RASGRF2	0.00249387
RASGRP1	0.00206546
RASGRP3	0.00160787
RASGRP4	0.00152159
RASIP1	0.00310115
RASL10A	0.00168513
RASSF2	0.00163625
RASSF3	0.00151313
RASSF4	0.00192963
RASSF5	0.00201984
RASSF6	0.000989612
RASSF8	0.00136769
RASSF8-AS1	0.001116
RASSF9	0.00223329
RAVER1	0.0017073
RAVER2	0.00158302
RAX	0.00164673
RB1	0.00146169
RB1CC1	0.0013661
RBAK-RBAKDN	0.00165832
RBBP4	0.00123775
RBBP4P3	0.00263605
RBBP4P6	0.00294501
RBBP6	0.00176547
RBBP8	0.00168746
RBBP8NL	0.0025071
RBCK1	0.00177259
RBFOX1	0.00213983
RBFOX2	0.0010721
RBFOX3	0.00219024
RBL2	0.00141155
RBM17	0.00167467
RBM18	0.0013376
RBM19	0.00212754
RBM20	0.00162414
RBM24	0.00126106
RBM26	0.00184448
RBM26-AS1	0.00164869
RBM27	0.00114538
RBM28	0.00150326
RBM33	0.000597366
RBM38	0.00143354
RBM44	0.00196501
RBM46	0.00131056
RBM47	0.00213624
RBM48P1	0.00184689
RBMS1	0.00125747
RBMS2	0.00232259
RBMS3	0.00175046
RBMS3-AS1	0.00123798
RBMS3-AS2	0.0016851
RBMS3-AS3	0.00172509
RBMX2P4	0.00174221
RBMXL1	0.0028422
RBMXP1	0.00134492
RBP1	0.00138861
RBP3	0.000968484
RBPJ	0.00129966
RBPMS	0.001957
RBPMS-AS1	0.00185986
RCAN1	0.00173752
RCAN2	0.00113696
RCAN3	0.00183342
RCBTB1	0.00185914
RCBTB2P1	0.0016856
RCC2	0.00123431
RCC2P3	0.0015002
RCC2P7	0.00136308
RCL1	0.00160005
RCN1	0.00203764
RCN2	0.00163839
