gene_name	fg_pleio_degree_finemap	pleio_degree	pleio_degree_maxindep	pleio_degree_locuswide	fg_pleio_degree
CHRDL2	1.0			1.0	2.0
MAP6	1.0			2.0	
LRRC32	1.0			1.0	1.0
GUCY2EP	1.0			1.0	
CLNS1A	1.0	1.0		1.0	
RSF1	1.0				
KCTD21-AS1	1.0			1.0	
GAB2	1.0	2.0		3.0	1.0
NARS2	1.0			2.0	
RNU6-560P	1.0				3.0
ME3	1.0				1.0
TMEM135	2.0	2.0	2.0	2.0	1.0
CTSC	1.0	1.0	1.0	1.0	4.0
TYR	6.0	3.0	2.0	3.0	10.0
NOX4	1.0	3.0	1.0	4.0	1.0
FAT3	3.0				6.0
MTNR1B	2.0	2.0	1.0	2.0	6.0
SMCO4	1.0				3.0
PIWIL4	1.0				
AMOTL1	1.0				
MAML2	2.0				1.0
CNTN5	2.0				3.0
ARHGAP42	3.0	2.0		4.0	5.0
PGR	3.0				2.0
MMP7	1.0				1.0
DCUN1D5	1.0				
CASP5	1.0				
SLC35F2	1.0				
ATM	5.0	1.0	1.0	4.0	3.0
C11orf65	2.0	2.0	1.0	4.0	3.0
KDELC2	1.0	1.0		3.0	1.0
ZC3H12C	1.0				3.0
C11orf53	2.0			1.0	3.0
COLCA1	2.0			1.0	2.0
COLCA2	2.0	1.0		1.0	4.0
POU2AF1	2.0	1.0	2.0	2.0	2.0
C11orf88	1.0				
PPP2R1B	1.0			1.0	
ALG9	2.0			1.0	
DIXDC1	2.0			1.0	
DLAT	1.0	1.0		1.0	
AP002884.3	1.0			1.0	
NCAM1	8.0	1.0	1.0	1.0	14.0
TTC12	1.0			1.0	2.0
DRD2	2.0	1.0	1.0	1.0	1.0
USP28	1.0				
ZBTB16	1.0	5.0	2.0	5.0	
NXPE2P1	1.0				
NXPE1	1.0				1.0
CADM1	3.0	2.0	2.0	2.0	2.0
BUD13	4.0	3.0	7.0	11.0	2.0
APOC3	1.0	1.0	1.0	3.0	
SIK3	3.0	5.0	8.0	7.0	8.0
PCSK7	2.0	2.0	2.0	2.0	3.0
BCL9L	1.0				
KRT8P7	1.0				
TMEM136	1.0			1.0	1.0
ARHGEF12	1.0	3.0		3.0	2.0
GRIK4	1.0			2.0	
SORL1	2.0				
UBASH3B	2.0	8.0	9.0	9.0	2.0
GRAMD1B	1.0				
OR8D2	1.0				
FOXRED1	1.0			2.0	
DCPS	2.0	4.0	4.0	7.0	1.0
ST3GAL4	2.0	6.0	8.0	8.0	5.0
KIRREL3	1.0	1.0	1.0	4.0	
ETS1	6.0	4.0	2.0	4.0	6.0
KCNJ5	1.0	1.0		1.0	3.0
PRDM10	1.0				
ZBTB44	1.0				
ADAMTS8	1.0	3.0	1.0	3.0	1.0
NTM	1.0	1.0		1.0	
OPCML	2.0				1.0
SLC6A13	1.0	2.0	1.0	2.0	
NINJ2	1.0	5.0	2.0	6.0	1.0
WNK1	1.0	2.0		2.0	1.0
RAD52	1.0			2.0	
CACNA1C	1.0	3.0		3.0	1.0
TSPAN9	1.0	3.0	1.0	3.0	1.0
CCND2	12.0	3.0	1.0	6.0	5.0
ANO2	2.0				
VWF	3.0	1.0	1.0	2.0	2.0
LTBR	5.0	3.0	1.0	4.0	9.0
LPAR5	1.0	1.0	1.0	1.0	3.0
MLF2	2.0				
LAG3	1.0				
RIMKLB	1.0				
PHC1	1.0				
LINC00987	1.0				
CD69	2.0				
TAS2R14	1.0				1.0
ETV6	2.0	4.0	3.0	4.0	2.0
APOLD1	1.0	2.0		3.0	3.0
C12orf60	1.0	1.0		1.0	1.0
RERG	2.0	2.0	2.0	2.0	4.0
PTPRO	2.0				3.0
PIK3C2G	1.0				
PLEKHA5	1.0				
PDE3A	3.0	5.0	4.0	5.0	4.0
SLCO1C1	1.0	1.0		3.0	1.0
SLCO1B1	4.0	5.0	5.0	5.0	1.0
SLCO1A2	1.0	1.0		2.0	1.0
GOLT1B	1.0	1.0		1.0	
LDHB	1.0				
SOX5	7.0	4.0	2.0	1.0	17.0
BHLHE41	1.0				
SSPN	3.0	2.0	1.0	2.0	6.0
ITPR2	2.0			3.0	1.0
PPFIBP1	1.0				2.0
KLHL42	1.0	2.0	1.0	2.0	
RN7SKP15	1.0			2.0	11.0
CCDC91	4.0	2.0	1.0	2.0	2.0
FAR2	1.0	2.0	1.0	4.0	
KIAA1551	1.0	1.0	1.0	1.0	1.0
BICD1	1.0				
PKP2	1.0			1.0	
SLC2A13	3.0				
PDZRN4	2.0				3.0
NELL2	1.0				
ARID2	1.0				
SLC38A1	1.0				2.0
SLC48A1	1.0	1.0		3.0	4.0
HDAC7	4.0	3.0	1.0	3.0	7.0
VDR	1.0	2.0	1.0	4.0	2.0
TUBA1C	2.0	2.0	1.0	2.0	1.0
KCNH3	1.0	1.0		1.0	
NCKAP5L	1.0			4.0	1.0
FAIM2	2.0	4.0	1.0	4.0	1.0
GPD1	1.0			1.0	
DIP2B	1.0	7.0	4.0	7.0	3.0
ATF1	3.0	3.0	1.0	6.0	6.0
NR4A1	1.0				
KRT5	2.0				3.0
KRT8	1.0			2.0	
SPRYD3	2.0				2.0
ESPL1	1.0			1.0	
SP7	1.0	1.0	1.0	3.0	3.0
HOXC10	1.0			2.0	
HOXC6	2.0	1.0		2.0	3.0
HOXC-AS2	1.0			2.0	3.0
HOXC4	3.0	1.0		3.0	8.0
HOXC5	1.0			2.0	1.0
COPZ1	1.0	3.0	1.0	4.0	
PDE1B	1.0				
TESPA1	7.0				
OR9R1P	1.0				
OR6C6	1.0				
OR6C2	1.0				
RDH5	1.0	1.0		1.0	1.0
RAB5B	4.0			1.0	4.0
IKZF4	2.0			1.0	1.0
RPS26	1.0			1.0	3.0
ERBB3	2.0	1.0	1.0	2.0	2.0
SMARCC2	2.0				
RNF41	3.0				
ANKRD52	1.0			1.0	
CS	1.0			2.0	
IL23A	1.0			2.0	
STAT2	1.0	1.0	1.0	2.0	
BAZ2A	1.0	2.0	1.0	2.0	1.0
PTGES3	2.0			2.0	5.0
PRIM1	2.0	3.0	1.0	3.0	1.0
SDR9C7	1.0				1.0
STAT6	1.0	1.0	1.0	3.0	1.0
LRP1	7.0	2.0		3.0	12.0
INHBC	1.0	2.0	1.0	7.0	1.0
GLI1	1.0			5.0	2.0
MARS	1.0	1.0		4.0	
MBD6	1.0			1.0	
DTX3	1.0				3.0
OS9	1.0				1.0
AGAP2	1.0				2.0
SLC16A7	1.0				1.0
FAM19A2	2.0				
PPM1H	1.0				
SRGAP1	1.0			1.0	
C12orf56	1.0				
MSRB3	1.0	1.0		1.0	
RPSAP52	1.0			1.0	3.0
HMGA2	4.0	6.0	4.0	6.0	10.0
IFNG-AS1	2.0				2.0
IL22	1.0				2.0
NUP107	1.0				
MYRFL	1.0				
PTPRB	1.0				
PTPRR	1.0	1.0		1.0	1.0
TSPAN8	2.0				4.0
LGR5	2.0				1.0
RAB21	1.0				
TRHDE	1.0				1.0
NAV3	1.0				2.0
SYT1	2.0				
LRRIQ1	1.0				1.0
KITLG	2.0	1.0	1.0	3.0	3.0
ATP2B1	2.0	1.0		1.0	3.0
LUM	2.0				
DCN	1.0				
CRADD	2.0	2.0	1.0	3.0	6.0
PLXNC1	1.0				2.0
FGD6	1.0	1.0		1.0	2.0
VEZT	3.0				3.0
PGAM1P5	2.0				4.0
RMST	2.0				6.0
UHRF1BP1L	1.0				
IGF1	1.0	3.0	2.0	3.0	4.0
C12orf42	4.0				6.0
STAB2	4.0				2.0
C12orf73	1.0	1.0		1.0	2.0
C12orf75	1.0				
NUAK1	1.0			1.0	
CKAP4	1.0				
BTBD11	1.0				1.0
PWP1	1.0			1.0	
WSCD2	5.0	2.0		2.0	7.0
TMEM119	3.0	1.0	1.0	1.0	
SELPLG	2.0			1.0	
CORO1C	1.0			2.0	
UNG	1.0			1.0	
MYO1H	1.0	1.0	2.0	1.0	2.0
MMAB	1.0				1.0
ATP2A2	1.0				1.0
CUX2	6.0	13.0	8.0	13.0	23.0
SH2B3	14.0	18.0	10.0	18.0	24.0
ATXN2	12.0	14.0	9.0	21.0	28.0
BRAP	2.0	2.0	1.0	9.0	3.0
ACAD10	1.0	6.0	2.0	14.0	10.0
ALDH2	2.0	6.0	3.0	15.0	1.0
MAPKAPK5-AS1	1.0	7.0	3.0	13.0	14.0
TRAFD1	1.0	10.0	5.0	14.0	10.0
RPL6	1.0	4.0	1.0	15.0	5.0
RPH3A	2.0	9.0	3.0	9.0	10.0
OAS1	1.0				1.0
OAS3	1.0				
RASAL1	1.0				
SLC8B1	1.0				
RBM19	1.0				1.0
TBX5	2.0				4.0
TBX5-AS1	1.0				7.0
TBX3	1.0	2.0	1.0	2.0	3.0
KSR2	2.0	1.0		1.0	
SUDS3	1.0				1.0
CCDC60	1.0				2.0
RPLP0	1.0			1.0	
MSI1	1.0	1.0		4.0	
RNF10	1.0	2.0	2.0	7.0	
CABP1	1.0	6.0	5.0	7.0	1.0
SPPL3	1.0	5.0	3.0	7.0	1.0
HNF1A	4.0	9.0	12.0	11.0	11.0
C12orf43	1.0			10.0	
ANAPC5	1.0	4.0	3.0	4.0	1.0
KDM2B	1.0	1.0	1.0	2.0	3.0
LRRC43	3.0	1.0	1.0	2.0	7.0
KNTC1	1.0	2.0		3.0	4.0
CCDC62	1.0	1.0		4.0	
ABCB9	1.0	1.0	2.0	3.0	
PITPNM2	1.0	5.0	3.0	5.0	2.0
MPHOSPH9	4.0	5.0	3.0	5.0	5.0
C12orf65	1.0	5.0	3.0	5.0	3.0
CDK2AP1	1.0	1.0		5.0	
RNA5SP375	1.0			5.0	
SBNO1	4.0	3.0	2.0	5.0	3.0
RILPL2	3.0	2.0	1.0	4.0	5.0
DNAH10	3.0	3.0	3.0	4.0	3.0
NCOR2	6.0	3.0	2.0	4.0	5.0
SCARB1	2.0	3.0	5.0	3.0	3.0
FBRSL1	2.0	2.0	1.0	2.0	3.0
PSPC1	1.0				1.0
GJB2	1.0				
GJB6	1.0				
CRYL1	1.0				
MICU2	1.0				1.0
RPL7AP73	1.0				
SPATA13	1.0				2.0
ATP8A2	1.0				
SHISA2	1.0				
RNF6	1.0				2.0
WASF3	1.0				
FLT3	3.0	3.0	2.0	3.0	1.0
SLC7A1	1.0				3.0
KATNAL1	1.0				
USPL1	1.0				
RXFP2	1.0				3.0
BRCA2	8.0	1.0	2.0	1.0	6.0
N4BP2L2	1.0	1.0	1.0	3.0	2.0
LINC00423	1.0				2.0
KL	1.0	1.0		2.0	
STARD13	2.0				5.0
LINC00457	1.0				
NBEA	1.0	1.0		1.0	
DCLK1	1.0				
SMAD9	2.0				
LINC01048	1.0				2.0
COG6	5.0	1.0	1.0	1.0	9.0
CDKN2AIPNLP3	1.0			1.0	
LINC00598	2.0			1.0	
FOXO1	3.0	6.0	4.0	8.0	7.0
MRPS31	1.0			2.0	1.0
SLC25A15	1.0	1.0		1.0	
ELF1	2.0	5.0	4.0	6.0	2.0
ENOX1	1.0				
SMIM2-AS1	1.0				
LCP1	1.0				
PHF11	1.0				
RCBTB1	1.0			1.0	1.0
SPRYD7	1.0	2.0	1.0	2.0	
DLEU2	1.0	1.0		1.0	2.0
DLEU1	13.0	6.0	3.0	6.0	15.0
RNASEH2B-AS1	2.0				4.0
RNASEH2B	1.0				2.0
CCDC70	1.0				
RN7SL618P	1.0				
AL450423.1	2.0	2.0			9.0
PCDH17	2.0				2.0
DIAPH3	1.0				
TARDBPP2	1.0				
TRIM60P19	1.0				
PCDH9	1.0				
KLHL1	2.0				3.0
DACH1	1.0	3.0	3.0	3.0	
RPS10P21	1.0	1.0	1.0	1.0	1.0
LINC00393	3.0				4.0
KLF12	1.0	2.0	2.0	2.0	
SSR1P2	1.0				1.0
LMO7	1.0				2.0
NDFIP2	1.0				
PWWP2AP1	1.0				3.0
SOX21-AS1	1.0				
HS6ST3	2.0				1.0
MBNL2	1.0				
DOCK9	1.0	2.0	2.0	2.0	
GAPDHP22	1.0				1.0
UBAC2	4.0	1.0	1.0	1.0	2.0
CCR12P	1.0			1.0	1.0
CLYBL	1.0				
PCCA	2.0				
BIVM	1.0				1.0
BIVM-ERCC5	1.0				2.0
SLC10A2	1.0				2.0
RNA5SP38	1.0				
FAM155A	1.0				1.0
MYO16	1.0				
COL4A1	2.0	1.0	1.0	2.0	9.0
COL4A2	6.0	3.0	2.0	3.0	15.0
ATP11A	1.0	6.0	2.0	6.0	1.0
MCF2L	2.0			4.0	5.0
F7	4.0				
F10	2.0				3.0
ADPRHL1	1.0	2.0	1.0	2.0	
TFDP1	1.0			1.0	
GRK1	1.0				
GAS6	2.0	6.0	7.0	6.0	2.0
UPF3A	1.0			2.0	2.0
OR4N2	1.0				
TOX4	1.0			1.0	
MMP14	2.0	1.0	1.0	1.0	2.0
AL132780.1	1.0			3.0	
SLC7A8	1.0	1.0		4.0	
MYH6	1.0	3.0		3.0	
MYH7	2.0	2.0		3.0	1.0
DHRS4	1.0				
NFATC4	1.0	2.0	1.0	8.0	1.0
NYNRIN	1.0	6.0	7.0	7.0	1.0
NOVA1	1.0				
PRKD1	1.0				1.0
AKAP6	3.0				4.0
RN7SL660P	1.0				
BAZ1A	1.0	2.0	1.0	3.0	
KIAA0391	1.0	1.0	1.0	2.0	4.0
NFKBIA	2.0	2.0	1.0	2.0	6.0
RPS3AP4	1.0				
INSM2	1.0				1.0
LINC00609	3.0				3.0
PTCSC3	1.0				1.0
MBIP	1.0				
PAX9	3.0	1.0		1.0	6.0
SLC25A21	2.0			2.0	2.0
MIPOL1	1.0	2.0	1.0	2.0	
AL161751.1	1.0				
MDGA2	1.0				
L2HGDH	1.0				
SAV1	1.0	4.0	2.0	4.0	
ZFP64P1	1.0	1.0	1.0	4.0	1.0
NID2	1.0				1.0
FERMT2	4.0				7.0
BMP4	3.0	6.0	2.0	6.0	4.0
SAMD4A	1.0	2.0		2.0	
GCH1	2.0			2.0	3.0
WDHD1	1.0				2.0
TMEM260	1.0				
OTX2-AS1	1.0				
SIX6	1.0			1.0	1.0
SIX1	1.0			1.0	
PPP2R5E	1.0				1.0
SYNE2	1.0			1.0	3.0
ZBTB1	2.0	1.0		1.0	
FUT8	1.0	1.0		1.0	
RAD51B	11.0	3.0	1.0	3.0	12.0
ZFP36L1	1.0	1.0		1.0	1.0
ACTN1	1.0	2.0	1.0	2.0	2.0
DCAF5	3.0	2.0	1.0	2.0	6.0
EXD2	2.0			2.0	2.0
GALNT16	1.0	2.0	1.0	2.0	1.0
PLEKHD1	1.0				
MAP3K9	1.0				
RGS6	1.0	4.0	3.0	4.0	1.0
DPF3	3.0				3.0
NUMB	1.0			1.0	
AC005280.1	1.0				
ACOT2	1.0				
SYNDIG1L	1.0				
NPC2	1.0			2.0	1.0
LTBP2	1.0	2.0	1.0	2.0	2.0
FCF1	1.0				
MLH3	1.0				
NEK9	1.0				
TMED10	1.0				
NRXN3	3.0	2.0		2.0	3.0
TSHR	3.0				7.0
KCNK13	1.0				
TTC7B	1.0				
TC2N	1.0	1.0	1.0	1.0	1.0
SLC24A4	1.0	2.0	1.0	2.0	
RIN3	2.0	6.0	3.0	7.0	2.0
ITPK1	4.0	3.0		3.0	7.0
UNC79	1.0	2.0	1.0	2.0	
PPP4R4	1.0			2.0	1.0
SERPINA10	1.0			3.0	
SERPINA6	2.0	3.0	2.0	3.0	5.0
SERPINA1	10.0	3.0	2.0	3.0	5.0
CCDC85C	2.0				
HHIPL1	2.0				4.0
CYP46A1	1.0				8.0
EML1	1.0				10.0
EVL	1.0				
WDR25	1.0			2.0	1.0
MEG3	2.0			3.0	5.0
MIR412	1.0				2.0
TRAF3	5.0	2.0	3.0	5.0	1.0
MARK3	1.0	7.0	6.0	10.0	3.0
CKB	3.0	1.0	1.0	7.0	4.0
KLC1	1.0	5.0	2.0	8.0	1.0
PPP1R13B	1.0			1.0	2.0
TDRD9	1.0				
TMEM179	1.0				
ADSSL1	1.0			1.0	2.0
SIVA1	1.0			2.0	1.0
JAG2	1.0			1.0	1.0
MTA1	1.0	1.0		2.0	
IGHA2	1.0			1.0	
AL122127.1	1.0				
IGHJ6	1.0				1.0
IGHVIII-2-1	1.0				2.0
CYFIP1	1.0				1.0
OCA2	10.0	2.0	1.0	4.0	16.0
HERC2	4.0	4.0	2.0	4.0	14.0
FAN1	1.0				
KLF13	1.0				2.0
SCG5	3.0				12.0
GREM1	1.0				3.0
FMN1	4.0				5.0
SPRED1	1.0	1.0		1.0	1.0
RASGRP1	3.0				3.0
FSIP1	1.0				
EIF2AK4	1.0	5.0	2.0	6.0	
SRP14-AS1	1.0			7.0	4.0
BMF	1.0	2.0	1.0	3.0	
PHGR1	1.0				1.0
RAD51	1.0				
RMDN3	1.0				1.0
INO80	2.0	1.0		2.0	2.0
FAM92A1P1	1.0	1.0		2.0	
EXD1	1.0	2.0	1.0	2.0	2.0
CHP1	1.0	1.0		2.0	2.0
OIP5-AS1	1.0			1.0	
NDUFAF1	1.0			1.0	1.0
ITPKA	1.0	1.0		3.0	2.0
LTK	1.0			3.0	1.0
RPAP1	3.0	1.0		3.0	2.0
SPTBN5	1.0			3.0	
EHD4	1.0	3.0	1.0	3.0	1.0
GANC	1.0				
HAUS2	1.0				
CTDSPL2	1.0				
PATL2	1.0				
SORD	1.0				
DUOX2	1.0			2.0	
C15orf48	1.0	2.0	1.0	2.0	
SEMA6D	3.0	1.0		1.0	4.0
SLC24A5	1.0	1.0	1.0	1.0	5.0
CTXN2	2.0	1.0	1.0	1.0	5.0
FBN1	2.0	2.0	1.0	2.0	5.0
SHC4	1.0			1.0	3.0
SECISBP2L	1.0	2.0	2.0	2.0	8.0
FAM227B	5.0	1.0		2.0	10.0
FGF7	6.0	1.0		1.0	6.0
DTWD1	1.0			1.0	
ATP8B4	2.0				4.0
USP8	1.0				4.0
SPPL2A	1.0			2.0	3.0
AP4E1	1.0				1.0
CYP19A1	2.0	2.0	1.0	3.0	6.0
GLDN	1.0			1.0	2.0
TMOD2	1.0				
MAPK6	1.0				
MYO5C	1.0	1.0	1.0	1.0	1.0
UNC13C	1.0				
NEDD4	2.0				2.0
ZNF280D	1.0	2.0	1.0	2.0	1.0
TCF12	1.0	2.0	1.0	2.0	2.0
LINC00926	1.0				
CGNL1	1.0	1.0	1.0	1.0	1.0
MYZAP	1.0			1.0	
ALDH1A2	3.0	5.0	8.0	5.0	6.0
LIPC	1.0	5.0	8.0	5.0	1.0
BNIP2	1.0				
RORA	7.0	7.0	6.0	7.0	9.0
AC018618.1	1.0				
VPS13C	1.0	2.0	1.0	2.0	3.0
TLN2	1.0	1.0	1.0	1.0	3.0
CA12	1.0			1.0	2.0
USP3	2.0	2.0	2.0	3.0	
USP3-AS1	1.0	1.0		3.0	
HERC1	4.0			1.0	2.0
PLEKHO2	1.0	1.0		2.0	
SLC24A1	1.0			2.0	1.0
RAB11A	1.0	5.0	2.0	6.0	1.0
ZWILCH	1.0				
SMAD6	3.0	2.0	1.0	2.0	2.0
SMAD3	18.0	3.0	2.0	3.0	35.0
IQCH	1.0	2.0		2.0	4.0
MAP2K5	4.0	3.0		3.0	7.0
ITGA11	2.0				2.0
AC026992.1	1.0				
PAQR5	1.0	1.0	1.0	1.0	3.0
KIF23	1.0				
UACA	1.0				
THSD4	1.0	2.0		3.0	3.0
HEXA	1.0			2.0	
BBS4	2.0				1.0
NEO1	2.0	1.0		1.0	3.0
HCN4	2.0	1.0		1.0	6.0
CD276	1.0	1.0	2.0	1.0	1.0
TBC1D21	1.0			2.0	4.0
LOXL1-AS1	1.0	2.0	1.0	2.0	4.0
LOXL1	13.0	2.0	1.0	2.0	17.0
STOML1	1.0	1.0	1.0	3.0	2.0
PML	2.0	2.0	1.0	3.0	2.0
CYP1A2	2.0	3.0		10.0	3.0
CSK	1.0	2.0	1.0	11.0	1.0
LMAN1L	3.0	1.0		4.0	1.0
PPCDC	2.0	4.0	3.0	4.0	1.0
RPL36AP45	1.0			1.0	1.0
C15orf39	1.0	1.0		1.0	
SIN3A	1.0	1.0	1.0	3.0	1.0
ETFA	1.0				
SCAPER	2.0	1.0		2.0	2.0
RN7SL278P	1.0			2.0	1.0
HMG20A	2.0			2.0	1.0
IREB2	3.0			3.0	7.0
HYKK	3.0	2.0		3.0	7.0
CHRNA5	4.0	1.0		3.0	7.0
CHRNA3	6.0			1.0	11.0
CHRNB4	2.0	1.0		3.0	8.0
ADAMTS7	2.0	3.0	1.0	3.0	13.0
MORF4L1	2.0			3.0	16.0
CTSH	1.0				1.0
LINC00927	1.0				3.0
ABHD17C	1.0				4.0
CPEB1	1.0				
SH3GL3	2.0	4.0	1.0	4.0	2.0
ADAMTSL3	2.0	4.0	1.0	4.0	2.0
SEC11A	1.0				
ALPK3	1.0				1.0
PDE8A	1.0				1.0
AKAP13	2.0	3.0	1.0	3.0	7.0
AGBL1	3.0				1.0
ACAN	2.0	3.0	1.0	3.0	10.0
HAPLN3	2.0	1.0		3.0	
MFGE8	1.0	2.0	1.0	3.0	2.0
ABHD2	1.0	1.0	1.0	2.0	1.0
RLBP1	1.0			1.0	2.0
RHCG	1.0				4.0
ANPEP	1.0	1.0	1.0	1.0	2.0
AP3S2	1.0	1.0	1.0	2.0	3.0
SEMA4B	1.0				1.0
IQGAP1	1.0	2.0	1.0	2.0	2.0
CRTC3	1.0	1.0		1.0	2.0
FURIN	4.0	1.0		2.0	7.0
FES	4.0	1.0		2.0	12.0
MAN2A2	3.0	1.0		4.0	1.0
RCCD1	1.0	1.0		3.0	2.0
PRC1	1.0	2.0	1.0	3.0	2.0
PRC1-AS1	1.0	2.0	1.0	3.0	1.0
RGMA	1.0				2.0
NR2F2-AS1	1.0	3.0	2.0	3.0	
NR2F2	1.0				
LINC00923	1.0				
IGF1R	2.0	4.0	4.0	6.0	1.0
ADAMTS17	1.0	2.0	1.0	2.0	
LRRK1	4.0				
CHSY1	2.0	3.0	1.0	3.0	1.0
PCSK6	2.0	2.0	1.0	2.0	1.0
IL9RP3	1.0			3.0	3.0
HBQ1	2.0			4.0	
ARHGDIG	2.0	2.0	1.0	7.0	
AXIN1	1.0	5.0	3.0	7.0	
TMEM8A	1.0	1.0	1.0	4.0	
CACNA1H	2.0				3.0
TPSB2	1.0				2.0
RPS20P2	2.0				
CLCN7	1.0			1.0	1.0
PTX4	1.0	1.0		1.0	1.0
IFT140	1.0			1.0	
RPL3L	1.0	1.0	1.0	1.0	
KCTD5	1.0				
SRRM2	1.0			1.0	1.0
KREMEN2	1.0				
ZNF75A	1.0				
ADCY9	4.0	4.0		4.0	4.0
TFAP4	1.0			2.0	2.0
GLIS2	1.0	1.0		1.0	3.0
PAM16	1.0			1.0	
CORO7	1.0	1.0		1.0	
UBN1	2.0	1.0	1.0	3.0	
SEC14L5	1.0	1.0	1.0	1.0	
RBFOX1	2.0	2.0	1.0	2.0	1.0
GRIN2A	1.0				
ATF7IP2	1.0				
TEKT5	1.0	1.0		1.0	
CLEC16A	11.0	1.0	1.0	2.0	20.0
RMI2	5.0	6.0	2.0	6.0	7.0
SOCS1	1.0	1.0		4.0	1.0
LITAF	2.0	2.0	2.0	2.0	2.0
AC040173.1	1.0			3.0	
RRN3	1.0	1.0	2.0	2.0	
C16orf45	1.0				1.0
MYH11	6.0	1.0		1.0	
ABCC1	1.0				
XYLT1	1.0				
IQCK	1.0			1.0	1.0
GPRC5B	1.0			3.0	2.0
UMOD	1.0	2.0	2.0	3.0	1.0
PDILT	3.0	3.0	3.0	3.0	4.0
ACSM2B	2.0				
IGSF6	1.0				
OTOA	2.0				
VWA3A	1.0				1.0
SCNN1B	1.0				
PALB2	3.0				
PRKCB	1.0				
TNRC6A	1.0	3.0		3.0	1.0
IL4R	5.0	1.0	1.0	2.0	10.0
IL21R	2.0	1.0	1.0	2.0	3.0
KIAA0556	1.0				11.0
SBK1	1.0			2.0	1.0
CLN3	4.0	4.0	2.0	7.0	4.0
IL27	1.0	4.0	2.0	7.0	2.0
SH2B1	1.0	5.0	1.0	7.0	
ATP2A1	2.0	1.0		7.0	1.0
RABEP2	2.0			4.0	1.0
CDIPT	2.0				
SEZ6L2	1.0				
ASPHD1	1.0			2.0	
KCTD13	1.0			2.0	
TMEM219	4.0	2.0		2.0	4.0
TAOK2	1.0	2.0		2.0	1.0
DOC2A	1.0			3.0	1.0
GDPD3	2.0			3.0	1.0
MAPK3	4.0	1.0		3.0	1.0
ZNF48	1.0				
ITGAL	1.0	1.0		2.0	2.0
BCL7C	2.0			2.0	2.0
CTF1	1.0				1.0
STX1B	3.0	4.0	2.0	5.0	1.0
ITGAM	2.0			1.0	1.0
GPT2	1.0				1.0
ZNF423	2.0				1.0
HEATR3	1.0	1.0		1.0	1.0
ADCY7	5.0				
BRD7	2.0				3.0
NOD2	1.0				
SALL1	1.0	2.0	1.0	2.0	2.0
TOX3	5.0				6.0
CASC16	2.0				5.0
RPGRIP1L	1.0			3.0	1.0
FTO	24.0	13.0	8.0	13.0	40.0
MMP2	2.0				
GNAO1	1.0				
MT3	1.0			1.0	
SLC12A3	1.0	1.0	2.0	2.0	
CETP	3.0	2.0	7.0	2.0	2.0
CPNE2	1.0			1.0	2.0
CCDC102A	1.0				
CNGB1	1.0			1.0	1.0
CDH11	1.0				1.0
CMTM4	2.0				2.0
DYNC1LI2	1.0				1.0
PDP2	1.0				
CTCF	1.0	1.0	1.0	5.0	
GFOD2	1.0	1.0	2.0	3.0	1.0
NUTF2	1.0			2.0	
PSMB10	1.0	1.0	2.0	3.0	2.0
DUS2	2.0			3.0	
NFATC3	1.0	4.0	4.0	5.0	
TANGO6	3.0			1.0	4.0
HAS3	1.0	1.0		1.0	
VPS4A	1.0				1.0
CYB5B	1.0	1.0		1.0	3.0
WWP2	9.0	4.0	1.0	4.0	5.0
IL34	1.0				
AP1G1	2.0	1.0	2.0	1.0	3.0
PKD1L3	1.0			4.0	1.0
DHODH	2.0			6.0	6.0
TXNL4B	1.0	6.0	8.0	6.0	4.0
HPR	1.0	3.0	6.0	6.0	4.0
DHX38	2.0	2.0	5.0	5.0	
PMFBP1	2.0	3.0	6.0	4.0	6.0
ZFHX3	9.0	1.0	1.0	1.0	12.0
WDR59	1.0				
ZFP1	1.0			1.0	1.0
CTRB2	2.0			1.0	5.0
BCAR1	2.0			1.0	6.0
RNU6-758P	1.0				1.0
CFDP1	5.0	3.0		4.0	9.0
TMEM170A	1.0			3.0	6.0
CHST6	1.0			1.0	3.0
TERF2IP	1.0				
ADAMTS18	1.0				
AC092724.1	1.0				
WWOX	1.0				
CMIP	4.0	5.0	5.0	5.0	7.0
PLCG2	3.0	2.0	1.0	2.0	2.0
CDH13	2.0	1.0	1.0	1.0	6.0
CRISPLD2	4.0	1.0		1.0	4.0
GSE1	2.0	3.0	1.0	3.0	
IRF8	1.0	2.0	2.0	2.0	1.0
LINC01081	1.0			1.0	1.0
MTHFSD	1.0				
FOXL1	1.0				3.0
C16orf95	1.0				3.0
SLC7A5	1.0	2.0	1.0	2.0	1.0
BANP	1.0	1.0	1.0	1.0	1.0
ZFPM1	6.0	8.0	4.0	8.0	7.0
MIR5189	1.0			8.0	1.0
CYBA	1.0	1.0	1.0	2.0	3.0
PIEZO1	4.0	5.0	3.0	6.0	13.0
CBFA2T3	2.0	5.0	3.0	7.0	11.0
ACSF3	1.0	4.0	3.0	4.0	8.0
CDH15	1.0	1.0		1.0	
ANKRD11	3.0	5.0	3.0	7.0	11.0
SPG7	1.0	5.0	3.0	7.0	8.0
CPNE7	2.0	4.0	3.0	7.0	13.0
DPEP1	3.0	6.0	1.0	7.0	10.0
SPATA33	1.0	3.0	2.0	8.0	3.0
CDK10	1.0	3.0	1.0	7.0	
VPS9D1	2.0	4.0	1.0	6.0	
FANCA	3.0	4.0	3.0	6.0	9.0
SPIRE2	5.0	3.0	2.0	5.0	7.0
