MPO_term	cluster_label	MPO_label
MP:0010059	1288	olfactory bulb hypoplasia
MP:0020016	2433	decreased aldehyde dehydrogenase activity
MP:0030027	1843	basioccipital bone hypoplasia
MP:0031312	2354	spondylolysis
MP:0011048	2877	decreased lung tissue damping
MP:0030570	2155	abnormal piliary canal morphology
MP:0003892	2313	abnormal gastric gland morphology
MP:0010148	1675	abnormal exocrine pancreas physiology
MP:0011242	4448	increased fetal derived definitive erythrocyte cell number
MP:0010087	6434	increased circulating fructosamine level
MP:0008563	6550	decreased interferon-alpha secretion
MP:0009003	3139	abnormal vibrissa number
MP:0002794	3501	lenticonus
MP:0004853	3529	abnormal ovary size
MP:0005017	2213	decreased B cell number
MP:0003537	6423	hydrometrocolpos
MP:0009409	1992	abnormal skeletal muscle fiber type ratio
MP:0004095	6	ocular distichiasis
MP:0005667	6422	abnormal circulating leptin level
MP:0030268	5304	agnathia
MP:0002030	409	increased neurofibrosarcoma incidence
MP:0000101	6421	absent ethmoid bone
MP:0030971	2782	ketoacidosis
MP:0030263	3441	cranial bossing
MP:0005387	1716	immune system phenotype
MP:0005134	1429	decreased thyroid-stimulating hormone level
MP:0000084	1315	abnormal fontanelle morphology
MP:0020416	6578	decreased fibroblast chemotaxis
MP:0012288	485	abnormal paradoxical sleep pattern
MP:0013918	3200	abnormal endolymphatic sac topology
MP:0002357	1855	abnormal spleen white pulp morphology
MP:0030224	3565	abnormal soft palate muscle morphology
MP:0000108	1341	midline facial cleft
MP:0011774	3210	abnormal urinary bladder detrusor smooth muscle morphology
MP:0005072	1072	abnormal hair follicle melanin granule morphology
MP:0030456	148	abnormal odontoblast differentiation
MP:0002019	701	abnormal tumor incidence
MP:0008516	2281	disorganized retina outer nuclear layer
MP:0013286	4898	abnormal sperm capacitation
MP:0008939	110	increased pituitary gland weight
MP:0013294	783	prenatal lethality prior to heart atrial septation
MP:0008218	2764	delayed emergence of vibrissae
MP:0001860	1319	liver inflammation
MP:0006011	603	abnormal endolymphatic duct morphology
MP:0000972	6832	abnormal mechanoreceptor morphology
MP:0000960	9	abnormal sensory ganglion morphology
MP:0003432	6417	increased activity of parathyroid
MP:0012091	652	increased midbrain size
MP:0005604	6416	hyperekplexia
MP:0004082	6415	abnormal habenula morphology
MP:0003337	2156	exocrine pancreas hyperplasia
MP:0006357	3886	abnormal circulating mineral level
MP:0004657	2252	small sacral vertebrae
MP:0031177	2336	decreased Descemet membrane thickness
MP:0013357	408	ectopic adenohypophysis
MP:0001783	1848	decreased white adipose tissue amount
MP:0013352	1165	abnormal Rathke's pouch apoptosis
MP:0020448	3278	increased microglial cell activation
MP:0012341	3499	low preference for an addictive substance
MP:0001893	3355	non-obstructive hydrocephaly
MP:0000867	6451	abnormal cerebellum anterior vermis morphology
MP:0011279	1747	decreased ear pigmentation
MP:0009784	1258	abnormal melanoblast migration
MP:0009939	1182	abnormal hippocampus neuron morphology
MP:0011968	4424	decreased threshold for auditory brainstem response
MP:0004150	98	absent caveolae
MP:0004087	3339	abnormal muscle fiber morphology
MP:0011958	3694	increased compensatory feeding amount
MP:0010845	168	decreased effector memory CD4-positive, alpha-beta T cell number
MP:0000405	2469	abnormal auchene hair morphology
MP:0005131	1906	increased follicle stimulating hormone level
MP:0002050	2090	increased pheochromocytoma incidence
MP:0013498	1319	trachea inflammation
MP:0012773	3445	abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell number
MP:0008765	780	decreased mast cell degranulation
MP:0010235	6642	abnormal retina inner limiting membrane morphology
MP:0011895	3426	abnormal circulating unsaturated transferrin level
MP:0001486	2563	abnormal startle reflex
MP:0031213	4374	increased eye anterior chamber depth
MP:0009478	1666	coiled cecum
MP:0010376	2642	decreased kidney iron level
MP:0004019	1536	abnormal vitamin homeostasis
MP:0001317	3853	abnormal pupil morphology
MP:0030199	1140	deviated nasal septum
MP:0010646	189	absent pulmonary vein
MP:0008172	6410	abnormal follicular B cell morphology
MP:0012725	3233	small sebaceous gland
MP:0005638	2955	hemochromatosis
MP:0020511	3958	decreased dendritic spine length
MP:0008019	224	increased liver tumor incidence
MP:0002723	3705	abnormal immune serum protein physiology
MP:0004549	6409	small trachea
MP:0030294	2742	abnormal levator veli palatini muscle morphology
MP:0004037	4138	increased muscle relaxation
MP:0030774	362	abnormal ischiofemoral ligament morphology
MP:0021183	1139	increased femoral compact bone area
MP:0003078	3708	aphakia
MP:0004637	3461	metacarpal bone hypoplasia
MP:0004858	4896	abnormal nervous system regeneration
MP:0005670	6883	abnormal white adipose tissue physiology
MP:0000511	1116	abnormal intestinal mucosa morphology
MP:0004838	2757	abnormal neural fold elevation formation
MP:0000041	2541	absent endolymphatic duct
MP:0010316	2274	increased thyroid tumor incidence
MP:0002127	5540	abnormal cardiovascular system morphology
MP:0003020	6641	decreased circulating chloride level
MP:0013592	2014	small thymus cortex
MP:0004711	6405	persistence of notochord tissue
MP:0001318	1657	pupil opacity
MP:0012062	1374	small tail bud
MP:0001224	6404	abnormal keratinocyte apoptosis
MP:0004101	1720	abnormal brain interneuron morphology
MP:0010894	4895	pulmonary alveolar edema
MP:0012555	613	decreased cell death
MP:0002622	4440	abnormal cochlear hair cell morphology
MP:0003388	345	absent pericardium
MP:0009777	4907	abnormal behavioral response to anesthetic
MP:0031217	6403	increased susceptibility to myocardial ischemic injury
MP:0010519	987	atrioventricular block
MP:0014030	2954	abnormal mucous gland physiology
MP:0003697	1938	absent zona pellucida
MP:0013906	6402	absent embryonic telencephalon
MP:0000198	3200	decreased circulating phosphate level
MP:0030951	4137	abnormal endocytosis
MP:0000017	6399	big ears
MP:0000844	584	abnormal pontine flexure morphology
MP:0005444	702	abnormal retinol metabolism
MP:0002329	6398	abnormal blood gas level
MP:0004285	208	absent Descemet membrane
MP:0013508	2721	increased granulosa cell apoptosis
MP:0002463	3517	abnormal neutrophil physiology
MP:0014045	6400	Mallory bodies
MP:0012184	857	absent paraxial mesoderm
MP:0002272	43	abnormal nervous system electrophysiology
MP:0011419	546	erythrocyturia
MP:0000295	1317	trabecula carnea hypoplasia
MP:0004668	6830	absent vertebral body
MP:0013643	3743	decreased vertebra maximal load
MP:0030423	6397	abnormal pinna cartilage morphology
MP:0008217	2045	abnormal B cell activation
MP:0010038	6396	abnormal placenta physiology
MP:0008166	3532	abnormal B-2 B cell morphology
MP:0009568	919	abnormal red blood cell deformability
MP:0005322	4958	abnormal serotonin level
MP:0002458	231	abnormal B cell number
MP:0008921	4894	increased neurotransmitter release
MP:0001874	905	acanthosis
MP:0030249	2722	small frontonasal prominence
MP:0030282	2275	broad supraoccipital bone
MP:0030718	5561	increased circulating lysine level
MP:0004488	1452	type II spiral ligament fibrocyte degeneration
MP:0009183	3029	abnormal pancreatic delta cell differentiation
MP:0005031	3148	abnormal trophoblast layer morphology
MP:0005354	1360	abnormal ilium morphology
MP:0000523	3220	cortical renal glomerulopathies
MP:0010091	3329	decreased circulating creatine kinase level
MP:0002926	4962	aganglionic megacolon
MP:0013530	6394	abnormal periderm morphology
MP:0003327	101	liver cyst
MP:0010882	2055	trachea hypoplasia
MP:0009950	1646	abnormal olfactory bulb internal plexiform layer morphology
MP:0001963	5187	abnormal hearing physiology
MP:0010026	1273	decreased liver cholesterol level
MP:0002404	1829	increased intestinal adenoma incidence
MP:0010323	4888	retropulsion
MP:0002830	6359	gallstones
MP:0030124	4337	middle ear ossicle hypoplasia
MP:0003624	5124	anuria
MP:0000528	1228	delayed kidney development
MP:0001117	6358	absent gametes
MP:0030071	571	abnormal face shape
MP:0009854	213	impaired gastric peristalsis
MP:0004116	3733	abnormal atrioventricular bundle conduction
MP:0012072	4887	decreased susceptibility to osteoporosis
MP:0020483	288	abnormal brain artery topology
MP:0002460	2199	decreased immunoglobulin level
MP:0003822	6825	decreased left ventricle systolic pressure
MP:0002051	916	increased skin papilloma incidence
MP:0009710	4886	anhedonia
MP:0005041	6356	abnormal antigen presentation via MHC class II
MP:0001148	3885	enlarged testis
MP:0008837	2762	increased transforming growth factor beta level
MP:0003440	2641	decreased glycerol level
MP:0003942	6355	abnormal urinary system development
MP:0003780	6509	increased lip tumor incidence
MP:0001670	750	abnormal intestinal mineral absorption
MP:0031174	376	decreased mammary duct terminal end bud number
MP:0030292	6788	abnormal tensor veli palatini muscle morphology
MP:0002240	1248	abnormal paranasal sinus morphology
MP:0009087	228	dilated uterine horn
MP:0004274	5650	abnormal embryonic/fetal subventricular zone morphology
MP:0009778	6818	impaired behavioral response to anesthetic
MP:0010287	385	increased reproductive system tumor incidence
MP:0010413	3022	complete atrioventricular septal defect
MP:0004318	1792	absent incus
MP:0003994	6531	abnormal dorsal spinal root morphology
MP:0009091	6320	endometrium hypoplasia
MP:0012533	1506	uveal coloboma
MP:0008370	3965	enlarged pituitary intermediate lobe
MP:0002461	1353	increased immunoglobulin level
MP:0006431	265	abnormal fibrocartilage morphology
MP:0008495	2459	decreased IgG1 level
MP:0009408	1905	decreased skeletal muscle fiber density
MP:0002650	1641	abnormal ameloblast morphology
MP:0013970	278	absent connection between subcutaneous lymph vessels and lymph sac
MP:0005423	4879	abnormal somatic nervous system physiology
MP:0010678	6639	abnormal skin adnexa morphology
MP:0011635	2986	abnormal mitochondrial crista morphology
MP:0011206	6319	absent visceral yolk sac
MP:0020490	5756	abnormal ophthalmic artery origin
MP:0003243	2838	abnormal dopaminergic neuron morphology
MP:0012292	3571	decreased slow-wave sleep duration
MP:0012754	3732	abnormal cranial neural crest cell morphology
MP:0003976	2990	decreased circulating VLDL triglyceride level
MP:0020869	3181	immotile sperm
MP:0011199	6318	abnormal amniotic cavity morphology
MP:0013594	2419	abnormal parotid gland acinus morphology
MP:0000098	1004	abnormal vomer bone morphology
MP:0000652	573	enlarged sebaceous gland
MP:0004805	2001	absent oocytes
MP:0003720	6927	abnormal neural tube closure
MP:0030399	1959	abnormal incus body morphology
MP:0005581	6316	abnormal renin activity
MP:0013539	50	increased ovary adenoma incidence
MP:0003229	2005	abnormal vitelline vasculature morphology
MP:0003377	1564	late onset of menarche
MP:0004328	5301	decreased vestibular hair cell number
MP:0010146	3199	umbilical hernia
MP:0011630	3881	increased mitochondrial size
MP:0030024	1628	abnormal meiotic attachment of telomere to nuclear envelope
MP:0008923	297	thoracoschisis
MP:0006173	6315	abnormal myeloid dendritic cell morphology
MP:0010701	1045	fusion of atlas and odontoid process
MP:0011563	2265	increased urine prostaglandin level
MP:0003983	2088	decreased cholesterol level
MP:0008762	3089	embryonic lethality
MP:0004154	1832	renal tubular necrosis
MP:0011591	3300	decreased hormone-sensitive lipase activity
MP:0031374	710	abnormal manchette assembly
MP:0030465	2812	absent oval window
MP:0004611	2985	increased susceptibility to ototoxicity-induced hearing loss
MP:0009203	6314	external male genitalia hypoplasia
MP:0004778	6530	increased macrophage derived foam cell number
MP:0020452	4133	abnormal axon radial sorting
MP:0009669	6353	abnormal postimplantation uterine environment
MP:0011436	6310	decreased urine magnesium level
MP:0009960	2323	abnormal cerebellum anterior lobe morphology
MP:0020216	309	decreased circulating complement protein level
MP:0003558	417	absent uterus
MP:0003442	483	decreased circulating glycerol level
MP:0005048	1695	abnormal thrombosis
MP:0008484	782	decreased spleen germinal center size
MP:0001850	880	increased susceptibility to otitis media
MP:0020594	1946	decreased cerebral cortex cell number
MP:0003970	4229	abnormal prolactin level
MP:0006287	332	inner ear cyst
MP:0008345	5296	abnormal gamma-delta T cell number
MP:0013323	1973	abnormal ampullary gland morphology
MP:0008717	595	increased lung squamous cell carcinoma incidence
MP:0003638	3292	abnormal response/metabolism to endogenous compounds
MP:0000936	6290	small embryonic telencephalon
MP:0003544	75	abnormal vascular endothelial cell migration
MP:0004654	899	absent lumbar vertebrae
MP:0009284	2143	abnormal sympathetic neuron innervation pattern
MP:0010918	5201	abnormal pulmonary neuroendocrine body morphology
MP:0006268	3093	absent cardiac desmosomes
MP:0008809	5511	increased spleen iron level
MP:0004139	201	abnormal gastric parietal cell morphology
MP:0009297	1376	decreased mammary fat pad weight
MP:0009864	3598	abnormal aorta endothelium morphology
MP:0009336	1065	increased splenocyte proliferation
MP:0012759	5660	increased cranial neural crest cell proliferation
MP:0002602	6289	abnormal eosinophil cell number
MP:0004293	4721	abnormal type I spiral ligament fibrocytes
MP:0009900	2171	vomer bone hypoplasia
MP:0012162	1953	absent parietal endoderm
MP:0012797	4945	decreased rhombomere 4 size
MP:0003918	2392	decreased kidney weight
MP:0000693	666	spleen hyperplasia
MP:0020816	3511	decreased photoreceptor outer segment number
MP:0009045	3315	muscle tetany
MP:0012049	283	increased susceptilbility to retina ischemic injury
MP:0004792	3464	abnormal synaptic vesicle number
MP:0005100	6529	abnormal choroid pigmentation
MP:0001463	1661	abnormal spatial learning
MP:0004166	310	abnormal limbic system morphology
MP:0010838	6288	increased CD8-positive, alpha-beta memory T cell number
MP:0030421	603	tongue muscle hypoplasia
MP:0003244	2761	loss of dopaminergic neurons
MP:0004732	6350	decreased circulating gastrin level
MP:0011967	715	increased or absent threshold for auditory brainstem response
MP:0030924	179	early exit from telogen phase
MP:0003554	3184	phimosis
MP:0011361	1122	pelvic kidney
MP:0013605	1738	abnormal ovarian bursa morphology
MP:0000510	1714	remittent intestinal hemorrhage
MP:0014175	1810	abnormal ciliary epithelium morphology
MP:0002665	676	decreased circulating corticosterone level
MP:0010351	574	increased pituitary melanotroph tumor incidence
MP:0003011	6287	delayed dark adaptation
MP:0012551	985	metabolic acidosis
MP:0012731	1824	abnormal external carotid artery morphology
MP:0010318	6374	increased salivary gland tumor incidence
MP:0009860	3485	nephrosclerosis
MP:0009385	447	abnormal dermal pigmentation
MP:0008227	1838	absent anterior commissure
MP:0020437	190	abnormal social play behavior
MP:0002534	3068	abnormal type IV hypersensitivity reaction
MP:0010689	3936	thin hair follicle outer root sheath
MP:0011239	1076	abnormal skin coloration
MP:0031268	1040	decreased susceptibility to diet-induced hepatic steatosis
MP:0021030	1888	decreased tumor necrosis factor (ligand) superfamily member 11 level
MP:0009274	283	buphthalmos
