HPO_term	cluster_label	HPO_label
HP:0010536	992	Central sleep apnea
HP:0003700	2687	Generalized amyotrophy
HP:0033670	2162	Organizing pneumonia
HP:0025102	4879	Dysgenesis of the basal ganglia
HP:6000461	3177	Cerebral subcortical cyst
HP:0004810	4576	Congenital hypoplastic anemia
HP:0005180	3582	Tricuspid regurgitation
HP:0005156	2556	Hypoplastic left atrium
HP:0003691	1996	Scapular winging
HP:0200084	888	Giant cell hepatitis
HP:0010270	2585	Cone-shaped epiphyses of the proximal phalanges of the hand
HP:0025670	296	Syntelencephaly
HP:0004927	4574	Pulmonary artery dilatation
HP:0005225	748	Intestinal edema
HP:0006353	2285	Hypoplasia of the tooth germ
HP:0005574	3176	Non-acidotic proximal tubulopathy
HP:0008940	4570	Generalized lymphadenopathy
HP:0001747	3992	Accessory spleen
HP:0005072	967	Wrist hypermobility
HP:0002626	36	Venous varicosities of celiac and mesenteric vessels
HP:0000872	991	Hashimoto thyroiditis
HP:0012252	3345	Abnormal respiratory system morphology
HP:0008452	2352	Wafer-thin platyspondyly
HP:0031252	2240	Dilated left subclavian artery
HP:0000763	4111	Sensory neuropathy
HP:0002497	4496	Spastic ataxia
HP:0010980	4871	Hyperlipoproteinemia
HP:0008568	3173	Vestibular areflexia
HP:0002470	5442	Nonprogressive cerebellar ataxia
HP:0011474	4232	Childhood onset sensorineural hearing impairment
HP:0008883	1747	Mild intrauterine growth retardation
HP:0006482	1577	Abnormal dental morphology
HP:0008788	4566	Delayed pubic bone ossification
HP:0012427	4565	Increased femoral anteversion
HP:0004433	1710	Secretory IgA deficiency
HP:0004416	131	Precocious atherosclerosis
HP:0001999	818	Abnormal facial shape
HP:0001543	5210	Gastroschisis
HP:0033701	4878	Cortical sclerosis of the iliac wing
HP:0003286	607	Cystathioninemia
HP:0003712	817	Skeletal muscle hypertrophy
HP:0200035	2580	Skin plaque
HP:6000199	2127	Reduced 3-beta-hydroxysteroid-delta-5-desaturase activity in cultured fibroblasts
HP:6000574	3877	Reduced tissue carnitine-acylcarnitine translocase activity
HP:0031865	2216	Abnormal liver physiology
HP:0032140	3812	Decreased specific antibody response to vaccination
HP:0031047	883	Paraproteinemia
HP:0003029	627	Enlargement of the ankles
HP:0001234	1486	Hitchhiker thumb
HP:0012418	449	Hypoxemia
HP:0005722	2956	Hyperextensible thumb
HP:0004379	4561	Abnormality of alkaline phosphatase level
HP:0034284	1326	Recurrent gingivitis
HP:0005435	1090	Impaired T cell function
HP:0002625	25	Deep venous thrombosis
HP:0010874	5169	Tendon xanthomatosis
HP:0002572	2024	Episodic vomiting
HP:0032169	1326	Severe infection
HP:0005105	1581	Abnormal nasal morphology
HP:0010800	4559	Absent cupid's bow
HP:0031282	2524	Malalignment of the great toenail
HP:0009126	4891	Increased adipose tissue
HP:0100693	756	Iridodonesis
HP:0005329	2664	Fixed facial expression
HP:0009611	2656	Bifid distal phalanx of the thumb
HP:0012207	1269	Reduced sperm motility
HP:0020216	5175	Visually-induced seizure
HP:0004307	3951	Abnormal anatomic location of the heart
HP:0002726	140	Recurrent Staphylococcus aureus infections
HP:0030143	5161	Hyperactive bowel sounds
HP:0005197	2982	Generalized morning stiffness
HP:0004696	3595	Talipes cavus equinovarus
HP:0002616	4549	Aortic root aneurysm
HP:0004768	2273	Sparse anterior scalp hair
HP:0011056	119	Agenesis of first permanent molar tooth
HP:0032438	434	Platelet anisocytosis
HP:0001406	5251	Intrahepatic cholestasis
HP:0001894	898	Thrombocytosis
HP:0040183	3138	Encopresis
HP:0033009	958	Increased fecal coproporphyrin 1
HP:6000558	3167	Reduced erythrocyte adenylate kinase activity
HP:0031962	669	Elevated serum anion gap
HP:0031653	1833	Abnormal heart valve physiology
HP:0025325	2968	Sparse medial eyebrow
HP:0000498	3165	Blepharitis
HP:0000193	3650	Bifid uvula
HP:0030114	2881	Absent muscle fiber dysferlin
HP:0001504	1373	Metacarpal osteolysis
HP:0030474	2445	Undetectable dark-adapted electroretinogram
HP:0002144	2272	Tethered cord
HP:0030044	4539	Flexion contracture of digit
HP:0008079	4091	Absent fifth metatarsal
HP:0003139	2227	Panhypogammaglobulinemia
HP:0031258	4538	Delirium
HP:0004220	1448	Short middle phalanx of the 5th finger
HP:0032064	976	Gastrointestinal eosinophilia
HP:0010618	3349	Ovarian fibroma
HP:0006256	3242	Abnormality of hand joint mobility
HP:0030019	2617	Increased female libido
HP:0007958	1577	Optic atrophy from cranial nerve compression
HP:0003203	5285	Impaired oxidative burst
HP:0000585	2980	Band keratopathy
HP:0012164	2462	Asterixis
HP:0100608	513	Metrorrhagia
HP:0025168	4537	Left ventricular diastolic dysfunction
HP:0001627	493	Abnormal heart morphology
HP:0012299	3702	Long distal phalanx of finger
HP:0100780	1366	Conjunctival hamartoma
HP:0010620	3137	Malar prominence
HP:0030358	176	Non-small cell lung carcinoma
HP:0006866	5067	Midline central nervous system lipomas
HP:0001770	2860	Toe syndactyly
HP:0006977	2258	Deficit in grammar
HP:0006684	2568	Ventricular preexcitation with multiple accessory pathways
HP:0010867	1789	Dyssynergia
HP:0008499	2713	High hypermetropia
HP:0001989	1320	Fetal akinesia sequence
HP:0002900	2631	Hypokalemia
HP:0006095	3593	Wide tufts of distal phalanges
HP:0006492	952	Aplasia/Hypoplasia of the fibula
HP:0006000	316	Ureteral obstruction
HP:0002084	1217	Encephalocele
HP:0007761	4638	Pericentral scotoma
HP:0010765	5257	Palmar hyperkeratosis
HP:0000556	3653	Retinal dystrophy
HP:0032948	2648	Renal interstitial fibrosis
HP:0010809	166	Broad uvula
HP:0007017	2618	Progressive forgetfulness
HP:0011864	1619	Elevated plasma pyrophosphate
HP:0011501	5153	Anterior lenticonus
HP:0032411	2939	Posterior predominant subcortical band heterotopia
HP:0001750	1836	Single ventricle
HP:0000486	1064	Strabismus
HP:0007759	2545	Opacification of the corneal stroma
HP:0011380	1657	Abnormal semicircular canal morphology
HP:0012122	5491	Anterior uveitis
HP:0001440	862	Metatarsal synostosis
HP:0032107	728	Limbal stem cell deficiency
HP:0410054	196	Decreased circulating GABA concentration
HP:0003228	351	Hypernatremia
HP:0009761	2020	Anterior clefting of vertebral bodies
HP:0012844	5249	Trichilemmoma
HP:0000479	1386	Abnormal retinal morphology
HP:0004315	4275	Decreased circulating IgG level
HP:0011027	2710	Abnormal fallopian tube morphology
HP:0012087	2305	Abnormal mitochondrial shape
HP:0005453	4529	Absent/hypoplastic paranasal sinuses
HP:0100524	5288	Limb duplication
HP:0011054	4528	Agenesis of molar
HP:0001511	1913	Intrauterine growth retardation
HP:0004554	3928	Generalized hypertrichosis
HP:0008757	3592	Unilateral vocal cord paralysis
HP:0034227	4502	Aortic isthmus hypoplasia
HP:0200030	4259	Punctate vasculitis skin lesions
HP:0003216	4526	Generalized amyloid deposition
HP:0004570	4525	Increased vertebral height
HP:0040036	115	Onychogryposis of fingernail
HP:0003376	701	Steppage gait
HP:0000264	1979	Abnormal mastoid morphology
HP:0007457	5405	Prominent veins on trunk
HP:0001265	1357	Hyporeflexia
HP:0032807	2091	Neonatal seizure
HP:0004851	2993	Folate-responsive megaloblastic anemia
HP:0004724	1965	Calcium nephrolithiasis
HP:0010997	77	Chromosomal breakage induced by ionizing radiation
HP:0011305	1642	Partial absence of toe
HP:0032409	4750	Subcortical band heterotopia
HP:0033295	613	Mesangial Immune complex deposition
HP:0041063	2937	Chronic decreased circulating IgG2
HP:0025186	589	Marcus Gunn jaw winking synkinesis
HP:0031538	2084	Abnormal dermoepidermal junction morphology
HP:0002884	3872	Hepatoblastoma
HP:0005025	601	Hypoplastic distal humeri
HP:0045086	703	Knee joint hypermobility
HP:0045038	1331	Gastric lymphoma
HP:0100022	2072	Abnormality of movement
HP:0011166	5181	Focal myoclonic seizure
HP:0002612	151	Congenital hepatic fibrosis
HP:0005200	1610	Retroperitoneal fibrosis
HP:0008962	4519	Calf muscle hypoplasia
HP:0003148	562	Elevated serum acid phosphatase
HP:0006460	3807	Increased laxity of ankles
HP:0006596	1431	Restricted chest movement
HP:0001706	4518	Endocardial fibroelastosis
HP:0031079	4037	Impaired growth-hormone response to insulin stimulation test
HP:0032615	886	Abnormal diffusion weighted cerebral MRI morphology
HP:0001984	1102	Intolerance to protein
HP:0100795	1923	Abnormally straight spine
HP:0002910	1010	Elevated circulating hepatic transaminase concentration
HP:0100335	5488	Non-midline cleft of the upper lip
HP:0000647	793	Sclerocornea
HP:0025022	2190	Decreased erythrocyte sedimentation rate
HP:0001142	1231	Lenticonus
HP:0007605	5063	Excessive wrinkling of palmar skin
HP:0005645	4517	Intervertebral disk calcification
HP:0012645	1192	Enlarged peripheral nerve
HP:0025084	4516	Folliculitis
HP:0008357	1317	Reduced factor XIII activity
HP:0000886	442	Deformed rib cage
HP:0000873	2963	Diabetes insipidus
HP:0006329	5233	Alveolar process hypoplasia
HP:0100028	4515	Ectopic thyroid
HP:0003493	780	Antinuclear antibody positivity
HP:0001822	5348	Hallux valgus
HP:0011040	32	Abnormal intrahepatic bile duct morphology
HP:0008191	616	Thyroid agenesis
HP:0008442	4514	Vertebral hyperostosis
HP:0010719	4513	Abnormality of hair texture
HP:0007661	3318	Abnormality of chorioretinal pigmentation
HP:0001742	2002	Nasal congestion
HP:6000121	523	Elevated urinary xanthurenic acid level
HP:0009659	2558	Partial absence of thumb
HP:0040307	1046	Male sexual dysfunction
HP:0011934	4512	Dilatation of mesenteric artery
HP:0031908	2828	Micrographia
HP:0011236	3354	Angulated antihelix
HP:0005347	1941	Tracheal cartilaginous sleeve
HP:0011715	132	Trifascicular block
HP:0011389	94	Functional abnormality of the inner ear
HP:0001998	460	Neonatal hypoglycemia
HP:0012743	2027	Abdominal obesity
HP:0033355	2417	Increased urine deoxypyridinoline level
HP:0002958	5487	Immune dysregulation
HP:0030177	1381	Abnormality of peripheral nervous system electrophysiology
HP:0007016	5180	Corticospinal tract hypoplasia
HP:0010472	1378	Abnormal circulating porphyrin concentration
HP:0005522	146	Pyridoxine-responsive sideroblastic anemia
HP:0005005	1249	Femoral bowing present at birth, straightening with time
HP:0007348	3025	Hypoplasia of the pyramidal tract
HP:0006743	3136	Embryonal rhabdomyosarcoma
HP:0006704	3805	Abnormal coronary artery morphology
HP:0011876	791	Abnormal platelet volume
HP:0030318	2894	Angular cheilitis
HP:0002418	86	Abnormal midbrain morphology
HP:0001394	1574	Cirrhosis
HP:0002180	1441	Neurodegeneration
HP:0011611	3805	Interrupted aortic arch
HP:0032499	578	Giant neutrophil granules
HP:0040249	984	Reduced plasminogen activator inhibitor 1 antigen
HP:0007772	3462	Impaired smooth pursuit
HP:0025163	1715	Abnormal optic chiasm morphology
HP:0100720	5524	Hypoplasia of the ear cartilage
HP:0100518	1402	Dysuria
HP:0002080	2877	Intention tremor
HP:0009914	708	Cyclopia
HP:0002635	3703	Type IV atherosclerotic lesion
HP:0011964	4509	Intermittent painful muscle spasms
HP:0002621	903	Atherosclerosis
HP:0005305	25	Cerebral venous thrombosis
HP:0034350	4508	Valvular pulmonary stenosis
HP:0001103	678	Abnormal macular morphology
HP:0008647	2406	Pubertal developmental failure in females
HP:0031417	4506	Rhinorrhea
HP:0003484	2034	Upper limb muscle weakness
HP:0007968	4505	Remnants of the hyaloid vascular system
HP:0034396	4504	Hippocampal malrotation
HP:0005206	1672	Pancreatic pseudocyst
HP:0001551	3377	Abnormal umbilicus morphology
HP:0000957	4502	Cafe-au-lait spot
HP:0009757	1211	Intercrural pterygium
HP:0000871	2451	Panhypopituitarism
HP:0000219	1783	Thin upper lip vermilion
HP:0009182	1221	Triangular shaped middle phalanx of the 5th finger
HP:0025329	4501	Anti-glutamic acid decarboxylase antibody positivity
HP:0001488	3135	Bilateral ptosis
HP:0011313	2488	Narrow nail
HP:0002669	1297	Osteosarcoma
HP:0012203	1637	Onychomycosis
HP:0030783	1114	Increased circulating interleukin 6 concentration
HP:0032670	1328	Tonic status epilepticus
HP:0000563	3366	Keratoconus
HP:0006646	5145	Costal cartilage calcification
HP:0031020	2017	Bone marrow hypercellularity
HP:0002223	2370	Absent eyebrow
HP:0006552	2544	Fibrocystic lung disease
HP:0002862	823	Bladder carcinoma
HP:0003427	937	Thenar muscle weakness
HP:0002790	136	Neonatal breathing dysregulation
HP:0025081	2580	Darier's sign
HP:0011924	5432	Decreased activity of mitochondrial complex III
HP:0012760	1933	Reduced social reciprocity
HP:0005003	1330	Aplasia/Hypoplasia of the capital femoral epiphysis
HP:0007047	920	Atrophy of the dentate nucleus
HP:0011168	5179	Focal seizure with eyelid myoclonia
HP:0003455	4870	Elevated circulating long chain fatty acid concentration
HP:0010574	4495	Abnormality of the epiphysis of the femoral head
HP:0012484	2508	Abnormal dense granules
HP:0003271	4494	Visceromegaly
HP:0046507	2895	Bradypnea
HP:0100585	1236	Telangiectasia of the skin
HP:0008090	1429	Ankylosis of feet small joints
HP:0012277	2193	Hypoglycinemia
HP:0007710	3817	Peripheral vitreous opacities
HP:0012496	3278	Reduced maximal inspiratory pressure
HP:0030906	813	Suck reflex
HP:0006380	1435	Knee flexion contracture
HP:0012506	1671	Small pituitary gland
HP:0000828	5254	Abnormality of the parathyroid gland
HP:0020221	1174	Clonic seizure
HP:0031504	881	Foamy urine
HP:0001902	688	Giant platelets
HP:0012901	3711	Myotonia of the jaw
HP:6000650	303	Distal tibiofibular synostosis
HP:0100559	550	Lower limb asymmetry
HP:0033263	345	Absent platelet dense granules
HP:0009909	3153	Uplifted earlobe
HP:0000201	195	Pierre-Robin sequence
HP:0002161	256	Hyperlysinemia
HP:0003423	1811	Thoracolumbar kyphoscoliosis
HP:0032276	2283	Prominent subcalcaneal fat pad
HP:0008111	3168	Broad distal hallux
HP:0003774	407	Stage 5 chronic kidney disease
HP:0000586	1143	Shallow orbits
HP:0003450	1397	Axonal regeneration
HP:0001204	269	Distal symphalangism of hands
HP:0031266	2649	Podocyte foot process effacement
HP:0100639	5388	Erectile dysfunction
HP:0006574	36	Hepatic arteriovenous malformation
HP:0009019	2418	Progressive loss of facial adipose tissue
HP:0034354	1854	Trichoschisis
HP:0002017	2567	Nausea and vomiting
HP:0002378	2500	Hand tremor
HP:0000896	550	Rib exostoses
HP:0000836	2513	Hyperthyroidism
HP:0002148	3620	Hypophosphatemia
HP:0200049	1224	Upper limb hypertonia
HP:0010761	4491	Broad columella
HP:0000717	581	Autism
HP:0030865	3093	Large elbow
HP:0004426	5282	Abnormal cheek morphology
HP:0030781	2661	Increased circulating free fatty acid level
HP:0004485	3584	Cessation of head growth
HP:0002254	1781	Intermittent diarrhea
HP:0041046	393	Increased neutrophil ribosomes
HP:0002226	1056	White eyebrow
HP:0001961	662	Hypoplastic heart
HP:0012881	52	Abnormal labia majora morphology
HP:0011943	125	Increased urinary thiosulfate
HP:0040327	4051	Abnormal morphology of the olfactory bulb
HP:0006829	936	Severe muscular hypotonia
HP:0005147	2186	Bidirectional ventricular ectopy
HP:0005817	2712	Postaxial polysyndactyly of foot
HP:0041059	1105	Chronic (near) absent circulating IgG4
HP:0011340	3159	Incomplete cleft of the upper lip
HP:0009084	2692	Midline notch of upper alveolar ridge
HP:0012032	1169	Lipoma
HP:0009931	4484	Enlarged naris
HP:0007311	1880	Short stepped shuffling gait
HP:0005264	2209	Abnormality of the gallbladder
HP:0002036	2537	Hiatus hernia
HP:0007431	1288	Congenital ichthyosiform erythroderma
HP:0025066	2740	Decreased mean corpuscular volume
HP:0100326	2055	Immunologic hypersensitivity
HP:0100771	1790	Hypoperistalsis
HP:0001701	2792	Pericarditis
HP:0012508	1336	Metamorphopsia
HP:0004823	1521	Anisopoikilocytosis
HP:0001722	5187	High-output congestive heart failure
HP:0032230	4481	Cytoplasmic antineutrophil antibody positivity
HP:0004712	4480	Renal malrotation
HP:0012000	4420	EEG with generalized spikes
HP:0031107	3581	Decreased fibular diameter
HP:0008476	1997	Irregular sclerotic endplates
HP:0200063	251	Colorectal polyposis
HP:0001310	920	Dysmetria
HP:0001482	3026	Subcutaneous nodule
HP:0006270	2400	Hypoplastic spleen
HP:0003646	3620	Bicarbonaturia
HP:0033719	304	EEG with parietal epileptiform discharges
HP:0003607	1223	4-hydroxyphenylacetic aciduria
HP:0040085	29	Abnormal circulating aldosterone
HP:0003548	620	Subsarcolemmal accumulations of abnormally shaped mitochondria
HP:0000023	2506	Inguinal hernia
HP:0001608	2458	Abnormality of the voice
HP:0005107	286	Abnormal sacrum morphology
HP:0001651	1839	Dextrocardia
HP:0000565	987	Esotropia
HP:0000818	2053	Abnormality of the endocrine system
HP:0000545	2691	Myopia
HP:0003256	353	Abnormality of the coagulation cascade
HP:0034830	3164	Reduced hepatic fructose-1,6-phosphate aldolase activity
HP:0034051	594	Hypoplastic anterior limbs of the internal capsule
HP:0001700	2852	Myocardial necrosis
HP:0000680	625	Delayed eruption of primary teeth
HP:0010668	1826	Abnormal zygomatic bone morphology
HP:0001947	555	Renal tubular acidosis
HP:0410276	1797	Supraumbilical raphe
HP:0000829	4192	Hypoparathyroidism
HP:0033199	1400	Increased circulating interleukin 10 concentration
HP:0000677	119	Oligodontia
HP:0002020	4589	Gastroesophageal reflux
HP:0007036	194	Hypoplasia of olfactory tract
HP:0007626	1338	Mandibular osteomyelitis
HP:0012182	441	Oropharyngeal squamous cell carcinoma
HP:0003454	871	Platelet antibody positive
HP:0200040	1327	Epidermoid cyst
HP:0031206	4647	Striatal T2 hyperintensity
HP:0020125	1877	Spontaneous conjunctival filtering bleb
HP:0005701	478	Multiple enchondromatosis
HP:0031189	4593	Wrist drop
HP:0001395	4471	Hepatic fibrosis
HP:0010844	105	EEG with multifocal slow activity
HP:0007468	2611	Perifollicular hyperkeratosis
HP:0030009	2079	Cervical insufficiency
HP:0011060	4470	Dentinogenesis imperfecta limited to primary teeth
HP:0034787	2331	Accumulation of lipid droplets in small-bowel enterocytes
HP:0005368	5132	Abnormality of humoral immunity
HP:0002672	5383	Gastrointestinal carcinoma
HP:0025235	2326	NREM parasomnia
HP:0033534	4469	Increased circulating brain natriuretic peptide concentration
HP:0006571	1084	Reduced number of intrahepatic bile ducts
HP:0008472	2901	Prominent protruding coccyx
HP:0025646	2536	Bilateral polymicrogyria
HP:0012371	4466	Hyperplasia of midface
