gene_name	phast_value
RP11-415K20.1	0.357890243902439
ZBTB40	0.0910401225616906
ZBTB40-IT1	0.02928322147651
EPHA8	0.0670098923334415
C1QA	0.1144479535932968
C1QC	0.0800752064271368
C1QB	0.0593088754699783
EPHB2	0.066864573298058
MIR4684	0.0107926829268292
AL611946.1	0.0213368421052631
RP11-69E9.1	0.1672339489885664
MIR4253	0.2258676470588235
RP1-74M1.3	0.0947202739157501
LACTBL1	0.0835536759921925
C1orf234	0.0859178792106836
KDM1A	0.0892627564521652
RP1-184J9.2	0.0904235039462834
MIR3115	0.2213529411764705
MIR4419A	0.1895714285714285
LUZP1	0.1056807199368775
RP5-979D14.1	0.0975782396088019
RNU6-514P	0.0568598130841121
RNU6-135P	0.1402574257425742
HTR1D	0.1627130023640662
RP5-1057J7.1	0.1535673913043478
RP5-1057J7.6	0.0863135562086701
HNRNPR	0.1246405364098013
ZNF436	0.195792196098049
C1orf213	0.1889581428068941
Y_RNA	0.0141935483870967
RP5-1057J7.7	0.0235753846153846
TCEA3	0.0586851419413919
RP4-654C18.1	0.1916790874524714
ASAP3	0.0749999285790808
E2F2	0.0896393852607801
RP1-150O5.3	0.0668249859313449
ID3	0.2379477890250399
MDS2	0.0579624030876527
RP11-223J15.2	0.1162009833433674
RPL11	0.0802076608564665
RP5-886K2.1	0.091047619047619
RN7SL532P	0.0962740213523131
TCEB3	0.1158419465749801
RP5-886K2.3	0.0728647380766223
PITHD1	0.1168389295889295
LYPLA2	0.1551859956236324
GALE	0.1071584024696122
HMGCL	0.0868086618031358
FUCA1	0.0624160134378499
CNR2	0.0786648293311044
RN7SL24P	0.0409383561643835
snoU13	0.0651326530612245
RP11-4M23.2	0.2502904498816101
RP11-4M23.3	0.0837470967741935
MIR378F	0.0175641025641025
RP11-4M23.4	0.2681630434782608
PNRC2	0.1260553514010105
SRSF10	0.1407539692384023
RP11-4M23.7	0.1983458528951486
RP11-293P20.2	0.0710424453388447
MYOM3	0.0601089934272635
RP11-293P20.4	0.0569641495950452
IL22RA1	0.0506496938032632
IFNLR1	0.0658386237907878
RP11-10N16.2	0.0465963855421686
AL590683.1	0.3559824561403509
AL590683.2	0.0068202247191011
RP11-10N16.3	0.0988178586365537
GRHL3	0.0765378977436283
STPG1	0.0869206987453283
NIPAL3	0.0630349579420457
RCAN3	0.0687853921979865
RN7SL857P	0.0404461538461538
RP4-594I10.3	0.0524894914073385
NCMAP	0.0442288323499567
RP11-496D1.2	0.3161666666666666
Y_RNA	0.2224368932038835
SRRM1	0.0816090440893338
snoU13	0.0048285714285714
CLIC4	0.0954896229084148
RNU6-1208P	0.0413271028037383
RUNX3	0.0583170047705415
RP11-84D1.1	0.0426200798630918
RP11-84D1.2	0.0147343430208759
MIR4425	0.021547619047619
RP4-799D16.1	0.0451489757109516
RP4-781L3.1	0.3296119402985074
RP4-706G24.1	0.0188344733242134
SYF2	0.0656878053745928
C1orf63	0.0782223240984819
RP3-465N24.6	0.0034762886597938
RP3-465N24.5	0.0727285024154589
RHD	0.0608877060617022
SDHDP6	0.3634874999999999
RP11-335G20.7	0.0638437801350048
TMEM50A	0.0717643689916138
RNU6-1171P	0.0325625
snoU13	0.1136153846153846
RHCE	0.0548775314965265
RP3-469D22.1	0.3042671353251318
AL031284.1	0.007864406779661
TMEM57	0.1072577582848816
LDLRAP1	0.0673308175603588
RP11-70P17.1	0.0442451852686113
MAN1C1	0.0800668721109399
RP1-187B23.1	0.0689091845140033
SEPN1	0.0604211780351304
RP1-317E23.6	0.0642061099796334
RP1-317E23.3	0.059213955026455
MTFR1L	0.1004707033981261
AL020996.1	0.0550240731824747
RP1-317E23.7	0.4009279279279279
AUNIP	0.180875700254638
RP1-125I3.2	0.11971875
PAQR7	0.0882444245320589
Y_RNA	0.0916272727272727
STMN1	0.0781163035377668
SNRPFP2	0.4758645418326693
RP1-125I3.4	0.3878
MIR3917	0.1573548387096774
AL033528.1	0.1145135135135135
PAFAH2	0.0704225209033367
RNU6-110P	0.1349230769230769
SCARNA17	0.066808
SCARNA18	0.4841904761904761
EXTL1	0.0911906398890296
SLC30A2	0.0670372663814456
TRIM63	0.0709659721006245
AL391650.1	0.01596
PDIK1L	0.1743099297195741
FAM110D	0.1993596564145192
ZNF593	0.1803707762557077
RP11-96L14.7	0.173392
CNKSR1	0.0993413969881448
CATSPER4	0.0956178272082527
